,drug,cell_line,IC50,prediction
5090,Axitinib,CAL33,1.663235247,2.626833
5091,BI-2536,CAL33,-2.326293695,-2.770854
5092,BIBR-1532,CAL33,4.776615472,5.014591
5093,BMS-345541,CAL33,4.866363975,2.964624
5094,BMS-536924,CAL33,2.360783058,2.26644
5095,BMS-754807,CAL33,0.981512034,2.37937
5096,Bleomycin,CAL33,-0.657619306,1.899565
5097,Bleomycin (50 uM),CAL33,1.277489093,1.888597
5098,Bortezomib,CAL33,-5.008962017,-5.647024
5099,Bosutinib,CAL33,1.920780205,2.439619
5100,Bromosporine,CAL33,3.670231405,2.445883
5101,Buparlisib,CAL33,0.918914377,0.669876
5102,CCT007093,CAL33,4.843249679,4.839018
5103,CPI-637,CAL33,5.26731149,4.221114
5104,CZC24832,CAL33,5.520131867,5.064402
5105,Camptothecin,CAL33,-3.710975472,-3.383102
5106,Carmustine,CAL33,6.315491171,6.016376
5107,Cediranib,CAL33,2.410240401,1.622934
5108,Cisplatin,CAL33,2.686656952,2.840891
5109,Crizotinib,CAL33,2.868814901,2.742093
5110,Cyclophosphamide,CAL33,5.518802309,5.241641
5111,Cytarabine,CAL33,0.18909122,2.087929
5112,Dabrafenib,CAL33,5.520131867,5.028627
5113,Dacarbazine,CAL33,4.917792522,5.631001
5114,Dactinomycin,CAL33,-4.417512619,-5.425642
5115,Dactolisib,CAL33,-0.260633221,-2.223683
5116,Dasatinib,CAL33,-0.615065562,-0.392072
5117,Dihydrorotenone,CAL33,-1.2870279,0.694632
5118,Dinaciclib,CAL33,-3.149494978,-3.90049
5119,Docetaxel,CAL33,-5.841676898,-5.459173
5120,Doramapimod,CAL33,5.157052551,5.144937
5121,EHT-1864,CAL33,2.699463887,3.448477
5122,EPZ004777,CAL33,4.972313054,5.31023
5123,EPZ5676,CAL33,5.114008659,5.53013
5124,Elephantin,CAL33,3.571707563,4.017239
5125,Entinostat,CAL33,3.589768918,2.035706
5126,Entospletinib,CAL33,4.057776768,3.61051
5127,Epirubicin,CAL33,-1.646683977,-1.472335
5128,Erlotinib,CAL33,0.990222477,1.473241
5129,Fludarabine,CAL33,5.695147036,5.15613
5130,Foretinib,CAL33,-0.131012928,0.3161
5131,Fulvestrant,CAL33,3.610365298,3.409986
5132,GDC0810,CAL33,4.327215314,5.051333
5133,GNE-317,CAL33,0.338244301,0.122733
5134,GSK-LSD1,CAL33,2.305898656,2.425724
5135,GSK1904529A,CAL33,4.047480713,3.863725
5136,GSK2110183B,CAL33,2.477210999,3.237785
5137,GSK2578215A,CAL33,5.339535004,4.87359
5138,GSK2606414,CAL33,3.540837377,3.726349
5139,GSK2801,CAL33,5.081429392,4.657616
5140,GSK2830371,CAL33,5.520131867,5.20752
5141,GSK343,CAL33,3.694295096,3.623516
5142,GSK591,CAL33,3.709092573,4.394376
5143,GW441756,CAL33,2.882363413,3.317217
5144,Gallibiscoquinazole,CAL33,2.388017472,2.505585
5145,Gefitinib,CAL33,1.368742373,1.386776
5146,Gemcitabine,CAL33,-3.218597539,-1.900908
5147,I-BET-762,CAL33,5.245295096,3.947258
5148,I-BRD9,CAL33,5.516309962,4.418586
5149,ICL-SIRT078,CAL33,4.12120612,3.874957
5150,IWP-2,CAL33,3.194275698,2.660599
5151,Ibrutinib,CAL33,1.673187003,2.522914
5152,Ipatasertib,CAL33,4.431543948,3.47107
5153,Irinotecan,CAL33,1.006532831,2.352027
5154,JNK Inhibitor VIII,CAL33,5.212768945,4.981812
5155,JQ1,CAL33,3.527595307,2.064494
5156,KRAS (G12C) Inhibitor-12,CAL33,3.759230322,4.019971
5157,KU-55933,CAL33,5.399898243,5.076678
5158,L-Oxonoreleagnine,CAL33,3.633320267,3.512514
5159,LCL161,CAL33,5.06879513,4.561363
5160,LGK974,CAL33,2.852489277,3.82902
5161,LJI308,CAL33,4.569648704,5.099841
5162,LMP744,CAL33,-1.937299287,-1.478951
5163,LY2109761,CAL33,4.14122189,5.103401
5164,Lapatinib,CAL33,1.265960057,1.482372
5165,Leflunomide,CAL33,4.718126663,5.04292
5166,Lenalidomide,CAL33,5.072302528,5.269902
5167,Lestaurtinib,CAL33,0.078782323,0.113913
5168,Linsitinib,CAL33,4.051294144,4.281604
5169,Luminespib,CAL33,-3.340153151,-3.438557
5170,MG-132,CAL33,-1.366069659,-1.645566
5171,MIM1,CAL33,3.757211358,3.636735
5172,MIRA-1,CAL33,5.276466188,5.480149
5173,MK-1775,CAL33,0.01446747,-0.162363
5174,MK-2206,CAL33,3.170178069,2.966867
5175,MK-8776,CAL33,3.99220961,3.270022
5176,ML323,CAL33,3.902424533,4.186875
5177,MN-64,CAL33,3.960883466,4.538193
5178,Methotrexate,CAL33,-1.149936457,-0.389008
5179,Mirin,CAL33,4.292277102,4.428048
5180,Mitoxantrone,CAL33,-1.671243774,1.141594
5181,Motesanib,CAL33,5.520131867,5.341235
5182,Mycophenolic acid,CAL33,1.802946853,1.555902
5183,N-acetyl cysteine,CAL33,8.763625428,10.172161
5184,NU7441,CAL33,4.930720532,2.846951
5185,NVP-ADW742,CAL33,3.490881887,3.013748
5186,Navitoclax,CAL33,1.422932035,2.419241
5187,Nelarabine,CAL33,6.025309221,6.325166
5188,Nilotinib,CAL33,4.381853493,3.435617
5189,Niraparib,CAL33,3.672163658,4.325252
5190,Nutlin-3a (-),CAL33,4.627070118,5.383128
5191,OF-1,CAL33,2.646889025,4.069637
5192,OSI-027,CAL33,3.762060535,2.627826
5193,OTX015,CAL33,4.250741044,2.508497
5194,Obatoclax Mesylate,CAL33,0.740961997,0.01152
5195,Olaparib,CAL33,3.781332787,4.536303
5196,Osimertinib,CAL33,0.478411028,0.493268
5197,Oxaliplatin,CAL33,4.781206764,4.495463
5198,P22077,CAL33,4.752775844,4.631248
5199,PCI-34051,CAL33,5.518574299,4.520132
5200,PD0325901,CAL33,0.41418266,2.274705
5201,PD173074,CAL33,4.447996248,3.513029
5202,PFI-1,CAL33,5.518822304,3.712017
5203,PFI3,CAL33,5.504994509,5.297816
5204,PLX-4720,CAL33,5.012700498,4.398317
5205,POMHEX,CAL33,3.14561789,2.015606
5206,PRIMA-1MET,CAL33,6.498834513,5.055019
5207,PRT062607,CAL33,4.914739006,3.479585
5208,Paclitaxel,CAL33,-4.253906641,-5.033944
5209,Palbociclib,CAL33,3.702971431,4.21426
5210,Pevonedistat,CAL33,-0.3989227,0.388231
5211,Picolinici-acid,CAL33,5.412927396,5.078569
5212,Pictilisib,CAL33,0.212078753,0.450869
5213,Podophyllotoxin bromide,CAL33,-1.914870171,-1.541881
5214,Pyridostatin,CAL33,2.484811123,3.400985
5215,RO-3306,CAL33,1.903541994,3.128738
5216,RVX-208,CAL33,5.5141316,4.923073
5217,Rapamycin,CAL33,-1.494961191,-3.405989
5218,Refametinib,CAL33,2.103025689,2.792119
5219,Remodelin,CAL33,3.695075292,4.418426
5220,Ribociclib,CAL33,3.898039517,4.109772
5221,Romidepsin,CAL33,-5.536024875,-6.482076
5222,Rucaparib,CAL33,3.381700072,4.156443
5223,Ruxolitinib,CAL33,5.037577092,4.643708
5224,SB216763,CAL33,4.388975687,5.390358
5225,SB590885,CAL33,4.700562632,4.763877
5226,SCH772984,CAL33,2.364493175,2.79388
5227,SGC-CBP30,CAL33,4.826984686,4.089169
5228,SGC0946,CAL33,2.290881812,1.85379
5229,SN-38,CAL33,-5.495122545,-4.45273
5230,Sabutoclax,CAL33,-1.258989244,-1.148218
5231,Sapitinib,CAL33,1.188853564,0.749636
5232,Savolitinib,CAL33,1.348961432,2.551434
5233,Schweinfurthin A,CAL33,-1.178563548,0.947446
5234,Selumetinib,CAL33,2.997440603,4.325003
5235,Sepantronium bromide,CAL33,-3.40897976,-4.651438
5236,Serdemetan,CAL33,3.70230494,3.647976
5237,Sinularin,CAL33,2.955589536,3.718147
5238,Sorafenib,CAL33,3.49062817,2.396852
5239,Staurosporine,CAL33,-2.70121034,-3.642254
5240,Talazoparib,CAL33,1.721367554,3.484872
5241,Tamoxifen,CAL33,3.418638149,3.709673
5242,Tanespimycin,CAL33,0.629301033,-1.599253
5243,Taselisib,CAL33,-2.076604036,0.969792
5244,Telomerase Inhibitor IX,CAL33,0.374904316,0.03911
5245,Temozolomide,CAL33,5.067078255,6.522613
5246,Temsirolimus,CAL33,1.237412181,0.791173
5247,Teniposide,CAL33,-2.139527926,-0.399982
5248,Topotecan,CAL33,-2.120926282,-0.601573
5249,Trametinib,CAL33,0.522861281,0.768067
5250,UMI-77,CAL33,1.556366148,2.824956
5251,UNC0379,CAL33,4.825016871,3.941519
5252,UNC0638,CAL33,4.601941848,4.415358
5253,Ulixertinib,CAL33,2.672030789,3.02852
5254,Uprosertib,CAL33,2.465732961,2.731668
5255,VE-822,CAL33,2.537713778,3.044134
5256,VE821,CAL33,3.85733641,3.857093
5257,VX-11e,CAL33,3.224504497,3.027332
5258,Veliparib,CAL33,5.284573207,5.24062
5259,Venetoclax,CAL33,2.053858975,2.803521
5260,Vinblastine,CAL33,-5.528882813,-5.367079
5261,Vincristine,CAL33,-3.616546386,-4.091986
5262,Vinorelbine,CAL33,-4.784196856,-5.365378
5263,Vismodegib,CAL33,4.882105585,5.021758
5264,Vorinostat,CAL33,2.397819031,1.723757
5265,WEHI-539,CAL33,3.294506964,3.803005
5266,WIKI4,CAL33,3.257181422,3.569296
5267,WZ4003,CAL33,5.105706535,4.467207
5268,Wee1 Inhibitor,CAL33,1.386242755,1.804329
5269,Wnt-C59,CAL33,4.714476818,4.004016
5270,XAV939,CAL33,3.331983213,4.282656
5271,YK-4-279,CAL33,1.175516042,1.541384
5272,ZM447439,CAL33,0.309809244,2.167997
5273,Zoledronate,CAL33,3.861600837,3.892223
5274,alpha-lipoic acid,CAL33,7.82535616,7.301667
5275,glutathione,CAL33,7.932714464,9.390368
5276,5-Fluorouracil,SIHA,3.676620087,4.662374
5277,5-azacytidine,SIHA,4.04370697,3.599356
5278,A-366,SIHA,4.594795318,4.918166
5279,ABT737,SIHA,3.100827361,2.09575
5280,AGI-5198,SIHA,4.309274758,4.781413
5281,AGI-6780,SIHA,4.977794937,4.429845
5282,AGK2,SIHA,2.32459511,3.45429
5283,AMG-319,SIHA,4.116206929,5.465442
5284,AT13148,SIHA,4.709121012,3.939695
5285,AZ6102,SIHA,3.774636522,2.404902
5286,AZ960,SIHA,3.429408997,1.690541
5287,AZD1208,SIHA,5.731764218,5.144827
5288,AZD1332,SIHA,4.061638091,4.183942
5289,AZD2014,SIHA,2.178558358,1.547935
5290,AZD3759,SIHA,2.973898235,1.780469
5291,AZD4547,SIHA,2.284407285,2.996888
5292,AZD5153,SIHA,1.926218652,1.718612
5293,AZD5363,SIHA,3.017025442,2.886734
5294,AZD5438,SIHA,2.64219675,1.62224
5295,AZD5582,SIHA,2.160039741,1.964678
5296,AZD5991,SIHA,3.278500506,2.60106
5297,AZD6738,SIHA,3.077356286,1.590269
5298,AZD7762,SIHA,1.790772309,-0.472345
5299,AZD8055,SIHA,0.307016035,-0.39421
5300,AZD8186,SIHA,2.754170213,2.395228
5301,Acetalax,SIHA,5.77927354,4.697659
5302,Afatinib,SIHA,2.821128743,0.666303
5303,Afuresertib,SIHA,2.622319411,1.974461
5304,Alisertib,SIHA,3.359382333,1.254263
5305,Alpelisib,SIHA,5.268992501,3.534665
5306,Avagacestat,SIHA,6.144382498,5.014726
5307,Axitinib,SIHA,3.339255233,2.69962
5308,BI-2536,SIHA,1.727965322,-1.409397
5309,BIBR-1532,SIHA,4.282721776,5.039514
5310,BMS-345541,SIHA,3.294238613,3.07204
5311,BMS-536924,SIHA,2.983867862,1.920834
5312,BMS-754807,SIHA,5.667875042,2.194801
5313,Bleomycin,SIHA,3.790178965,2.90517
5314,Bleomycin (50 uM),SIHA,4.264476824,2.890111
5315,Bortezomib,SIHA,-4.115848449,-5.283228
5316,Bosutinib,SIHA,4.281983785,2.773296
5317,Bromosporine,SIHA,2.202268193,2.266941
5318,Buparlisib,SIHA,1.245855953,0.559247
5319,CCT007093,SIHA,5.712745521,4.96144
5320,CPI-637,SIHA,4.282130056,4.133919
5321,CZC24832,SIHA,4.946626591,5.427772
5322,Camptothecin,SIHA,-0.266749803,-3.685266
5323,Carmustine,SIHA,5.277413914,6.393027
5324,Cediranib,SIHA,3.562722075,1.93245
5325,Cisplatin,SIHA,4.457924223,3.315521
5326,Crizotinib,SIHA,4.117038387,2.496181
5327,Cyclophosphamide,SIHA,5.320027353,5.418983
5328,Cytarabine,SIHA,3.415844291,2.7695
5329,Dabrafenib,SIHA,5.791478531,5.220501
5330,Dacarbazine,SIHA,5.593043086,5.883187
5331,Dactinomycin,SIHA,-3.111308174,-4.588071
5332,Dactolisib,SIHA,-2.094554041,-2.313622
5333,Dasatinib,SIHA,2.383897539,-0.114877
5334,Dihydrorotenone,SIHA,-0.181236873,0.922616
5335,Dinaciclib,SIHA,-2.589699833,-3.391191
5336,Docetaxel,SIHA,-1.699000433,-4.407916
5337,Doramapimod,SIHA,5.543871645,5.572064
5338,EHT-1864,SIHA,3.6742531,3.637456
5339,EPZ004777,SIHA,5.37338389,5.605002
5340,EPZ5676,SIHA,6.181766527,6.145795
5341,Elephantin,SIHA,4.325084914,4.442673
5342,Entinostat,SIHA,4.936903817,1.825237
5343,Entospletinib,SIHA,3.309151922,3.524043
5344,Epirubicin,SIHA,0.037111586,-1.197403
5345,Erlotinib,SIHA,3.790343341,2.339776
5346,Fludarabine,SIHA,5.502899961,5.234606
5347,Foretinib,SIHA,1.567557732,0.004224
5348,Fulvestrant,SIHA,3.377033222,3.843782
5349,GDC0810,SIHA,5.237147685,5.312882
5350,GNE-317,SIHA,0.993511745,0.06835
5351,GSK-LSD1,SIHA,2.052217362,2.424664
5352,GSK1904529A,SIHA,4.66632486,4.338552
5353,GSK2110183B,SIHA,4.571905532,3.438019
5354,GSK2578215A,SIHA,5.239496993,5.167099
5355,GSK2606414,SIHA,3.633744045,3.787172
5356,GSK2801,SIHA,5.235189123,4.777378
5357,GSK2830371,SIHA,5.895248985,5.794991
5358,GSK343,SIHA,4.364850932,3.750156
5359,GSK591,SIHA,4.815442558,4.589176
5360,GW441756,SIHA,2.738515939,3.061731
5361,Gallibiscoquinazole,SIHA,2.820755114,2.830921
5362,Gefitinib,SIHA,3.755037931,2.734948
5363,Gemcitabine,SIHA,4.080776438,-2.123866
5364,I-BET-762,SIHA,2.759184656,3.429751
5365,I-BRD9,SIHA,5.312987643,4.441367
5366,ICL-SIRT078,SIHA,5.427421459,4.43204
5367,IWP-2,SIHA,3.357121066,2.556271
5368,Ibrutinib,SIHA,5.86854177,3.848607
5369,Ipatasertib,SIHA,3.549030022,3.458669
5370,Irinotecan,SIHA,4.219157948,2.074896
5371,JNK Inhibitor VIII,SIHA,5.628523291,5.418859
5372,JQ1,SIHA,2.16586044,1.763091
5373,KRAS (G12C) Inhibitor-12,SIHA,5.672076826,4.427725
5374,KU-55933,SIHA,4.159214867,5.113212
5375,L-Oxonoreleagnine,SIHA,2.979004819,3.655762
5376,LCL161,SIHA,5.723563374,4.684619
5377,LGK974,SIHA,3.148324318,4.035199
5378,LJI308,SIHA,5.73940291,5.260258
5379,LMP744,SIHA,2.508024956,-0.36607
5380,LY2109761,SIHA,5.627295392,5.518146
5381,Lapatinib,SIHA,6.003091854,2.323707
5382,Leflunomide,SIHA,5.51921503,5.090974
5383,Lenalidomide,SIHA,5.73295898,5.4186
5384,Lestaurtinib,SIHA,1.510221296,0.051582
5385,Linsitinib,SIHA,4.302693373,4.058821
5386,Luminespib,SIHA,0.134830754,-2.61261
5387,MG-132,SIHA,-0.769864161,-1.463363
5388,MIM1,SIHA,3.679722281,3.956654
5389,MIRA-1,SIHA,6.090589412,5.605729
5390,MK-1775,SIHA,2.023506397,0.233886
5391,MK-2206,SIHA,3.22795986,2.785148
5392,MK-8776,SIHA,3.753069983,3.384653
5393,ML323,SIHA,4.643065505,4.583176
5394,MN-64,SIHA,5.586693497,4.81293
5395,Methotrexate,SIHA,0.842052328,-0.10801
5396,Mirin,SIHA,4.077440022,4.908464
5397,Mitoxantrone,SIHA,3.999804384,0.707336
5398,Motesanib,SIHA,5.895248985,5.811526
5399,Mycophenolic acid,SIHA,3.258147224,2.074666
5400,N-acetyl cysteine,SIHA,10.8557816,10.197069
5401,NU7441,SIHA,3.441294889,2.811168
5402,NVP-ADW742,SIHA,4.675283566,2.341025
5403,Navitoclax,SIHA,3.216603247,2.378115
5404,Nelarabine,SIHA,6.276589483,6.641933
5405,Nilotinib,SIHA,4.74164372,3.788628
5406,Niraparib,SIHA,5.644585729,4.431284
5407,Nutlin-3a (-),SIHA,5.771139827,5.794428
5408,OF-1,SIHA,3.552919731,3.974064
5409,OSI-027,SIHA,2.826583526,2.107329
5410,OTX015,SIHA,2.361709982,2.072989
5411,Obatoclax Mesylate,SIHA,1.174757349,-0.143399
5412,Olaparib,SIHA,3.960983021,4.667048
5413,Osimertinib,SIHA,1.750734246,0.937585
5414,Oxaliplatin,SIHA,5.600540565,4.884466
5415,P22077,SIHA,4.001485014,4.651014
5416,PCI-34051,SIHA,5.795430249,4.701571
5417,PD0325901,SIHA,2.939117871,0.1739
5418,PD173074,SIHA,4.76804307,4.071914
5419,PFI-1,SIHA,3.062624133,3.992546
5420,PFI3,SIHA,5.334754526,5.426391
5421,PLX-4720,SIHA,4.445273896,4.54922
5422,POMHEX,SIHA,1.099995196,2.16141
5423,PRIMA-1MET,SIHA,6.896799507,5.163473
5424,PRT062607,SIHA,3.911738694,3.131315
5425,Paclitaxel,SIHA,0.037221043,-3.58648
5426,Palbociclib,SIHA,4.685798939,4.334295
5427,Pevonedistat,SIHA,1.776545968,0.306686
5428,Picolinici-acid,SIHA,4.266787537,5.409251
5429,Pictilisib,SIHA,1.651215246,0.127452
5430,Podophyllotoxin bromide,SIHA,2.126983035,-0.703002
5431,Pyridostatin,SIHA,2.844579265,3.73378
5432,RO-3306,SIHA,5.895248985,3.63692
5433,RVX-208,SIHA,4.662764941,5.069594
5434,Rapamycin,SIHA,-2.225059499,-1.570369
5435,Refametinib,SIHA,3.451833521,1.235135
5436,Remodelin,SIHA,4.339858953,4.507866
5437,Ribociclib,SIHA,4.06702149,4.3239
5438,Romidepsin,SIHA,-4.18104613,-6.016351
5439,Rucaparib,SIHA,5.106116244,4.051426
5440,Ruxolitinib,SIHA,5.241944904,4.857659
5441,SB216763,SIHA,5.811600034,5.556581
5442,SB590885,SIHA,5.192381938,4.792477
5443,SCH772984,SIHA,4.36117905,1.103214
5444,SGC-CBP30,SIHA,3.743248405,4.165551
5445,SGC0946,SIHA,1.764883684,1.902373
5446,SN-38,SIHA,4.171475622,-3.979179
5447,Sabutoclax,SIHA,0.879408765,-0.309029
5448,Sapitinib,SIHA,3.727952067,2.732388
5449,Savolitinib,SIHA,2.27497743,2.407029
5450,Schweinfurthin A,SIHA,3.592663892,1.743876
5451,Selumetinib,SIHA,4.886748987,3.129955
5452,Sepantronium bromide,SIHA,-3.850620177,-5.253993
5453,Serdemetan,SIHA,4.74923014,4.201207
5454,Sinularin,SIHA,2.481441624,3.772736
5455,Sorafenib,SIHA,2.675119454,2.630266
5456,Staurosporine,SIHA,-1.894464414,-3.454139
5457,Talazoparib,SIHA,4.284542548,2.231131
5458,Tamoxifen,SIHA,3.563838378,3.750607
5459,Tanespimycin,SIHA,0.113007204,-0.713945
5460,Taselisib,SIHA,3.136874199,0.918775
5461,Telomerase Inhibitor IX,SIHA,1.209171874,0.802525
5462,Temozolomide,SIHA,6.965913604,6.921026
5463,Temsirolimus,SIHA,1.41701319,1.499873
5464,Teniposide,SIHA,2.780284779,0.363809
5465,Topotecan,SIHA,2.883326519,-0.350434
5466,Trametinib,SIHA,1.574548853,-1.374856
5467,UMI-77,SIHA,3.552451388,2.911219
5468,UNC0379,SIHA,3.518118859,4.02957
5469,UNC0638,SIHA,4.632284254,4.974414
5470,Ulixertinib,SIHA,3.038231146,2.68329
5471,Uprosertib,SIHA,4.67960843,2.869769
5472,VE-822,SIHA,5.114209598,2.853626
5473,VE821,SIHA,5.851427966,3.659632
5474,VX-11e,SIHA,4.405983222,2.389188
5475,Veliparib,SIHA,5.783949848,5.113046
5476,Venetoclax,SIHA,3.695956444,2.823668
5477,Vinblastine,SIHA,0.564571201,-3.362422
5478,Vincristine,SIHA,2.796394815,-2.000659
5479,Vinorelbine,SIHA,-0.316718684,-3.468067
5480,Vismodegib,SIHA,5.864416682,5.298782
5481,Vorinostat,SIHA,3.067968713,1.581057
5482,WEHI-539,SIHA,5.614578778,3.498164
5483,WIKI4,SIHA,3.763414228,3.760064
5484,WZ4003,SIHA,4.422404895,4.516152
5485,Wee1 Inhibitor,SIHA,4.521854579,2.099731
5486,Wnt-C59,SIHA,4.470632961,4.325707
5487,XAV939,SIHA,4.928018058,4.30264
5488,YK-4-279,SIHA,3.850793704,2.818747
5489,ZM447439,SIHA,5.366123565,3.065964
5490,Zoledronate,SIHA,4.184015167,4.077874
5491,alpha-lipoic acid,SIHA,8.332709599,8.156591
5492,glutathione,SIHA,9.842554919,9.576241
5493,5-Fluorouracil,UACC812,3.474265726,6.004607
5494,5-azacytidine,UACC812,3.755700254,4.354681
5495,A-366,UACC812,5.071724584,5.755779
5496,ABT737,UACC812,4.408901019,2.087551
5497,AGI-5198,UACC812,4.668599496,5.24271
5498,AGK2,UACC812,2.580081852,3.06922
5499,AMG-319,UACC812,6.183359411,5.906627
5500,AT13148,UACC812,3.127566704,4.614611
5501,AZ6102,UACC812,3.092977187,2.986874
5502,AZD3759,UACC812,3.979941213,1.71306
5503,AZD4547,UACC812,5.160374854,3.10668
5504,AZD5363,UACC812,2.998447859,2.312983
5505,AZD6738,UACC812,3.355016238,2.602924
5506,AZD7762,UACC812,3.387328838,0.435014
5507,AZD8055,UACC812,-0.557664471,-0.852665
5508,AZD8186,UACC812,2.184036618,2.748749
5509,Afatinib,UACC812,1.022276571,0.191568
5510,Afuresertib,UACC812,2.091305946,1.003392
5511,Alpelisib,UACC812,2.532909462,2.831235
5512,Avagacestat,UACC812,6.714135174,5.763121
5513,Axitinib,UACC812,3.61413178,3.451815
5514,BI-2536,UACC812,4.243806963,0.838232
5515,BIBR-1532,UACC812,5.833734345,5.433532
5516,BMS-536924,UACC812,5.406342646,2.39315
5517,BMS-754807,UACC812,6.296680499,3.883403
5518,Bleomycin (50 uM),UACC812,5.41328227,4.937671
5519,Bortezomib,UACC812,-4.524711824,-5.393909
5520,Bosutinib,UACC812,4.068322591,3.441827
5521,Buparlisib,UACC812,1.514387866,0.73907
5522,CCT007093,UACC812,5.430025486,5.641191
5523,CPI-637,UACC812,5.067173064,5.227807
5524,Camptothecin,UACC812,-2.130240422,-1.689491
5525,Cediranib,UACC812,2.146757872,2.013696
5526,Cisplatin,UACC812,3.518721169,5.453806
5527,Crizotinib,UACC812,4.674481159,3.663933
5528,Cyclophosphamide,UACC812,5.646066634,6.050594
5529,Cytarabine,UACC812,4.884192868,3.874003
5530,Dabrafenib,UACC812,5.629003078,6.163505
5531,Dactinomycin,UACC812,-2.774308011,-3.521036
5532,Dactolisib,UACC812,-0.463752387,-1.452511
5533,Daporinad,UACC812,-0.149547817,-3.667026
5534,Dasatinib,UACC812,2.401874941,2.507289
5535,Docetaxel,UACC812,-3.233451002,-2.972993
5536,EHT-1864,UACC812,2.757326809,3.934139
5537,EPZ004777,UACC812,6.28315903,6.158693
5538,EPZ5676,UACC812,6.543222185,6.680851
5539,Epirubicin,UACC812,-0.295788732,0.558603
5540,Erlotinib,UACC812,5.60712834,2.615289
5541,Foretinib,UACC812,2.210229609,1.148039
5542,Fulvestrant,UACC812,3.108543381,4.174916
5543,GDC0810,UACC812,5.605369531,5.800588
5544,GNE-317,UACC812,0.452882873,-0.290837
5545,GSK1904529A,UACC812,5.484927406,4.816604
5546,GSK2578215A,UACC812,6.581701354,5.746198
5547,GSK2830371,UACC812,6.203492493,6.324615
5548,GSK343,UACC812,6.717316265,4.373337
5549,GSK591,UACC812,6.22117092,5.178281
5550,Gefitinib,UACC812,3.743173881,2.061359
5551,Gemcitabine,UACC812,2.241002644,2.929089
5552,I-BRD9,UACC812,5.630752012,5.08637
5553,ICL-SIRT078,UACC812,6.137230654,4.618939
5554,Ipatasertib,UACC812,3.327421049,2.390268
5555,Irinotecan,UACC812,2.89896484,4.542393
5556,JQ1,UACC812,6.286250643,1.892648
5557,LGK974,UACC812,4.18005481,4.279574
5558,LJI308,UACC812,6.282427899,5.908304
5559,Lapatinib,UACC812,1.018219247,1.74033
5560,Lenalidomide,UACC812,6.291417778,6.253756
5561,Lestaurtinib,UACC812,4.505557628,0.58455
5562,Linsitinib,UACC812,6.508894225,4.434878
5563,Luminespib,UACC812,-2.739998325,-1.80135
5564,MG-132,UACC812,-1.20154144,-1.386088
5565,MIM1,UACC812,6.435773348,4.599386
5566,MIRA-1,UACC812,5.510697743,6.604615
5567,MK-1775,UACC812,2.840821463,1.114267
5568,MK-2206,UACC812,1.806947866,1.764678
5569,MK-8776,UACC812,5.562954902,4.236431
5570,Motesanib,UACC812,6.296680499,6.108376
5571,Mycophenolic acid,UACC812,3.718967799,2.960562
5572,N-acetyl cysteine,UACC812,11.5148748,10.404108
5573,NU7441,UACC812,5.270977594,3.242768
5574,NVP-ADW742,UACC812,3.996270543,3.342774
5575,Navitoclax,UACC812,1.957301238,1.860182
5576,Nilotinib,UACC812,5.578954928,4.495907
5577,Nutlin-3a (-),UACC812,3.152663567,6.226786
5578,OSI-027,UACC812,2.303810486,1.81146
5579,Olaparib,UACC812,4.932301282,5.396662
5580,Osimertinib,UACC812,-0.06069161,0.27606
5581,Oxaliplatin,UACC812,4.296255013,5.822226
5582,P22077,UACC812,4.427616992,5.461047
5583,PD0325901,UACC812,4.309751824,1.378161
5584,PD173074,UACC812,4.23023692,4.416979
5585,PFI-1,UACC812,5.3610821,4.78987
5586,PLX-4720,UACC812,4.2951388,5.626283
5587,POMHEX,UACC812,0.993846187,1.870881
5588,Paclitaxel,UACC812,-3.348611851,-2.562778
5589,Palbociclib,UACC812,3.881588374,5.128424
5590,Pevonedistat,UACC812,2.895861329,2.893204
5591,Pictilisib,UACC812,0.259685527,-0.007973
5592,Pyridostatin,UACC812,5.03673234,4.509928
5593,Rapamycin,UACC812,-0.722236065,-1.742238
5594,Refametinib,UACC812,4.347139797,2.084626
5595,Ribociclib,UACC812,1.997101915,4.765811
5596,Rucaparib,UACC812,4.428710859,5.135229
5597,SB590885,UACC812,4.186839455,4.846313
5598,SCH772984,UACC812,5.811658425,2.786767
5599,SGC0946,UACC812,2.426175203,2.133718
5600,SN-38,UACC812,3.551206657,0.09379
5601,Sapitinib,UACC812,1.29305161,2.001172
5602,Savolitinib,UACC812,4.415623237,2.86
5603,Selumetinib,UACC812,4.648603725,4.425003
5604,Sepantronium bromide,UACC812,-4.602056687,-4.85014
5605,Serdemetan,UACC812,4.264445602,4.534156
5606,Sorafenib,UACC812,2.107242744,2.8414
5607,Staurosporine,UACC812,-1.606777438,-2.432152
5608,TW 37,UACC812,2.764131727,1.666155
5609,Talazoparib,UACC812,1.955501293,5.278056
5610,Tamoxifen,UACC812,3.937792465,4.294946
5611,Tanespimycin,UACC812,2.675458386,-0.320191
5612,Taselisib,UACC812,1.046366122,0.117796
5613,Telomerase Inhibitor IX,UACC812,2.085241666,1.574855
5614,Temozolomide,UACC812,7.85454834,7.624273
5615,Temsirolimus,UACC812,-0.409181573,1.737432
5616,Trametinib,UACC812,3.236443193,-0.373878
5617,UMI-77,UACC812,2.543034973,3.105489
5618,UNC0379,UACC812,4.197243353,4.707505
5619,UNC0638,UACC812,4.894369362,5.288632
5620,Ulixertinib,UACC812,3.982368963,3.006608
5621,Uprosertib,UACC812,4.658490278,1.461329
