"",drug,cell_line,IC50,OncotreeCode
79726,Mycophenolic acid,CORL23,1.947082,LCLC
79727,N-acetyl cysteine,CORL23,10.439420,LCLC
79728,NU7441,CORL23,3.971981,LCLC
79729,NVP-ADW742,CORL23,1.688772,LCLC
79730,Navitoclax,CORL23,2.270331,LCLC
79731,Nelarabine,CORL23,5.802109,LCLC
79732,Nilotinib,CORL23,4.614372,LCLC
79733,Niraparib,CORL23,5.960260,LCLC
79734,Nutlin-3a (-),CORL23,4.924587,LCLC
79735,OF-1,CORL23,5.674101,LCLC
79736,OSI-027,CORL23,4.077440,LCLC
79737,OTX015,CORL23,4.254106,LCLC
79738,Obatoclax Mesylate,CORL23,1.035583,LCLC
79739,Olaparib,CORL23,3.956063,LCLC
79740,Osimertinib,CORL23,2.272552,LCLC
79741,Oxaliplatin,CORL23,4.228122,LCLC
79742,P22077,CORL23,3.945158,LCLC
79743,PCI-34051,CORL23,5.980027,LCLC
79744,PD0325901,CORL23,1.233911,LCLC
79745,PD173074,CORL23,4.522139,LCLC
79746,PFI-1,CORL23,5.531171,LCLC
79747,PFI3,CORL23,6.387976,LCLC
79748,PLX-4720,CORL23,4.427912,LCLC
79749,POMHEX,CORL23,2.677795,LCLC
79750,PRIMA-1MET,CORL23,6.274865,LCLC
79751,PRT062607,CORL23,3.775615,LCLC
79752,Paclitaxel,CORL23,-0.802782,LCLC
79753,Palbociclib,CORL23,3.992070,LCLC
79754,Pevonedistat,CORL23,1.024903,LCLC
79755,Picolinici-acid,CORL23,5.405239,LCLC
79756,Pictilisib,CORL23,0.969896,LCLC
79757,Podophyllotoxin bromide,CORL23,-0.406328,LCLC
79758,Pyridostatin,CORL23,3.330331,LCLC
79759,RO-3306,CORL23,4.666267,LCLC
79760,RVX-208,CORL23,5.805414,LCLC
79761,Rapamycin,CORL23,-2.221670,LCLC
79762,Refametinib,CORL23,3.824699,LCLC
79763,Remodelin,CORL23,4.938295,LCLC
79764,Ribociclib,CORL23,3.871197,LCLC
79765,Romidepsin,CORL23,-5.426696,LCLC
79766,Rucaparib,CORL23,5.433880,LCLC
79767,Ruxolitinib,CORL23,4.560994,LCLC
79768,SB216763,CORL23,6.019548,LCLC
79769,SB590885,CORL23,5.239865,LCLC
79770,SCH772984,CORL23,2.307989,LCLC
79771,SGC-CBP30,CORL23,5.133261,LCLC
79772,SGC0946,CORL23,2.188559,LCLC
79773,SN-38,CORL23,-3.344161,LCLC
79774,Sabutoclax,CORL23,1.271811,LCLC
79775,Sapitinib,CORL23,4.773014,LCLC
79776,Savolitinib,CORL23,2.927151,LCLC
79777,Schweinfurthin A,CORL23,1.860057,LCLC
79778,Selumetinib,CORL23,5.156191,LCLC
79779,Sepantronium bromide,CORL23,-5.562699,LCLC
79780,Serdemetan,CORL23,4.318006,LCLC
79781,Sinularin,CORL23,4.652830,LCLC
79782,Sorafenib,CORL23,2.792995,LCLC
79783,Staurosporine,CORL23,-2.169579,LCLC
79784,Talazoparib,CORL23,2.949251,LCLC
79785,Tamoxifen,CORL23,3.019231,LCLC
79786,Tanespimycin,CORL23,0.585557,LCLC
79787,Taselisib,CORL23,0.888251,LCLC
79788,Telomerase Inhibitor IX,CORL23,0.197775,LCLC
79789,Temozolomide,CORL23,6.840250,LCLC
79790,Temsirolimus,CORL23,3.876594,LCLC
79791,Teniposide,CORL23,1.139576,LCLC
79792,Topotecan,CORL23,-0.640734,LCLC
79793,Trametinib,CORL23,-0.134196,LCLC
79794,UMI-77,CORL23,1.792936,LCLC
79795,UNC0379,CORL23,2.987749,LCLC
79796,UNC0638,CORL23,4.439238,LCLC
79797,Ulixertinib,CORL23,3.075462,LCLC
79798,Uprosertib,CORL23,3.039606,LCLC
79799,VE-822,CORL23,2.936168,LCLC
79800,VE821,CORL23,3.490110,LCLC
79801,VX-11e,CORL23,2.129990,LCLC
79802,Veliparib,CORL23,5.694183,LCLC
79803,Venetoclax,CORL23,2.336567,LCLC
79804,Vinblastine,CORL23,-1.705024,LCLC
79805,Vincristine,CORL23,-1.141717,LCLC
79806,Vinorelbine,CORL23,-1.369490,LCLC
79807,Vismodegib,CORL23,5.874552,LCLC
79808,Vorinostat,CORL23,0.604103,LCLC
79809,WEHI-539,CORL23,3.173906,LCLC
79810,WIKI4,CORL23,3.358295,LCLC
79811,WZ4003,CORL23,5.343256,LCLC
79812,Wee1 Inhibitor,CORL23,0.851491,LCLC
79813,Wnt-C59,CORL23,4.197714,LCLC
79814,XAV939,CORL23,5.887086,LCLC
79815,YK-4-279,CORL23,3.435066,LCLC
79816,ZM447439,CORL23,4.838231,LCLC
79817,Zoledronate,CORL23,4.028818,LCLC
79818,alpha-lipoic acid,CORL23,8.164607,LCLC
79819,glutathione,CORL23,10.144209,LCLC
80208,5-Fluorouracil,SKMES1,7.093775,LUSC
80209,5-azacytidine,SKMES1,1.865568,LUSC
80210,A-366,SKMES1,5.129231,LUSC
80211,ABT737,SKMES1,2.585245,LUSC
80212,AGI-5198,SKMES1,5.749491,LUSC
80213,AGI-6780,SKMES1,5.036451,LUSC
80214,AGK2,SKMES1,4.254828,LUSC
80215,AMG-319,SKMES1,3.683443,LUSC
80216,AT13148,SKMES1,3.234662,LUSC
80217,AZ6102,SKMES1,2.990453,LUSC
80218,AZ960,SKMES1,2.272009,LUSC
80219,AZD1208,SKMES1,6.052657,LUSC
80220,AZD1332,SKMES1,4.240571,LUSC
80221,AZD2014,SKMES1,2.062507,LUSC
80222,AZD3759,SKMES1,1.862254,LUSC
80223,AZD4547,SKMES1,4.576099,LUSC
80224,AZD5153,SKMES1,2.984447,LUSC
80225,AZD5363,SKMES1,4.441601,LUSC
80226,AZD5438,SKMES1,3.296862,LUSC
80227,AZD5582,SKMES1,2.902507,LUSC
80228,AZD5991,SKMES1,6.048976,LUSC
80229,AZD6738,SKMES1,2.954148,LUSC
80230,AZD7762,SKMES1,0.448179,LUSC
80231,AZD8055,SKMES1,-0.509999,LUSC
80232,AZD8186,SKMES1,3.185062,LUSC
80233,Acetalax,SKMES1,6.518849,LUSC
80234,Afatinib,SKMES1,0.324179,LUSC
80235,Afuresertib,SKMES1,5.655370,LUSC
80236,Alisertib,SKMES1,2.100443,LUSC
80237,Alpelisib,SKMES1,5.065054,LUSC
80238,Avagacestat,SKMES1,5.361198,LUSC
80239,Axitinib,SKMES1,4.889547,LUSC
80240,BI-2536,SKMES1,0.911890,LUSC
80241,BIBR-1532,SKMES1,4.732046,LUSC
80242,BMS-345541,SKMES1,5.377438,LUSC
80243,BMS-536924,SKMES1,2.425735,LUSC
80244,BMS-754807,SKMES1,3.118881,LUSC
80245,Bleomycin,SKMES1,3.921783,LUSC
80246,Bleomycin (50 uM),SKMES1,3.417966,LUSC
80247,Bortezomib,SKMES1,-2.569429,LUSC
80248,Bosutinib,SKMES1,2.705711,LUSC
80249,Bromosporine,SKMES1,3.056617,LUSC
80250,Buparlisib,SKMES1,1.734377,LUSC
80251,CCT007093,SKMES1,5.116523,LUSC
80252,CPI-637,SKMES1,4.302735,LUSC
80253,CZC24832,SKMES1,4.962122,LUSC
80254,Camptothecin,SKMES1,-2.822013,LUSC
80255,Carmustine,SKMES1,7.049368,LUSC
80256,Cediranib,SKMES1,2.028313,LUSC
80257,Cisplatin,SKMES1,4.348507,LUSC
80258,Crizotinib,SKMES1,3.029199,LUSC
80259,Cyclophosphamide,SKMES1,6.034351,LUSC
80260,Cytarabine,SKMES1,1.576442,LUSC
80261,Dabrafenib,SKMES1,2.752807,LUSC
80262,Dacarbazine,SKMES1,6.109440,LUSC
80263,Dactinomycin,SKMES1,-2.638146,LUSC
80264,Dactolisib,SKMES1,-0.491772,LUSC
80265,Dasatinib,SKMES1,-0.035633,LUSC
80266,Dihydrorotenone,SKMES1,1.877579,LUSC
80267,Dinaciclib,SKMES1,-0.485970,LUSC
80268,Docetaxel,SKMES1,-3.076723,LUSC
80269,Doramapimod,SKMES1,5.035276,LUSC
80270,EHT-1864,SKMES1,4.839534,LUSC
80271,EPZ004777,SKMES1,6.176905,LUSC
80272,EPZ5676,SKMES1,5.981495,LUSC
80273,Elephantin,SKMES1,6.165612,LUSC
80274,Entinostat,SKMES1,3.706489,LUSC
80275,Entospletinib,SKMES1,4.616231,LUSC
80276,Epirubicin,SKMES1,0.192989,LUSC
80277,Erlotinib,SKMES1,1.434972,LUSC
80278,Fludarabine,SKMES1,4.352616,LUSC
80279,Foretinib,SKMES1,1.546819,LUSC
80280,Fulvestrant,SKMES1,4.557762,LUSC
80281,GDC0810,SKMES1,4.557295,LUSC
80282,GNE-317,SKMES1,1.109884,LUSC
80283,GSK-LSD1,SKMES1,3.296646,LUSC
80284,GSK1904529A,SKMES1,4.810547,LUSC
80285,GSK2110183B,SKMES1,4.795206,LUSC
80286,GSK2578215A,SKMES1,4.972066,LUSC
80287,GSK2606414,SKMES1,3.532232,LUSC
80288,GSK2801,SKMES1,6.016186,LUSC
80289,GSK2830371,SKMES1,6.052657,LUSC
80290,GSK343,SKMES1,3.514165,LUSC
80291,GSK591,SKMES1,4.778790,LUSC
80292,GW441756,SKMES1,2.587787,LUSC
80293,Gallibiscoquinazole,SKMES1,3.719646,LUSC
80294,Gefitinib,SKMES1,2.090017,LUSC
80295,Gemcitabine,SKMES1,-0.712010,LUSC
80296,I-BET-762,SKMES1,3.407211,LUSC
80297,I-BRD9,SKMES1,5.403063,LUSC
80298,ICL-SIRT078,SKMES1,4.112384,LUSC
80299,IWP-2,SKMES1,3.735302,LUSC
80300,Ibrutinib,SKMES1,2.483572,LUSC
80301,Ipatasertib,SKMES1,5.584499,LUSC
80302,Irinotecan,SKMES1,2.879551,LUSC
80303,JNK Inhibitor VIII,SKMES1,4.672280,LUSC
80304,JQ1,SKMES1,2.853657,LUSC
80305,KRAS (G12C) Inhibitor-12,SKMES1,6.468603,LUSC
80306,KU-55933,SKMES1,5.617161,LUSC
80307,L-Oxonoreleagnine,SKMES1,4.624410,LUSC
80308,LCL161,SKMES1,5.503846,LUSC
80309,LGK974,SKMES1,5.737231,LUSC
80310,LJI308,SKMES1,4.055910,LUSC
80311,LMP744,SKMES1,-0.417235,LUSC
80312,LY2109761,SKMES1,5.849161,LUSC
80313,Lapatinib,SKMES1,2.327444,LUSC
80314,Leflunomide,SKMES1,5.826909,LUSC
80315,Lenalidomide,SKMES1,5.103493,LUSC
80316,Lestaurtinib,SKMES1,-0.936625,LUSC
80317,Linsitinib,SKMES1,4.791176,LUSC
80318,Luminespib,SKMES1,-2.846522,LUSC
80319,MG-132,SKMES1,-0.612952,LUSC
80320,MIM1,SKMES1,5.792167,LUSC
80321,MIRA-1,SKMES1,6.286264,LUSC
80322,MK-1775,SKMES1,1.214755,LUSC
80323,MK-2206,SKMES1,3.592743,LUSC
80324,MK-8776,SKMES1,1.861169,LUSC
80325,ML323,SKMES1,5.519222,LUSC
80326,MN-64,SKMES1,6.006327,LUSC
80327,Methotrexate,SKMES1,1.606087,LUSC
80328,Mirin,SKMES1,5.654880,LUSC
80329,Mitoxantrone,SKMES1,1.501661,LUSC
80330,Motesanib,SKMES1,6.039830,LUSC
80331,Mycophenolic acid,SKMES1,1.045725,LUSC
80332,N-acetyl cysteine,SKMES1,9.250024,LUSC
80333,NU7441,SKMES1,3.055125,LUSC
80334,NVP-ADW742,SKMES1,2.808983,LUSC
80335,Navitoclax,SKMES1,3.307749,LUSC
80336,Nelarabine,SKMES1,6.625766,LUSC
80337,Nilotinib,SKMES1,4.969616,LUSC
80338,Niraparib,SKMES1,5.769915,LUSC
80339,Nutlin-3a (-),SKMES1,5.652600,LUSC
80340,OF-1,SKMES1,5.172269,LUSC
80341,OSI-027,SKMES1,1.338202,LUSC
80342,OTX015,SKMES1,3.206490,LUSC
80343,Obatoclax Mesylate,SKMES1,0.322886,LUSC
80344,Olaparib,SKMES1,4.745665,LUSC
80345,Osimertinib,SKMES1,1.040049,LUSC
80346,Oxaliplatin,SKMES1,6.498638,LUSC
80347,P22077,SKMES1,5.451539,LUSC
80348,PCI-34051,SKMES1,4.168596,LUSC
80349,PD0325901,SKMES1,-0.408939,LUSC
80350,PD173074,SKMES1,4.475590,LUSC
80351,PFI-1,SKMES1,4.838428,LUSC
80352,PFI3,SKMES1,4.919310,LUSC
80353,PLX-4720,SKMES1,4.230135,LUSC
80354,POMHEX,SKMES1,2.935525,LUSC
80355,PRIMA-1MET,SKMES1,7.143499,LUSC
80356,PRT062607,SKMES1,3.611863,LUSC
80357,Paclitaxel,SKMES1,0.092583,LUSC
80358,Palbociclib,SKMES1,3.976437,LUSC
80359,Pevonedistat,SKMES1,1.411207,LUSC
80360,Picolinici-acid,SKMES1,6.049309,LUSC
80361,Pictilisib,SKMES1,0.705022,LUSC
80362,Podophyllotoxin bromide,SKMES1,-0.154939,LUSC
80363,Pyridostatin,SKMES1,2.919616,LUSC
80364,RO-3306,SKMES1,4.628369,LUSC
80365,RVX-208,SKMES1,5.343447,LUSC
80366,Rapamycin,SKMES1,-3.103891,LUSC
80367,Refametinib,SKMES1,0.581368,LUSC
80368,Remodelin,SKMES1,5.509597,LUSC
80369,Ribociclib,SKMES1,4.611950,LUSC
80370,Romidepsin,SKMES1,-5.485269,LUSC
80371,Rucaparib,SKMES1,3.838554,LUSC
80372,Ruxolitinib,SKMES1,5.948079,LUSC
80373,SB216763,SKMES1,5.060379,LUSC
80374,SB590885,SKMES1,4.939504,LUSC
80375,SCH772984,SKMES1,2.216803,LUSC
80376,SGC-CBP30,SKMES1,4.718349,LUSC
80377,SGC0946,SKMES1,2.488571,LUSC
80378,SN-38,SKMES1,-3.412607,LUSC
80379,Sabutoclax,SKMES1,0.624197,LUSC
80380,Sapitinib,SKMES1,1.777305,LUSC
80381,Savolitinib,SKMES1,2.763967,LUSC
80382,Schweinfurthin A,SKMES1,0.793153,LUSC
80383,Selumetinib,SKMES1,3.117204,LUSC
80384,Sepantronium bromide,SKMES1,-4.550737,LUSC
80385,Serdemetan,SKMES1,5.410867,LUSC
80386,Sinularin,SKMES1,4.841241,LUSC
80387,Sorafenib,SKMES1,2.750204,LUSC
80388,Staurosporine,SKMES1,-3.732468,LUSC
80389,Talazoparib,SKMES1,3.249126,LUSC
80390,Tamoxifen,SKMES1,4.624781,LUSC
80391,Tanespimycin,SKMES1,-0.818283,LUSC
80392,Taselisib,SKMES1,2.083572,LUSC
80393,Telomerase Inhibitor IX,SKMES1,1.569786,LUSC
80394,Temozolomide,SKMES1,7.694930,LUSC
80395,Temsirolimus,SKMES1,1.441893,LUSC
80396,Teniposide,SKMES1,0.352982,LUSC
80397,Topotecan,SKMES1,0.745797,LUSC
80398,Trametinib,SKMES1,-1.170383,LUSC
80399,UMI-77,SKMES1,2.448691,LUSC
80400,UNC0379,SKMES1,4.024682,LUSC
80401,UNC0638,SKMES1,5.359510,LUSC
80402,Ulixertinib,SKMES1,2.508368,LUSC
80403,Uprosertib,SKMES1,3.955081,LUSC
80404,VE-822,SKMES1,4.245810,LUSC
80405,VE821,SKMES1,3.001274,LUSC
80406,VX-11e,SKMES1,2.223012,LUSC
80407,Veliparib,SKMES1,5.404072,LUSC
80408,Venetoclax,SKMES1,3.772401,LUSC
80409,Vinblastine,SKMES1,-2.491074,LUSC
80410,Vincristine,SKMES1,-1.542930,LUSC
80411,Vinorelbine,SKMES1,-3.966684,LUSC
80412,Vismodegib,SKMES1,5.610487,LUSC
80413,Vorinostat,SKMES1,2.964819,LUSC
80414,WEHI-539,SKMES1,3.871123,LUSC
80415,WIKI4,SKMES1,3.515365,LUSC
80416,WZ4003,SKMES1,2.786673,LUSC
80417,Wee1 Inhibitor,SKMES1,3.404251,LUSC
80418,Wnt-C59,SKMES1,4.225779,LUSC
80419,XAV939,SKMES1,5.158400,LUSC
80420,YK-4-279,SKMES1,3.897045,LUSC
80421,ZM447439,SKMES1,2.799915,LUSC
80422,Zoledronate,SKMES1,3.992755,LUSC
80423,alpha-lipoic acid,SKMES1,7.217278,LUSC
80424,glutathione,SKMES1,9.549469,LUSC
80425,5-Fluorouracil,NCIH1355,5.007583,LUAD
80426,5-azacytidine,NCIH1355,2.738315,LUAD
80427,A-366,NCIH1355,5.626422,LUAD
80428,ABT737,NCIH1355,4.067531,LUAD
80429,AGI-5198,NCIH1355,4.995825,LUAD
80430,AGI-6780,NCIH1355,3.735942,LUAD
80431,AGK2,NCIH1355,4.236106,LUAD
80432,AMG-319,NCIH1355,5.678490,LUAD
80433,AT13148,NCIH1355,3.120639,LUAD
80434,AZ6102,NCIH1355,5.019896,LUAD
80435,AZ960,NCIH1355,2.254535,LUAD
80436,AZD1208,NCIH1355,6.629057,LUAD
80437,AZD1332,NCIH1355,5.728639,LUAD
80438,AZD2014,NCIH1355,3.954215,LUAD
80439,AZD3759,NCIH1355,3.478676,LUAD
80440,AZD4547,NCIH1355,5.350170,LUAD
80441,AZD5153,NCIH1355,3.717047,LUAD
80442,AZD5363,NCIH1355,4.340625,LUAD
80443,AZD5438,NCIH1355,4.720223,LUAD
80444,AZD5582,NCIH1355,2.825744,LUAD
80445,AZD5991,NCIH1355,6.839230,LUAD
80446,AZD6738,NCIH1355,2.516859,LUAD
80447,AZD7762,NCIH1355,1.467884,LUAD
80448,AZD8055,NCIH1355,-1.060026,LUAD
80449,AZD8186,NCIH1355,3.611877,LUAD
80450,Acetalax,NCIH1355,3.047303,LUAD
80451,Afatinib,NCIH1355,2.825345,LUAD
80452,Afuresertib,NCIH1355,3.934995,LUAD
80453,Alisertib,NCIH1355,1.663517,LUAD
80454,Alpelisib,NCIH1355,3.518741,LUAD
80455,Avagacestat,NCIH1355,5.864547,LUAD
80456,Axitinib,NCIH1355,4.671197,LUAD
80457,BI-2536,NCIH1355,-0.890657,LUAD
80458,BIBR-1532,NCIH1355,6.575353,LUAD
80459,BMS-345541,NCIH1355,4.348727,LUAD
80460,BMS-536924,NCIH1355,2.174446,LUAD
80461,BMS-754807,NCIH1355,2.540667,LUAD
80462,Bleomycin,NCIH1355,4.057749,LUAD
80463,Bleomycin (50 uM),NCIH1355,5.016643,LUAD
80464,Bortezomib,NCIH1355,-3.319813,LUAD
80465,Bosutinib,NCIH1355,4.665184,LUAD
80466,Bromosporine,NCIH1355,3.498542,LUAD
80467,Buparlisib,NCIH1355,1.146188,LUAD
80468,CCT007093,NCIH1355,6.182055,LUAD
80469,CPI-637,NCIH1355,5.566645,LUAD
80470,CZC24832,NCIH1355,6.322677,LUAD
80471,Camptothecin,NCIH1355,0.692193,LUAD
80472,Carmustine,NCIH1355,6.782570,LUAD
80473,Cediranib,NCIH1355,5.540007,LUAD
80474,Cisplatin,NCIH1355,6.057907,LUAD
80475,Crizotinib,NCIH1355,3.305915,LUAD
80476,Cyclophosphamide,NCIH1355,5.977116,LUAD
80477,Cytarabine,NCIH1355,3.947456,LUAD
80478,Dabrafenib,NCIH1355,6.279860,LUAD
80479,Dacarbazine,NCIH1355,6.194304,LUAD
80480,Dactinomycin,NCIH1355,-1.586588,LUAD
80481,Dactolisib,NCIH1355,-0.983636,LUAD
80482,Daporinad,NCIH1355,-3.932551,LUAD
80483,Dasatinib,NCIH1355,3.674196,LUAD
80484,Dihydrorotenone,NCIH1355,0.604417,LUAD
80485,Dinaciclib,NCIH1355,-1.653941,LUAD
80486,Docetaxel,NCIH1355,-3.198250,LUAD
80487,Doramapimod,NCIH1355,6.862014,LUAD
80488,EHT-1864,NCIH1355,3.607308,LUAD
80489,EPZ004777,NCIH1355,5.787915,LUAD
80490,EPZ5676,NCIH1355,6.599863,LUAD
80491,Elephantin,NCIH1355,7.030814,LUAD
80492,Entinostat,NCIH1355,3.411167,LUAD
80493,Entospletinib,NCIH1355,3.531456,LUAD
80494,Epirubicin,NCIH1355,2.193189,LUAD
80495,Erlotinib,NCIH1355,3.425515,LUAD
80496,Fludarabine,NCIH1355,5.755382,LUAD
80497,Foretinib,NCIH1355,3.248737,LUAD
80498,Fulvestrant,NCIH1355,4.661723,LUAD
80499,GDC0810,NCIH1355,6.551507,LUAD
80500,GNE-317,NCIH1355,1.295297,LUAD
80501,GSK-LSD1,NCIH1355,3.132240,LUAD
80502,GSK1904529A,NCIH1355,4.456708,LUAD
80503,GSK2110183B,NCIH1355,5.653574,LUAD
80504,GSK2578215A,NCIH1355,6.543200,LUAD
80505,GSK2606414,NCIH1355,4.209889,LUAD
80506,GSK2801,NCIH1355,5.486741,LUAD
80507,GSK2830371,NCIH1355,6.862014,LUAD
80508,GSK343,NCIH1355,4.526320,LUAD
80509,GSK591,NCIH1355,4.684959,LUAD
80510,GW441756,NCIH1355,4.416516,LUAD
80511,Gallibiscoquinazole,NCIH1355,3.883772,LUAD
80512,Gefitinib,NCIH1355,4.901505,LUAD
80513,Gemcitabine,NCIH1355,0.645557,LUAD
80514,I-BET-762,NCIH1355,5.382637,LUAD
80515,I-BRD9,NCIH1355,5.786922,LUAD
80516,ICL-SIRT078,NCIH1355,6.732555,LUAD
80517,IWP-2,NCIH1355,2.409287,LUAD
80518,Ibrutinib,NCIH1355,6.862014,LUAD
80519,Ipatasertib,NCIH1355,5.366613,LUAD
80520,Irinotecan,NCIH1355,5.761050,LUAD
80521,JNK Inhibitor VIII,NCIH1355,6.011553,LUAD
80522,JQ1,NCIH1355,3.165060,LUAD
80523,KRAS (G12C) Inhibitor-12,NCIH1355,6.073415,LUAD
80524,KU-55933,NCIH1355,6.607373,LUAD
80525,L-Oxonoreleagnine,NCIH1355,3.996923,LUAD
80526,LCL161,NCIH1355,5.590259,LUAD
80527,LGK974,NCIH1355,4.021011,LUAD
80528,LJI308,NCIH1355,5.220181,LUAD
80529,LMP744,NCIH1355,5.436750,LUAD
80530,LY2109761,NCIH1355,6.862014,LUAD
80531,Lapatinib,NCIH1355,6.133182,LUAD
80532,Leflunomide,NCIH1355,4.585979,LUAD
80533,Lenalidomide,NCIH1355,6.668604,LUAD
80534,Lestaurtinib,NCIH1355,-0.205825,LUAD
80535,Linsitinib,NCIH1355,2.958473,LUAD
80536,Luminespib,NCIH1355,-0.150756,LUAD
80537,MG-132,NCIH1355,-1.230060,LUAD
80538,MIM1,NCIH1355,4.970174,LUAD
80539,MIRA-1,NCIH1355,6.684679,LUAD
80540,MK-1775,NCIH1355,1.069980,LUAD
80541,MK-2206,NCIH1355,3.640239,LUAD
80542,MK-8776,NCIH1355,5.089153,LUAD
80543,ML323,NCIH1355,4.662553,LUAD
80544,MN-64,NCIH1355,3.985571,LUAD
80545,Methotrexate,NCIH1355,1.762753,LUAD
80546,Mirin,NCIH1355,4.400784,LUAD
80547,Mitoxantrone,NCIH1355,3.849757,LUAD
80548,Motesanib,NCIH1355,6.862014,LUAD
80549,Mycophenolic acid,NCIH1355,2.278255,LUAD
80550,N-acetyl cysteine,NCIH1355,11.660829,LUAD
80551,NU7441,NCIH1355,4.053792,LUAD
80552,NVP-ADW742,NCIH1355,4.915276,LUAD
80553,Navitoclax,NCIH1355,3.841357,LUAD
80554,Nelarabine,NCIH1355,6.724006,LUAD
80555,Nilotinib,NCIH1355,5.871116,LUAD
80556,Niraparib,NCIH1355,4.456855,LUAD
80557,Nutlin-3a (-),NCIH1355,6.655351,LUAD
80558,OF-1,NCIH1355,4.654630,LUAD
80559,OSI-027,NCIH1355,0.969271,LUAD
80560,OTX015,NCIH1355,3.889399,LUAD
80561,Obatoclax Mesylate,NCIH1355,1.210960,LUAD
80562,Olaparib,NCIH1355,5.528722,LUAD
80563,Osimertinib,NCIH1355,3.234388,LUAD
80564,Oxaliplatin,NCIH1355,7.383508,LUAD
80565,P22077,NCIH1355,6.862014,LUAD
80566,PCI-34051,NCIH1355,5.973825,LUAD
80567,PD0325901,NCIH1355,0.673727,LUAD
80568,PD173074,NCIH1355,6.684182,LUAD
80569,PFI-1,NCIH1355,6.330117,LUAD
80570,PFI3,NCIH1355,6.078815,LUAD
80571,PLX-4720,NCIH1355,5.101442,LUAD
80572,POMHEX,NCIH1355,1.885724,LUAD
80573,PRIMA-1MET,NCIH1355,6.906765,LUAD
80574,PRT062607,NCIH1355,3.752011,LUAD
80575,Paclitaxel,NCIH1355,0.116032,LUAD
80576,Palbociclib,NCIH1355,3.895362,LUAD
80577,Pevonedistat,NCIH1355,3.778302,LUAD
80578,Picolinici-acid,NCIH1355,5.600394,LUAD
80579,Pictilisib,NCIH1355,1.377772,LUAD
80580,Podophyllotoxin bromide,NCIH1355,-0.111987,LUAD
80581,Pyridostatin,NCIH1355,3.097689,LUAD
80582,RO-3306,NCIH1355,4.070366,LUAD
80583,RVX-208,NCIH1355,5.272295,LUAD
80584,Rapamycin,NCIH1355,0.100159,LUAD
80585,Refametinib,NCIH1355,1.739624,LUAD
80586,Ribociclib,NCIH1355,4.525783,LUAD
80587,Romidepsin,NCIH1355,-4.612813,LUAD
80588,Rucaparib,NCIH1355,5.177549,LUAD
80589,Ruxolitinib,NCIH1355,3.885129,LUAD
80590,SB216763,NCIH1355,6.664613,LUAD
80591,SB590885,NCIH1355,5.793979,LUAD
80592,SCH772984,NCIH1355,2.569976,LUAD
80593,SGC-CBP30,NCIH1355,5.173467,LUAD
80594,SGC0946,NCIH1355,1.871728,LUAD
80595,SN-38,NCIH1355,4.408779,LUAD
80596,Sabutoclax,NCIH1355,0.199725,LUAD
80597,Sapitinib,NCIH1355,4.121849,LUAD
80598,Savolitinib,NCIH1355,4.366209,LUAD
80599,Schweinfurthin A,NCIH1355,4.558795,LUAD
80600,Selumetinib,NCIH1355,4.637550,LUAD
80601,Sepantronium bromide,NCIH1355,-3.901747,LUAD
80602,Serdemetan,NCIH1355,5.553644,LUAD
80603,Sinularin,NCIH1355,4.890122,LUAD
80604,Sorafenib,NCIH1355,4.586092,LUAD
80605,Staurosporine,NCIH1355,-1.847313,LUAD
80606,TW 37,NCIH1355,5.103160,LUAD
80607,Talazoparib,NCIH1355,5.882377,LUAD
80608,Tamoxifen,NCIH1355,5.543916,LUAD
80609,Tanespimycin,NCIH1355,-0.914389,LUAD
80610,Taselisib,NCIH1355,1.689905,LUAD
80611,Telomerase Inhibitor IX,NCIH1355,1.136398,LUAD
80612,Temozolomide,NCIH1355,7.554939,LUAD
80613,Temsirolimus,NCIH1355,-0.355149,LUAD
80614,Teniposide,NCIH1355,1.908945,LUAD
80615,Topotecan,NCIH1355,3.863878,LUAD
80616,Trametinib,NCIH1355,1.045364,LUAD
80617,UMI-77,NCIH1355,3.228283,LUAD
80618,UNC0379,NCIH1355,4.637198,LUAD
80619,UNC0638,NCIH1355,6.509457,LUAD
80620,Ulixertinib,NCIH1355,3.316044,LUAD
80621,Uprosertib,NCIH1355,3.913471,LUAD
80622,VE-822,NCIH1355,4.105914,LUAD
80623,VE821,NCIH1355,4.249612,LUAD
80624,VX-11e,NCIH1355,3.607784,LUAD
80625,Veliparib,NCIH1355,6.615334,LUAD
80626,Venetoclax,NCIH1355,2.923440,LUAD
80627,Vinblastine,NCIH1355,-3.584584,LUAD
80628,Vincristine,NCIH1355,-0.178079,LUAD
80629,Vinorelbine,NCIH1355,-2.684717,LUAD
80630,Vismodegib,NCIH1355,6.532368,LUAD
80631,Vorinostat,NCIH1355,3.168920,LUAD
80632,WEHI-539,NCIH1355,4.972313,LUAD
80633,WIKI4,NCIH1355,3.969491,LUAD
80634,WZ4003,NCIH1355,3.167975,LUAD
80635,Wee1 Inhibitor,NCIH1355,3.291443,LUAD
80636,Wnt-C59,NCIH1355,4.142054,LUAD
80637,XAV939,NCIH1355,2.131910,LUAD
80638,YK-4-279,NCIH1355,2.837372,LUAD
80639,ZM447439,NCIH1355,5.952136,LUAD
80640,Zoledronate,NCIH1355,4.942613,LUAD
80641,alpha-lipoic acid,NCIH1355,8.681398,LUAD
80642,glutathione,NCIH1355,9.453088,LUAD
80643,5-Fluorouracil,HCC44,3.010507,LUAD
