,drug,cell_line,IC50,prediction
6797,BIBR-1532,NAMALWA,4.439095344,4.005522
6798,Luminespib,NAMALWA,-4.165608128,-3.403106
6799,Telomerase Inhibitor IX,NAMALWA,-1.291933484,-0.514672
6800,Temozolomide,NAMALWA,5.360036829,4.058683
6801,EPZ5676,NAMALWA,4.161723184,4.156069
6802,AZD5582,NAMALWA,0.177215904,1.517924
6803,Dasatinib,NB1,4.211045802,3.311223
6804,SB216763,NB1,5.132817466,5.686083
6805,Dabrafenib,NB1,5.306089885,5.266558
6806,GSK343,NB1,4.64978923,3.973666
6807,Taselisib,NB1,-0.68779524,0.090826
6808,Bleomycin (50 uM),NB1,5.061891372,2.789707
6809,Linsitinib,NB1,2.969256239,1.89148
6810,Cisplatin,NB1,3.004565468,2.35378
6811,MK-1775,NB1,0.617790321,0.187695
6812,AZD6738,NB1,2.460899616,1.968402
6813,Osimertinib,NB1,1.06682183,2.003189
6814,Vinblastine,NB1,-2.940817954,-3.841575
6815,AZD5363,NB1,1.496971602,1.008979
6816,Elesclomol,NB4,-6.202263095,-3.728949
6817,AGI-6780,NB4,3.664708972,2.706961
6818,Alpelisib,NB4,0.535742074,2.091411
6819,Nutlin-3a (-),NB4,3.987467967,2.119987
6820,Linsitinib,NB4,1.12474246,2.478863
6821,Dactolisib,NB4,-2.815643509,-2.878827
6822,PF-4708671,NB4,3.106663784,2.440245
6823,GSK2578215A,NB4,3.953421146,3.771868
6824,LCL161,NB4,-1.074929796,2.852631
6825,PRIMA-1MET,NB4,1.55489199,1.830362
6826,Lenalidomide,NB4,3.465024177,3.411485
6827,KRAS (G12C) Inhibitor-12,NB4,-0.142201415,2.181935
6828,BIBR-1532,NB4,4.103556675,3.701831
6829,Tretinoin,NB4,2.54238702,2.997334
6830,VE-822,NB4,-1.25369313,0.346068
6831,Vismodegib,NB4,2.29819576,3.201967
6832,Cyclophosphamide,NCCIT,5.350344293,4.877993
6833,Lapatinib,NCCIT,4.718889523,3.25154
6834,Camptothecin,NCCIT,0.681102581,0.371035
6835,UMI-77,NCCIT,2.290973083,2.640261
6836,EHT-1864,NCCIT,4.06089456,2.938209
6837,Ipatasertib,NCCIT,1.872936315,3.551508
6838,Buparlisib,NCCIT,-0.277334973,0.595616
6839,Docetaxel,NCCIT,-5.698789774,-5.743654
6840,Tamoxifen,NCCIT,3.278009228,3.236121
6841,VX-11e,NCCIT,5.095018678,3.187063
6842,AZD5363,NCCIT,2.115486283,2.929941
6843,Navitoclax,NCCIT,1.823507165,1.523495
6844,Obatoclax Mesylate,NCCIT,-0.238528375,0.222169
6845,A-366,NCCIT,4.600675651,4.900213
6846,Navitoclax,NCIH1048,-2.872998273,-0.728264
6847,Trametinib,NCIH1048,2.090865346,2.205293
6848,Picolinici-acid,NCIH1048,5.373342102,4.680572
6849,Bleomycin (50 uM),NCIH1048,2.379698824,1.865312
6850,LGK974,NCIH1048,2.707734863,3.351246
6851,UNC0638,NCIH1048,4.721597897,4.517712
6852,Wnt-C59,NCIH1048,3.817193114,4.136049
6853,Sapitinib,NCIH1048,5.599448773,4.537415
6854,Olaparib,NCIH1048,2.774162003,3.790685
6855,Mycophenolic acid,NCIH1048,1.486612412,0.794771
6856,OF-1,NCIH1048,2.728796567,3.327106
6857,Uprosertib,NCIH1048,2.196950982,1.977625
6858,L-Oxonoreleagnine,NCIH1048,2.691763693,3.111998
6859,Entospletinib,NCIH1048,5.350416271,4.416683
6860,AZD1332,NCIH1048,3.735017215,3.439731
6861,AZ6102,NCIH1048,1.93702814,2.825226
6862,Afuresertib,NCIH1048,2.032128034,1.931047
6863,Afatinib,NCIH1048,2.185951906,1.742813
6864,Cediranib,NCIH1048,3.117682717,2.490897
6865,SCH772984,NCIH1092,5.310656592,5.098977
6866,AZD7762,NCIH1092,2.432221821,1.38605
6867,AZD5991,NCIH1092,2.393944751,5.08295
6868,GDC0810,NCIH1092,5.79699539,5.477559
6869,Acetalax,NCIH1092,6.972517966,6.355589
6870,LJI308,NCIH1092,6.144427143,5.82649
6871,BIBR-1532,NCIH1092,4.24132346,5.884543
6872,Dacarbazine,NCIH1092,6.465166966,6.178138
6873,Refametinib,NCIH1092,6.408803138,5.373646
6874,Lenalidomide,NCIH1092,3.997089224,6.102619
6875,Savolitinib,NCIH1092,3.333603528,3.237931
6876,ML323,NCIH1092,4.660995871,5.240716
6877,PRT062607,NCIH1092,4.228660486,4.826796
6878,Serdemetan,NCIH1092,5.64087457,4.486751
6879,Irinotecan,NCIH1092,3.679814565,4.85738
6880,AT13148,NCIH1092,4.817031371,5.521667
6881,CZC24832,NCIH1092,6.149635602,5.853455
6882,Picolinici-acid,NCIH1092,6.012136203,5.573817
6883,Niraparib,NCIH1092,5.668333137,5.254861
6884,Palbociclib,NCIH1105,5.282290834,4.528957
6885,Tanespimycin,NCIH1105,3.480731307,0.89292
6886,SCH772984,NCIH1105,5.447169537,4.684862
6887,IWP-2,NCIH1105,2.258598,2.966075
6888,Crizotinib,NCIH1105,3.211632602,2.767973
6889,Uprosertib,NCIH1105,3.620211224,4.516518
6890,AZ960,NCIH1105,2.222218226,1.666341
6891,Tamoxifen,NCIH1105,5.848680814,5.30263
6892,Serdemetan,NCIH1105,3.612557792,4.241675
6893,AZD8186,NCIH1105,5.414585599,4.347485
6894,Daporinad,NCIH1105,-1.325589496,-5.169635
6895,Ibrutinib,NCIH1105,4.719937431,4.873198
6896,Axitinib,NCIH1105,2.314959973,2.333184
6897,Pyridostatin,NCIH1105,4.929284023,3.826514
6898,GSK343,NCIH1105,3.412784566,3.927734
6899,AZD3759,NCIH1105,2.924170176,2.739974
6900,MK-8776,NCIH1155,3.510597781,2.726925
6901,AGI-5198,NCIH1155,3.69293185,3.961864
6902,glutathione,NCIH1155,9.414112437,8.725786
6903,Vinorelbine,NCIH1155,-3.447291345,-3.829073
6904,Rapamycin,NCIH1155,-0.55872579,-3.313924
6905,AZD7762,NCIH1155,-0.355003032,0.063155
6906,AZD1208,NCIH1155,5.179238654,4.847181
6907,ML323,NCIH1155,3.722534707,4.009027
6908,AGK2,NCIH1155,2.93722105,2.954868
6909,VE821,NCIH1155,5.25451069,4.474521
6910,Paclitaxel,NCIH1155,-0.869593106,-3.470641
6911,AZD1332,NCIH1155,2.747497886,3.353452
6912,Doramapimod,NCIH1155,5.089208834,4.790933
6913,Axitinib,NCIH1155,1.279284387,1.329315
6914,Entospletinib,NCIH1155,4.069670148,4.227195
6915,Epirubicin,NCIH1155,-2.184148094,-2.248221
6916,LJI308,NCIH1155,5.255763063,4.305983
6917,Taselisib,NCIH1155,2.820970192,2.025321
6918,Ulixertinib,NCIH1155,2.588820913,2.500661
6919,Gallibiscoquinazole,NCIH1299,3.638194236,3.048806
6920,AZ960,NCIH1299,1.407660063,1.294952
6921,alpha-lipoic acid,NCIH1299,8.124466559,8.081861
6922,AZD1332,NCIH1299,2.397391857,3.449548
6923,Foretinib,NCIH1299,1.504434268,1.232792
6924,LMP744,NCIH1299,0.38046739,-0.466713
6925,Pevonedistat,NCIH1299,-0.415934334,0.358967
6926,Teniposide,NCIH1299,0.594443118,0.557483
6927,Niraparib,NCIH1299,4.856973136,4.71614
6928,EPZ004777,NCIH1299,5.444386933,5.640921
6929,Motesanib,NCIH1299,6.131381727,5.947737
6930,AT13148,NCIH1299,3.286608809,3.960864
6931,Bortezomib,NCIH1299,-4.44631565,-4.03896
6932,Zoledronate,NCIH1299,4.364943191,4.261188
6933,Ruxolitinib,NCIH1299,5.414423367,5.164721
6934,AGK2,NCIH1299,4.706474887,3.457342
6935,Savolitinib,NCIH1299,3.800930183,2.98025
6936,Lenalidomide,NCIH1299,5.472552495,5.607499
6937,BMS-536924,NCIH1299,2.195746258,2.358842
6938,OSI-027,NCIH1341,3.470902098,2.852777
6939,PLX-4720,NCIH1341,5.124026318,4.777886
6940,Tamoxifen,NCIH1341,3.605673192,3.576778
6941,WEHI-539,NCIH1341,1.614300831,3.793227
6942,Gemcitabine,NCIH1341,-1.968349967,-0.609228
6943,AZ6102,NCIH1341,2.540128364,2.749138
6944,PD173074,NCIH1341,4.186303673,4.60986
6945,BMS-754807,NCIH1341,-0.167228275,0.469605
6946,GW441756,NCIH1341,2.827117152,2.737686
6947,VX-11e,NCIH1341,3.196162984,4.118814
6948,GSK343,NCIH1341,5.429013921,4.093392
6949,Lenalidomide,NCIH1341,4.61624522,4.805689
6950,Remodelin,NCIH1341,3.733525527,4.300719
6951,MIM1,NCIH1341,4.407483088,3.48462
6952,IWP-2,NCIH1355,2.409287045,3.266763
6953,MK-2206,NCIH1355,3.640238642,3.742316
6954,I-BET-762,NCIH1355,5.382637234,3.872249
6955,AZD7762,NCIH1355,1.467884049,0.996941
6956,Doramapimod,NCIH1355,6.86201441,6.488216
6957,Bromosporine,NCIH1355,3.498542494,3.080669
6958,PLX-4720,NCIH1355,5.101442258,5.267962
6959,Paclitaxel,NCIH1355,0.116031698,-1.620489
6960,Navitoclax,NCIH1355,3.841357249,3.324424
6961,Luminespib,NCIH1355,-0.150755571,0.156812
6962,Telomerase Inhibitor IX,NCIH1355,1.136397542,2.20818
6963,Tanespimycin,NCIH1355,-0.91438878,-0.352868
6964,Acetalax,NCIH1355,3.047303138,6.913989
6965,LCL161,NCIH1355,5.590259107,5.896389
6966,RVX-208,NCIH1355,5.272295347,5.920425
6967,Vinblastine,NCIH1355,-3.58458388,-2.378727
6968,Ibrutinib,NCIH1355,6.86201441,5.693254
6969,Cediranib,NCIH1355,5.540007436,3.600736
6970,Mycophenolic acid,NCIH1355,2.27825498,4.163961
6971,Podophyllotoxin bromide,NCIH1435,1.45789935,0.473813
6972,Selumetinib,NCIH1435,4.514949164,4.230522
6973,AGK2,NCIH1435,2.826560204,3.223126
6974,Dihydrorotenone,NCIH1435,1.086122086,-0.704427
6975,GSK2606414,NCIH1435,4.58240894,4.337481
6976,Lapatinib,NCIH1435,3.704725536,3.593296
6977,Bortezomib,NCIH1435,-1.13909606,-3.66483
6978,LJI308,NCIH1435,4.518608817,5.036245
6979,Nutlin-3a (-),NCIH1435,4.96464615,5.144691
6980,VX-11e,NCIH1435,3.561556068,2.985538
6981,AZD5363,NCIH1435,4.327023579,3.509038
6982,Refametinib,NCIH1435,2.965935733,2.957451
6983,Sabutoclax,NCIH1435,1.923835974,1.533146
6984,CZC24832,NCIH1435,4.196706471,4.965267
6985,Ibrutinib,NCIH1435,4.938433102,4.902643
6986,BMS-754807,NCIH1435,5.045642645,4.392581
6987,EPZ5676,NCIH1435,5.314926137,5.314554
6988,Ribociclib,NCIH1435,3.641164417,3.984546
6989,Bleomycin,NCIH1435,3.092979888,4.703009
6990,GSK269962A,NCIH1436,-0.472001488,1.18562
6991,Linsitinib,NCIH1436,4.239101933,4.444357
6992,PCI-34051,NCIH1436,5.350203287,4.325492
6993,P22077,NCIH1436,3.783650712,4.333183
6994,Bosutinib,NCIH1436,3.783048325,3.445752
6995,Oxaliplatin,NCIH1436,4.460327099,4.063226
6996,PFI-1,NCIH1436,4.569896622,4.368287
6997,Trametinib,NCIH1436,2.944849875,2.974318
6998,MK-1775,NCIH1436,0.026193377,-0.075197
6999,SGC0946,NCIH1436,2.325988023,1.895242
7000,Talazoparib,NCIH1436,3.954432422,2.074971
7001,Pevonedistat,NCIH1436,3.077884276,0.520277
7002,JQ1,NCIH1436,3.676247431,3.078465
7003,Cediranib,NCIH1436,3.952421984,3.214723
7004,Refametinib,NCIH1436,4.913819431,4.886523
7005,Gefitinib,NCIH1436,3.486402338,3.798374
7006,Tretinoin,NCIH1437,4.489016226,4.533653
7007,NU7441,NCIH1437,2.187391768,2.159438
7008,Serdemetan,NCIH1437,3.011786024,3.724713
7009,Uprosertib,NCIH1437,2.343846182,2.929021
7010,AGI-6780,NCIH1437,4.253047924,4.472363
7011,SB216763,NCIH1437,4.850701323,5.514907
7012,Dasatinib,NCIH1437,2.211046097,2.711468
7013,AZD7762,NCIH1437,0.562009842,0.362456
7014,Fulvestrant,NCIH1437,3.171660485,3.164031
7015,Ibrutinib,NCIH1437,4.506354331,3.837421
7016,SCH772984,NCIH1437,0.200317198,-0.021865
7017,Sabutoclax,NCIH1437,0.243233836,-0.229722
7018,Cediranib,NCIH1437,2.394530649,2.323621
7019,LGK974,NCIH1437,4.214274181,3.781073
7020,SN-38,NCIH1437,-2.597772642,-1.452167
7021,Temsirolimus,NCIH1437,0.397120575,1.113134
7022,Mirin,NCIH146,3.664218509,3.956663
7023,Afatinib,NCIH146,1.078986829,1.539092
7024,GSK1904529A,NCIH146,2.849510056,3.479369
7025,PFI3,NCIH146,5.527107002,5.564474
7026,BMS-536924,NCIH146,3.871980665,3.211551
7027,Elesclomol,NCIH146,-2.345409552,-3.25441
7028,YK-4-279,NCIH146,2.558390907,1.295633
7029,PLX-4720,NCIH146,3.48326142,4.575781
7030,IOX2,NCIH146,1.762153675,1.86462
7031,Navitoclax,NCIH146,-2.783891252,-2.554226
7032,Crizotinib,NCIH146,3.107329571,2.243562
7033,PRIMA-1MET,NCIH146,3.981674216,2.897656
7034,Sorafenib,NCIH146,1.236680404,1.888833
7035,JQ1,NCIH146,0.279393968,0.775963
7036,ZM447439,NCIH146,2.58255504,1.297602
7037,EPZ004777,NCIH146,3.938753405,4.561723
7038,UNC0638,NCIH1563,5.21440252,5.037732
7039,Lenalidomide,NCIH1563,3.755120528,5.347631
7040,Carmustine,NCIH1563,7.079220847,6.083102
7041,Dihydrorotenone,NCIH1563,1.309682051,1.198154
7042,Nutlin-3a (-),NCIH1563,3.941748244,5.100046
7043,Linsitinib,NCIH1563,3.921469892,4.997512
7044,Gemcitabine,NCIH1563,4.495865504,2.919394
7045,Trametinib,NCIH1563,2.059640156,2.251511
7046,MK-1775,NCIH1563,3.068942771,1.827541
7047,AGI-5198,NCIH1563,4.463389411,4.872985
7048,Buparlisib,NCIH1563,1.012143776,1.542579
7049,PCI-34051,NCIH1563,3.865698482,4.97025
7050,5-azacytidine,NCIH1563,5.515893238,4.157783
7051,IWP-2,NCIH1563,3.405186374,2.862958
7052,GW441756,NCIH1563,4.022927489,3.028296
7053,AZD5582,NCIH1563,5.629602022,4.924726
7054,BMS-754807,NCIH1563,1.980613652,4.058756
7055,Vinblastine,NCIH1563,1.058861158,-0.045443
7056,BMS-345541,NCIH1563,5.232655683,4.044352
7057,L-Oxonoreleagnine,NCIH1568,4.359290467,3.898728
7058,Osimertinib,NCIH1568,0.468541537,0.813315
7059,SB590885,NCIH1568,5.627101891,5.551824
7060,WIKI4,NCIH1568,3.978616353,4.449684
7061,Topotecan,NCIH1568,0.824079567,2.055364
7062,AZD8055,NCIH1568,3.00998864,1.897916
7063,Pevonedistat,NCIH1568,2.33200249,1.718062
7064,AZD5438,NCIH1568,3.068393094,3.483058
7065,GSK2830371,NCIH1568,5.973861932,6.628367
7066,Taselisib,NCIH1568,3.143086069,2.379806
7067,GDC0810,NCIH1568,6.102442778,6.106091
7068,BIBR-1532,NCIH1568,6.423039702,5.895668
7069,Entospletinib,NCIH1568,2.476321506,4.049135
7070,MIRA-1,NCIH1568,7.3262505,6.362473
7071,WZ4003,NCIH1568,5.672495983,5.392504
7072,Obatoclax Mesylate,NCIH1568,1.055897369,1.084137
7073,Wnt-C59,NCIH1568,3.414175317,5.500674
7074,Tanespimycin,NCIH1568,0.968522812,1.290325
7075,VX-11e,NCIH1568,3.502715101,3.185131
7076,Veliparib,NCIH1573,4.850245502,5.552659
7077,Wee1 Inhibitor,NCIH1573,4.154488025,3.179621
7078,Bosutinib,NCIH1573,4.278044036,3.228127
7079,Afuresertib,NCIH1573,5.472949084,4.438288
7080,Pyridostatin,NCIH1573,5.516346202,4.10402
7081,PD173074,NCIH1573,5.79462761,5.021605
7082,5-Fluorouracil,NCIH1573,7.168128093,5.981303
7083,Buparlisib,NCIH1573,1.286665825,1.598937
7084,Bortezomib,NCIH1573,-3.194880993,-2.916166
7085,Dactinomycin,NCIH1573,-1.815044972,-1.865558
7086,WEHI-539,NCIH1573,4.733816222,4.276212
7087,glutathione,NCIH1573,9.67105279,9.600901
7088,Rucaparib,NCIH1573,4.510898387,4.529873
7089,Dasatinib,NCIH1573,2.810470083,3.02541
7090,RO-3306,NCIH1581,2.295301039,3.717896
7091,Vismodegib,NCIH1581,4.849365201,4.49625
7092,Camptothecin,NCIH1581,-2.025837874,-0.968224
7093,Ibrutinib,NCIH1581,2.621285134,4.484167
7094,AZD7762,NCIH1581,0.71678004,0.134542
7095,Epirubicin,NCIH1581,-1.096488102,-0.872374
7096,AZD5991,NCIH1581,-1.13365019,4.247755
7097,Linsitinib,NCIH1581,3.428846181,3.913528
7098,WZ4003,NCIH1581,3.36136181,2.724156
7099,Oxaliplatin,NCIH1581,4.778601792,4.463822
7100,Dacarbazine,NCIH1581,4.995141546,5.187161
7101,MK-2206,NCIH1581,3.951959353,3.358108
7102,Uprosertib,NCIH1581,4.516581492,3.958013
7103,Pictilisib,NCIH1581,2.185135495,1.383052
7104,AGK2,NCIH1581,3.445968482,2.899351
7105,Vinblastine,NCIH1581,-5.177785555,-5.629874
7106,SGC0946,NCIH1581,2.309378486,1.759277
7107,MIRA-1,NCIH1581,4.368745422,5.121776
7108,Ribociclib,NCIH1581,1.080451081,3.683546
7109,MG-132,NCIH1623,0.370381089,-0.513631
7110,AZD6738,NCIH1623,2.161293353,2.099092
7111,Dihydrorotenone,NCIH1623,-0.546620409,-0.644554
7112,AZ960,NCIH1623,2.889148574,2.571693
7113,AZD8186,NCIH1623,2.32013823,2.635243
7114,Carmustine,NCIH1623,6.360614979,5.751993
7115,EPZ5676,NCIH1623,5.803213089,5.598216
7116,Vinblastine,NCIH1623,-1.190773751,-1.994918
7117,Nelarabine,NCIH1623,5.793450787,6.089141
7118,SB590885,NCIH1623,5.252569327,4.753697
7119,A-366,NCIH1623,5.402878036,4.933851
7120,Vinorelbine,NCIH1623,-1.006720201,-1.205328
7121,5-Fluorouracil,NCIH1623,2.947561755,4.702292
7122,Picolinici-acid,NCIH1623,5.739726536,4.79775
7123,VE-822,NCIH1623,3.76642081,3.061443
7124,Gefitinib,NCIH1623,1.493007094,1.304513
7125,AZD1208,NCIH1623,5.59605609,5.23829
7126,Temozolomide,NCIH1623,7.537832827,6.797285
7127,PCI-34051,NCIH1623,5.905581955,5.025071
7128,5-azacytidine,NCIH1648,2.818581773,3.954224
7129,AZD5363,NCIH1648,1.083906222,1.914926
7130,Avagacestat,NCIH1648,3.9415061,4.617124
7131,Tamoxifen,NCIH1648,2.085291313,4.073421
7132,BIBR-1532,NCIH1648,5.379641916,5.289932
7133,Lapatinib,NCIH1648,-0.042389678,0.646868
7134,VX-11e,NCIH1648,1.853617402,1.1551
7135,Docetaxel,NCIH1648,-5.319868226,-5.380773
7136,N-acetyl cysteine,NCIH1648,9.630938425,10.28108
7137,Tanespimycin,NCIH1648,-0.302163426,-1.289379
7138,JNK Inhibitor VIII,NCIH1648,5.702239432,5.314611
7139,ICL-SIRT078,NCIH1648,2.952351465,4.666737
7140,Epirubicin,NCIH1648,0.144635352,0.087842
7141,Dasatinib,NCIH1648,-1.443773846,-0.907212
7142,AMG-319,NCIH1650,4.663090514,6.103782
7143,Trametinib,NCIH1650,3.755359058,2.677784
7144,Romidepsin,NCIH1650,-1.656014866,-4.353149
7145,Uprosertib,NCIH1650,4.756923961,3.789857
7146,Sapitinib,NCIH1650,2.224147657,2.110196
7147,Oxaliplatin,NCIH1650,6.682186513,6.493808
7148,Dabrafenib,NCIH1650,6.953179474,6.512398
7149,GSK2830371,NCIH1650,6.34245181,6.866426
7150,Leflunomide,NCIH1650,5.46599778,5.927043
7151,Alisertib,NCIH1650,2.175445313,3.895118
7152,Selumetinib,NCIH1650,6.471473731,5.822594
7153,Pictilisib,NCIH1650,2.635786669,2.10599
7154,MIM1,NCIH1650,3.586664868,4.643757
7155,GSK2578215A,NCIH1650,6.306548535,6.251028
7156,Gallibiscoquinazole,NCIH1650,4.522025586,3.774888
7157,Zoledronate,NCIH1650,5.385255862,5.220275
7158,Dactolisib,NCIH1650,1.329789198,0.447292
7159,Vincristine,NCIH1650,4.956110472,3.621938
7160,Cyclophosphamide,NCIH1650,5.651030432,6.382854
7161,Nutlin-3a (-),NCIH1651,5.297996592,5.197882
7162,MIRA-1,NCIH1651,5.212270713,4.878115
7163,BIBR-1532,NCIH1651,4.994207176,4.805081
7164,Vismodegib,NCIH1651,3.952311728,4.603836
7165,MG-132,NCIH1651,-1.355471074,-0.963724
7166,Erlotinib,NCIH1651,2.759095745,3.720896
7167,Bleomycin,NCIH1651,1.280410655,2.783094
7168,Serdemetan,NCIH1651,3.067708716,3.842735
7169,VE821,NCIH1651,4.536245884,3.904056
7170,Savolitinib,NCIH1651,3.143596339,2.36066
7171,MK-2206,NCIH1651,3.955190315,4.066968
7172,WIKI4,NCIH1651,4.147748437,3.755728
7173,UMI-77,NCIH1651,1.754706246,2.853176
7174,GSK2830371,NCIH1651,5.55016381,5.353149
7175,Sepantronium bromide,NCIH1651,-5.548416359,-4.114385
7176,Nilotinib,NCIH1651,4.076448031,3.4869
7177,CZC24832,NCIH1651,4.919425579,5.146447
7178,BMS-754807,NCIH1651,4.416845313,3.448999
7179,Zoledronate,NCIH1651,3.937645274,3.846113
7180,AZD8055,NCIH1666,1.236789879,-0.056045
7181,Navitoclax,NCIH1666,5.440418302,4.315358
7182,CZC24832,NCIH1666,5.553563605,6.557235
7183,I-BET-762,NCIH1666,3.264365723,2.666869
7184,BI-2536,NCIH1666,1.142935542,2.015817
7185,GSK591,NCIH1666,6.266003012,5.504113
7186,Mitoxantrone,NCIH1666,3.393281504,2.361359
7187,SB590885,NCIH1666,5.988148619,6.12229
7188,GW441756,NCIH1666,4.751358894,3.997619
7189,AZD5991,NCIH1666,6.894798733,6.787655
7190,AZD5363,NCIH1666,3.609089188,3.922701
7191,AZD6738,NCIH1666,4.214665244,3.869153
7192,Sepantronium bromide,NCIH1666,-2.92659805,-2.912393
7193,Selumetinib,NCIH1666,1.127664001,1.382474
7194,PFI-1,NCIH1666,4.91274742,4.323069
7195,POMHEX,NCIH1666,0.646083308,2.38842
7196,Ruxolitinib,NCIH1666,6.389214773,6.486467
7197,PLX-4720,NCIH1666,6.536765875,5.30558
7198,MN-64,NCIH1666,4.91717467,6.04508
7199,AZD5438,NCIH1693,4.898137301,5.12112
7200,Rucaparib,NCIH1693,4.906762463,5.45553
7201,AZ960,NCIH1693,4.534333158,3.051051
7202,Zoledronate,NCIH1693,5.765773007,4.863291
7203,GSK-LSD1,NCIH1693,4.296423703,2.98511
7204,Tanespimycin,NCIH1693,3.24271236,1.525763
7205,Pevonedistat,NCIH1693,2.556074197,2.787675
7206,Bosutinib,NCIH1693,3.64085084,2.931245
7207,Camptothecin,NCIH1693,0.129242092,-0.882511
7208,Pictilisib,NCIH1693,2.072652063,1.864273
7209,Luminespib,NCIH1693,0.246348855,-0.39535
7210,Carmustine,NCIH1693,8.479077664,7.157256
7211,EPZ5676,NCIH1693,7.583472608,7.356079
7212,JNK Inhibitor VIII,NCIH1693,6.548024239,7.011147
7213,Lenalidomide,NCIH1693,7.379083391,6.843863
7214,Vorinostat,NCIH1693,2.075797627,2.540568
7215,Serdemetan,NCIH1693,3.798068833,5.933477
7216,GSK591,NCIH1693,6.482891723,6.140122
7217,Temozolomide,NCIH1693,8.509700904,8.34157
7218,AZD5363,NCIH1694,2.45082894,3.221786
7219,Cytarabine,NCIH1694,1.620649481,1.577888
7220,Talazoparib,NCIH1694,-1.098798959,-1.106433
7221,Dihydrorotenone,NCIH1694,-0.348059802,0.7602
7222,Mirin,NCIH1694,4.531665663,4.532804
7223,MG-132,NCIH1694,-0.504233408,-0.974273
7224,Irinotecan,NCIH1694,0.527932831,0.015674
7225,SB216763,NCIH1694,5.333592073,5.306761
7226,Uprosertib,NCIH1694,3.926244482,3.231134
7227,PD0325901,NCIH1694,2.792641646,3.896304
7228,Tamoxifen,NCIH1694,2.830127064,3.702822
7229,AZ960,NCIH1694,3.380969643,1.802675
7230,LGK974,NCIH1694,2.809992895,3.513268
7231,Taselisib,NCIH1694,3.998635864,3.17833
7232,Elephantin,NCIH1694,1.749701974,3.410524
7233,Oxaliplatin,NCIH1694,3.264013753,3.04391
7234,XAV939,NCIH1694,3.906903672,4.134809
7235,Bortezomib,NCIH1694,-4.326383395,-3.884433
7236,GNE-317,NCIH1703,-0.767729278,-0.517732
7237,Osimertinib,NCIH1703,1.835744584,1.805313
7238,Savolitinib,NCIH1703,3.1550025,1.981485
7239,Talazoparib,NCIH1703,4.328226656,2.4172
7240,Cyclophosphamide,NCIH1703,5.139336939,4.845913
7241,AMG-319,NCIH1703,4.67819228,3.93819
7242,SN-38,NCIH1703,-3.347081109,-4.16113
7243,AGK2,NCIH1703,2.848753897,2.708995
7244,UNC0638,NCIH1703,4.156936658,3.651333
7245,Selumetinib,NCIH1703,3.889835997,4.487144
7246,Tanespimycin,NCIH1703,-3.0016301,-2.177492
7247,GSK343,NCIH1703,4.345572255,3.233234
7248,Bleomycin (50 uM),NCIH1703,2.658730998,1.563562
7249,MG-132,NCIH1703,-1.732534548,-1.647227
7250,SB590885,NCIH1734,4.244993689,4.43605
7251,Vismodegib,NCIH1734,4.578003245,4.642467
7252,AMG-319,NCIH1734,3.927680223,4.655814
7253,SB505124,NCIH1734,3.95948313,4.203946
7254,SL0101,NCIH1734,4.799296919,4.960981
7255,MK-1775,NCIH1734,-0.334427676,-0.213113
7256,Sorafenib,NCIH1734,1.740532532,2.384905
7257,LJI308,NCIH1734,4.817842782,4.299871
7258,CHIR-99021,NCIH1734,4.600494225,4.853844
7259,Camptothecin,NCIH1734,-4.054548707,-4.16808
7260,AZD5363,NCIH1734,2.062468766,2.233015
7261,AGI-6780,NCIH1734,4.847840408,3.826682
7262,Picolinici-acid,NCIH1734,4.77200071,4.430159
7263,JNK Inhibitor VIII,NCIH1734,4.892718846,4.453594
7264,Uprosertib,NCIH1734,2.661325889,1.735758
7265,AZD4547,NCIH1734,4.212480145,3.61764
7266,EHT-1864,NCIH1755,3.839040988,4.389134
7267,Axitinib,NCIH1755,2.992032129,2.656156
7268,UMI-77,NCIH1755,1.777492315,2.924968
7269,AGI-5198,NCIH1755,3.927875663,5.026932
7270,ZM447439,NCIH1755,1.394629763,2.332803
7271,SCH772984,NCIH1755,1.368043559,1.502236
7272,Sabutoclax,NCIH1755,3.126200851,0.560105
7273,VX-11e,NCIH1755,1.326984576,2.162362
7274,alpha-lipoic acid,NCIH1755,7.882043554,8.021706
7275,GSK2606414,NCIH1755,4.297423726,3.607222
7276,Sinularin,NCIH1755,4.741063004,3.901949
7277,Tanespimycin,NCIH1755,-2.141314543,-0.532454
7278,ICL-SIRT078,NCIH1755,4.751389398,3.249492
7279,MK-8776,NCIH1755,1.049768096,2.131145
7280,AGK2,NCIH1755,3.5725716,3.211581
7281,Vorinostat,NCIH1755,1.327323127,1.872033
7282,BMS-536924,NCIH1755,-0.006639586,0.34811
7283,PCI-34051,NCIH1755,4.108685773,4.458793
7284,RO-3306,NCIH1755,2.762109888,3.525082
7285,Navitoclax,NCIH1781,2.980445586,2.59943
7286,MIRA-1,NCIH1781,5.912157835,5.61596
7287,UNC0638,NCIH1781,5.236605504,5.372197
7288,MG-132,NCIH1781,-1.347829267,-0.920176
7289,Sorafenib,NCIH1781,3.36624184,2.817224
7290,Venetoclax,NCIH1781,3.355444657,2.870522
7291,AZD8055,NCIH1781,-0.482841661,-0.653271
7292,Dactolisib,NCIH1781,-1.101849147,-1.468279
7293,Erlotinib,NCIH1781,1.997212571,1.370752
7294,GSK2110183B,NCIH1781,1.838942453,2.111033
7295,MK-8776,NCIH1781,4.013527999,4.537868
