"",drug,cell_line,prediction,OncotreeCode,IC50,Drug_Name,IC50_mean,IC50_std,Z-Score
481,Ibrutinib,LUAD.NCIH2228,4.509190,LUAD,6.274045,Ibrutinib,4.055961,1.812726,0.250026
482,Ipatasertib,LUAD.NCIH2228,4.186202,LUAD,3.528272,Ipatasertib,3.403906,1.455375,0.537522
483,Irinotecan,LUAD.NCIH2228,2.273782,LUAD,2.251944,Irinotecan,2.490490,1.934295,-0.112035
484,JNK Inhibitor VIII,LUAD.NCIH2228,5.658438,LUAD,6.052156,JNK Inhibitor VIII,5.096918,0.961142,0.584222
485,JQ1,LUAD.NCIH2228,2.680555,LUAD,2.886159,JQ1,2.025591,1.952515,0.335446
486,KRAS (G12C) Inhibitor-12,LUAD.NCIH2228,5.278271,LUAD,7.582933,KRAS (G12C) Inhibitor-12,4.449045,1.534301,0.540458
487,KU-55933,LUAD.NCIH2228,5.550330,LUAD,5.841444,KU-55933,5.041030,1.126742,0.452011
488,LCL161,LUAD.NCIH2228,5.185070,LUAD,3.719470,LCL161,4.766877,1.238491,0.337663
489,LGK974,LUAD.NCIH2228,4.721803,LUAD,4.438999,LGK974,4.238238,1.107629,0.436577
490,LY2109761,LUAD.NCIH2228,5.724422,LUAD,6.644155,LY2109761,5.006740,1.042965,0.688117
491,Lapatinib,LUAD.NCIH2228,3.350971,LUAD,5.309039,Lapatinib,3.219614,1.583425,0.082958
492,Leflunomide,LUAD.NCIH2228,5.296788,LUAD,5.247231,Leflunomide,5.037278,0.913415,0.284110
493,Lenalidomide,LUAD.NCIH2228,5.968902,LUAD,6.683006,Lenalidomide,5.236581,1.071350,0.683550
494,Lestaurtinib,LUAD.NCIH2228,0.946861,LUAD,0.996595,Lestaurtinib,-0.014942,1.617099,0.594771
495,Linsitinib,LUAD.NCIH2228,4.701221,LUAD,2.587034,Linsitinib,3.964537,1.322202,0.557164
496,Luminespib,LUAD.NCIH2228,-2.434988,LUAD,-1.997614,Luminespib,-2.123910,1.817546,-0.171153
497,MG-132,LUAD.NCIH2228,-1.452984,LUAD,-0.048894,MG-132,-1.284300,0.722510,-0.233469
498,MIRA-1,LUAD.NCIH2228,6.098174,LUAD,7.064502,MIRA-1,5.237632,1.234442,0.697110
499,MK-1775,LUAD.NCIH2228,0.668641,LUAD,0.954340,MK-1775,0.636509,1.419839,0.022631
500,MK-2206,LUAD.NCIH2228,3.015847,LUAD,1.712131,MK-2206,2.725214,1.487720,0.195355
501,ML323,LUAD.NCIH2228,5.091005,LUAD,6.880016,ML323,4.536112,1.055599,0.525666
502,MN-64,LUAD.NCIH2228,4.942693,LUAD,4.399393,MN-64,4.673443,1.036058,0.259879
503,Mirin,LUAD.NCIH2228,5.199571,LUAD,5.830652,Mirin,4.782781,1.183568,0.352147
504,Motesanib,LUAD.NCIH2228,6.500201,LUAD,6.776365,Motesanib,5.481288,1.133491,0.898916
505,NU7441,LUAD.NCIH2228,3.440788,LUAD,4.963413,NU7441,3.132711,1.343787,0.229260
506,NVP-ADW742,LUAD.NCIH2228,2.942602,LUAD,3.497134,NVP-ADW742,2.882258,1.472598,0.040978
507,Navitoclax,LUAD.NCIH2228,3.135134,LUAD,4.178065,Navitoclax,1.776309,2.029373,0.669579
508,Nilotinib,LUAD.NCIH2228,4.313403,LUAD,5.352288,Nilotinib,3.364192,1.706385,0.556270
509,Niraparib,LUAD.NCIH2228,4.801138,LUAD,3.703622,Niraparib,4.113814,1.516015,0.453375
510,Nutlin-3a (-),LUAD.NCIH2228,5.870397,LUAD,6.051779,Nutlin-3a (-),4.421065,1.791250,0.809118
511,OF-1,LUAD.NCIH2228,4.943954,LUAD,4.580704,OF-1,4.121389,1.170053,0.703015
512,OSI-027,LUAD.NCIH2228,2.143936,LUAD,3.812424,OSI-027,2.584887,1.493868,-0.295174
513,OTX015,LUAD.NCIH2228,2.850016,LUAD,5.416979,OTX015,2.300635,1.867904,0.294116
514,Olaparib,LUAD.NCIH2228,4.956842,LUAD,4.720014,Olaparib,4.229661,1.301754,0.558616
515,Osimertinib,LUAD.NCIH2228,1.302258,LUAD,3.074055,Osimertinib,1.653115,1.279752,-0.274160
516,Oxaliplatin,LUAD.NCIH2228,4.925000,LUAD,5.494261,Oxaliplatin,4.289635,1.783409,0.356264
517,P22077,LUAD.NCIH2228,5.465537,LUAD,6.471970,P22077,4.407320,1.512212,0.699781
518,PCI-34051,LUAD.NCIH2228,5.139773,LUAD,6.753137,PCI-34051,4.396021,1.286151,0.578277
519,PD173074,LUAD.NCIH2228,4.670794,LUAD,5.079793,PD173074,3.763295,1.405445,0.645702
520,PFI-1,LUAD.NCIH2228,4.701329,LUAD,5.859817,PFI-1,4.054494,1.126123,0.574391
521,PFI3,LUAD.NCIH2228,5.913645,LUAD,6.792375,PFI3,5.397184,0.841197,0.613960
522,PLX-4720,LUAD.NCIH2228,4.663876,LUAD,5.004770,PLX-4720,4.213301,1.475022,0.305470
523,PRIMA-1MET,LUAD.NCIH2228,5.673364,LUAD,5.600966,PRIMA-1MET,4.419290,1.802017,0.695928
524,PRT062607,LUAD.NCIH2228,3.079804,LUAD,3.617158,PRT062607,3.172207,1.396623,-0.066162
525,Paclitaxel,LUAD.NCIH2228,-2.176250,LUAD,-1.763564,Paclitaxel,-2.855697,2.016710,0.336909
526,Palbociclib,LUAD.NCIH2228,3.755285,LUAD,4.660124,Palbociclib,3.471142,1.587659,0.178970
527,Pevonedistat,LUAD.NCIH2228,1.996928,LUAD,3.042005,Pevonedistat,0.871473,2.147707,0.524026
528,Picolinici-acid,LUAD.NCIH2228,5.632235,LUAD,6.701608,Picolinici-acid,5.268822,0.806529,0.450589
529,Pictilisib,LUAD.NCIH2228,0.583894,LUAD,0.612912,Pictilisib,1.220241,1.263352,-0.503697
530,RO-3306,LUAD.NCIH2228,3.693075,LUAD,4.619897,RO-3306,3.507804,1.618155,0.114495
531,RVX-208,LUAD.NCIH2228,5.374279,LUAD,6.557054,RVX-208,4.738824,1.076382,0.590362
532,Refametinib,LUAD.NCIH2228,0.691696,LUAD,1.610587,Refametinib,2.272295,1.917609,-0.824255
533,Ribociclib,LUAD.NCIH2228,4.056041,LUAD,5.225547,Ribociclib,3.658547,1.223182,0.324967
534,Rucaparib,LUAD.NCIH2228,4.458523,LUAD,4.102681,Rucaparib,3.987035,1.062433,0.443781
535,Ruxolitinib,LUAD.NCIH2228,5.515194,LUAD,2.853212,Ruxolitinib,4.797735,1.162398,0.617223
536,SB216763,LUAD.NCIH2228,5.771310,LUAD,5.895278,SB216763,5.180650,1.038908,0.568539
537,SB590885,LUAD.NCIH2228,4.641218,LUAD,4.772365,SB590885,4.342276,1.355433,0.220551
538,SGC0946,LUAD.NCIH2228,2.387451,LUAD,3.355229,SGC0946,2.104319,0.798566,0.354551
539,SN-38,LUAD.NCIH2228,-3.281375,LUAD,-2.178999,SN-38,-2.169489,3.597159,-0.309101
540,Sabutoclax,LUAD.NCIH2228,0.298702,LUAD,-0.699829,Sabutoclax,-0.348779,1.269565,0.510002
541,Savolitinib,LUAD.NCIH2228,2.750904,LUAD,3.185019,Savolitinib,2.740489,1.190454,0.008749
542,Selumetinib,LUAD.NCIH2228,3.204351,LUAD,5.122288,Selumetinib,3.574889,1.855068,-0.199744
543,Sepantronium bromide,LUAD.NCIH2228,-4.107563,LUAD,-2.686342,Sepantronium bromide,-4.169654,1.627967,0.038140
544,Serdemetan,LUAD.NCIH2228,4.135504,LUAD,2.598013,Serdemetan,3.750761,1.276441,0.301419
545,Sorafenib,LUAD.NCIH2228,3.289913,LUAD,3.620614,Sorafenib,2.545221,1.215386,0.612721
546,Staurosporine,LUAD.NCIH2228,-3.291221,LUAD,-1.876254,Staurosporine,-2.794054,1.384635,-0.359060
547,Talazoparib,LUAD.NCIH2228,3.469277,LUAD,3.017916,Talazoparib,2.767285,2.214847,0.316948
548,Tamoxifen,LUAD.NCIH2228,4.633011,LUAD,5.290880,Tamoxifen,3.976104,1.224334,0.536542
549,Tanespimycin,LUAD.NCIH2228,-1.050101,LUAD,-0.893264,Tanespimycin,-0.081091,1.587668,-0.610335
550,Taselisib,LUAD.NCIH2228,0.338112,LUAD,1.235209,Taselisib,1.767096,1.694162,-0.843475
551,Telomerase Inhibitor IX,LUAD.NCIH2228,1.492462,LUAD,2.438926,Telomerase Inhibitor IX,0.654709,1.233162,0.679354
552,Temozolomide,LUAD.NCIH2228,7.209578,LUAD,7.649378,Temozolomide,6.264369,1.303074,0.725369
553,Trametinib,LUAD.NCIH2228,-1.448153,LUAD,-0.566433,Trametinib,0.217486,2.257873,-0.737703
554,Ulixertinib,LUAD.NCIH2228,2.390689,LUAD,3.395049,Ulixertinib,2.547238,1.503594,-0.104117
555,Uprosertib,LUAD.NCIH2228,3.105938,LUAD,2.404481,Uprosertib,2.863995,1.707317,0.141709
556,VE-822,LUAD.NCIH2228,3.865293,LUAD,4.139256,VE-822,3.131455,1.791876,0.409536
557,Veliparib,LUAD.NCIH2228,5.815467,LUAD,5.840194,Veliparib,5.263978,0.912873,0.604125
558,Venetoclax,LUAD.NCIH2228,3.294028,LUAD,4.088028,Venetoclax,2.374326,2.075205,0.443186
559,Vismodegib,LUAD.NCIH2228,5.467770,LUAD,6.505760,Vismodegib,4.949888,0.982005,0.527372
560,Vorinostat,LUAD.NCIH2228,2.136241,LUAD,2.334577,Vorinostat,1.487515,1.090544,0.594865
561,WEHI-539,LUAD.NCIH2228,4.649374,LUAD,4.547011,WEHI-539,3.678485,1.717039,0.565444
562,WIKI4,LUAD.NCIH2228,4.086129,LUAD,3.004243,WIKI4,3.734385,0.961632,0.365778
563,WZ4003,LUAD.NCIH2228,4.688002,LUAD,3.776361,WZ4003,4.157618,1.375173,0.385685
564,Wnt-C59,LUAD.NCIH2228,5.042647,LUAD,5.863181,Wnt-C59,4.338048,1.095405,0.643231
565,XAV939,LUAD.NCIH2228,4.438282,LUAD,3.195765,XAV939,4.288410,0.991368,0.151177
566,YK-4-279,LUAD.NCIH2228,2.675036,LUAD,3.435987,YK-4-279,2.247231,1.651518,0.259037
567,ZM447439,LUAD.NCIH2228,3.497545,LUAD,2.684147,ZM447439,2.576872,1.706010,0.539664
568,5-Fluorouracil,LUSC.NCIH2170,3.415473,LUSC,3.937417,5-Fluorouracil,4.392229,1.719760,-0.567961
569,ABT737,LUSC.NCIH2170,2.606516,LUSC,0.772399,ABT737,1.875342,2.053694,0.356029
570,AGI-5198,LUSC.NCIH2170,4.612392,LUSC,4.717171,AGI-5198,4.704103,0.907583,-0.101050
571,AGI-6780,LUSC.NCIH2170,4.235341,LUSC,4.065627,AGI-6780,4.344912,1.086023,-0.100892
572,AGK2,LUSC.NCIH2170,2.896377,LUSC,4.466269,AGK2,3.264510,0.926755,-0.397228
573,AZ960,LUSC.NCIH2170,1.917893,LUSC,2.062976,AZ960,1.895669,1.724101,0.012890
574,AZD3759,LUSC.NCIH2170,2.127380,LUSC,2.630144,AZD3759,2.512182,1.084536,-0.354808
575,AZD4547,LUSC.NCIH2170,1.854923,LUSC,2.319813,AZD4547,3.088286,1.600252,-0.770730
576,AZD5363,LUSC.NCIH2170,2.499732,LUSC,1.977369,AZD5363,2.847820,1.441898,-0.241410
577,AZD5582,LUSC.NCIH2170,0.892423,LUSC,3.033731,AZD5582,2.157595,2.342092,-0.540189
578,AZD6738,LUSC.NCIH2170,1.893872,LUSC,1.888228,AZD6738,2.057259,1.461663,-0.111782
579,AZD7762,LUSC.NCIH2170,-0.181874,LUSC,-0.532861,AZD7762,0.164435,1.542725,-0.224479
580,AZD8186,LUSC.NCIH2170,2.902347,LUSC,2.486751,AZD8186,3.134757,1.404232,-0.165507
581,Afatinib,LUSC.NCIH2170,0.048221,LUSC,-3.043887,Afatinib,1.594663,1.481016,-1.044176
582,Afuresertib,LUSC.NCIH2170,1.965129,LUSC,1.687789,Afuresertib,2.402550,1.471751,-0.297211
583,Alpelisib,LUSC.NCIH2170,2.786028,LUSC,2.351157,Alpelisib,3.451086,1.407226,-0.472602
584,Avagacestat,LUSC.NCIH2170,5.008774,LUSC,5.122274,Avagacestat,4.759122,1.072116,0.232859
585,Axitinib,LUSC.NCIH2170,3.057017,LUSC,1.651365,Axitinib,2.903591,1.677112,0.091482
586,BMS-345541,LUSC.NCIH2170,2.737448,LUSC,2.512685,BMS-345541,3.277956,1.320431,-0.409342
587,BMS-536924,LUSC.NCIH2170,1.392514,LUSC,1.594605,BMS-536924,2.108959,1.381132,-0.518738
588,BMS-754807,LUSC.NCIH2170,0.428649,LUSC,0.622179,BMS-754807,2.163231,1.997750,-0.868268
589,Bortezomib,LUSC.NCIH2170,-4.896400,LUSC,-4.691718,Bortezomib,-4.739097,1.068388,-0.147234
590,Bosutinib,LUSC.NCIH2170,2.332017,LUSC,0.330784,Bosutinib,2.618644,1.532012,-0.187092
591,Buparlisib,LUSC.NCIH2170,0.799400,LUSC,0.075392,Buparlisib,1.132283,0.942456,-0.353208
592,CCT007093,LUSC.NCIH2170,4.982946,LUSC,5.571013,CCT007093,5.191327,0.862412,-0.241626
593,CZC24832,LUSC.NCIH2170,5.469239,LUSC,4.061356,CZC24832,5.137594,0.949818,0.349167
594,Camptothecin,LUSC.NCIH2170,-2.545185,LUSC,-3.956039,Camptothecin,-2.257481,1.838996,-0.156446
595,Cediranib,LUSC.NCIH2170,1.705520,LUSC,1.293744,Cediranib,2.271131,1.192376,-0.474356
596,Crizotinib,LUSC.NCIH2170,2.733345,LUSC,1.471901,Crizotinib,2.560661,1.510603,0.114315
597,Cyclophosphamide,LUSC.NCIH2170,5.183536,LUSC,4.952204,Cyclophosphamide,5.259220,0.888712,-0.085161
598,Dactinomycin,LUSC.NCIH2170,-3.876398,LUSC,-4.551184,Dactinomycin,-3.772788,1.882940,-0.055026
599,Dactolisib,LUSC.NCIH2170,-1.918140,LUSC,-2.653821,Dactolisib,-1.510724,1.429786,-0.284949
600,Dasatinib,LUSC.NCIH2170,3.258214,LUSC,0.797258,Dasatinib,1.287237,2.324073,0.848070
601,Dinaciclib,LUSC.NCIH2170,-3.656680,LUSC,-2.449249,Dinaciclib,-2.654463,1.473357,-0.680227
602,Docetaxel,LUSC.NCIH2170,-4.641550,LUSC,-5.529357,Docetaxel,-3.417161,2.548602,-0.480416
603,Doramapimod,LUSC.NCIH2170,5.332197,LUSC,3.849536,Doramapimod,4.939070,1.188278,0.330838
604,EHT-1864,LUSC.NCIH2170,3.397510,LUSC,4.118902,EHT-1864,3.678237,0.983429,-0.285457
605,EPZ004777,LUSC.NCIH2170,5.553602,LUSC,5.481805,EPZ004777,5.153416,0.977035,0.409592
606,EPZ5676,LUSC.NCIH2170,5.948187,LUSC,5.444124,EPZ5676,5.542946,1.028703,0.393934
607,Entinostat,LUSC.NCIH2170,1.048691,LUSC,1.726923,Entinostat,2.030317,1.637052,-0.599630
608,Entospletinib,LUSC.NCIH2170,3.621322,LUSC,2.523040,Entospletinib,3.672838,1.222475,-0.042141
609,Epirubicin,LUSC.NCIH2170,-0.666076,LUSC,0.463484,Epirubicin,-0.852455,1.690941,0.110222
610,Erlotinib,LUSC.NCIH2170,2.026793,LUSC,0.600995,Erlotinib,2.979885,1.448855,-0.657824
611,Fulvestrant,LUSC.NCIH2170,3.548840,LUSC,3.640301,Fulvestrant,3.730929,1.263247,-0.144144
612,GDC0810,LUSC.NCIH2170,4.933770,LUSC,5.430008,GDC0810,5.087362,0.945530,-0.162440
613,GSK1904529A,LUSC.NCIH2170,4.463869,LUSC,4.624341,GSK1904529A,4.348623,1.104047,0.104385
614,GSK2578215A,LUSC.NCIH2170,4.918087,LUSC,5.591718,GSK2578215A,4.933854,0.966128,-0.016320
615,GSK2606414,LUSC.NCIH2170,3.457874,LUSC,3.616166,GSK2606414,3.785602,1.215971,-0.269520
616,GSK343,LUSC.NCIH2170,3.430527,LUSC,3.579830,GSK343,3.602119,1.367117,-0.125514
617,GW441756,LUSC.NCIH2170,3.187069,LUSC,1.886320,GW441756,3.441226,0.928540,-0.273717
618,Gefitinib,LUSC.NCIH2170,2.129622,LUSC,0.811124,Gefitinib,3.147493,1.212598,-0.839413
619,Gemcitabine,LUSC.NCIH2170,0.596632,LUSC,-4.814400,Gemcitabine,-0.766782,3.010521,0.452883
620,I-BET-762,LUSC.NCIH2170,3.375486,LUSC,4.006008,I-BET-762,3.178213,1.581827,0.124712
621,I-BRD9,LUSC.NCIH2170,4.521978,LUSC,4.427187,I-BRD9,4.358221,1.274025,0.128535
622,IWP-2,LUSC.NCIH2170,2.742603,LUSC,3.289133,IWP-2,2.870543,0.896950,-0.142639
623,Ibrutinib,LUSC.NCIH2170,3.475321,LUSC,-0.518875,Ibrutinib,4.055961,1.812726,-0.320313
624,Ipatasertib,LUSC.NCIH2170,2.643735,LUSC,2.487374,Ipatasertib,3.403906,1.455375,-0.522320
625,Irinotecan,LUSC.NCIH2170,2.246101,LUSC,1.565138,Irinotecan,2.490490,1.934295,-0.126345
626,JNK Inhibitor VIII,LUSC.NCIH2170,5.373974,LUSC,5.140805,JNK Inhibitor VIII,5.096918,0.961142,0.288257
627,JQ1,LUSC.NCIH2170,1.498758,LUSC,2.380914,JQ1,2.025591,1.952515,-0.269823
628,KRAS (G12C) Inhibitor-12,LUSC.NCIH2170,4.400928,LUSC,3.619618,KRAS (G12C) Inhibitor-12,4.449045,1.534301,-0.031361
629,KU-55933,LUSC.NCIH2170,4.946816,LUSC,5.392904,KU-55933,5.041030,1.126742,-0.083616
630,LCL161,LUSC.NCIH2170,4.734909,LUSC,4.128568,LCL161,4.766877,1.238491,-0.025812
631,LGK974,LUSC.NCIH2170,3.988363,LUSC,4.519156,LGK974,4.238238,1.107629,-0.225594
632,LY2109761,LUSC.NCIH2170,5.187875,LUSC,5.493128,LY2109761,5.006740,1.042965,0.173673
633,Lapatinib,LUSC.NCIH2170,1.876518,LUSC,-0.917778,Lapatinib,3.219614,1.583425,-0.848222
634,Leflunomide,LUSC.NCIH2170,4.988904,LUSC,5.208265,Leflunomide,5.037278,0.913415,-0.052959
635,Lenalidomide,LUSC.NCIH2170,5.259735,LUSC,4.198693,Lenalidomide,5.236581,1.071350,0.021612
636,Lestaurtinib,LUSC.NCIH2170,0.167470,LUSC,-0.999885,Lestaurtinib,-0.014942,1.617099,0.112802
637,Linsitinib,LUSC.NCIH2170,3.303089,LUSC,3.120855,Linsitinib,3.964537,1.322202,-0.500262
638,Luminespib,LUSC.NCIH2170,-2.240577,LUSC,-2.387012,Luminespib,-2.123910,1.817546,-0.064189
639,MG-132,LUSC.NCIH2170,-1.200027,LUSC,-1.406502,MG-132,-1.284300,0.722510,0.116639
640,MIRA-1,LUSC.NCIH2170,5.600941,LUSC,5.245766,MIRA-1,5.237632,1.234442,0.294310
641,MK-1775,LUSC.NCIH2170,-0.105722,LUSC,-0.607562,MK-1775,0.636509,1.419839,-0.522757
642,MK-2206,LUSC.NCIH2170,2.337891,LUSC,2.823202,MK-2206,2.725214,1.487720,-0.260347
643,ML323,LUSC.NCIH2170,4.336823,LUSC,5.126829,ML323,4.536112,1.055599,-0.188792
644,MN-64,LUSC.NCIH2170,4.386149,LUSC,4.325707,MN-64,4.673443,1.036058,-0.277295
645,Mirin,LUSC.NCIH2170,4.421782,LUSC,4.730350,Mirin,4.782781,1.183568,-0.305009
646,Motesanib,LUSC.NCIH2170,5.747171,LUSC,4.072035,Motesanib,5.481288,1.133491,0.234570
647,NU7441,LUSC.NCIH2170,2.845095,LUSC,1.633591,NU7441,3.132711,1.343787,-0.214034
648,NVP-ADW742,LUSC.NCIH2170,1.869888,LUSC,3.065545,NVP-ADW742,2.882258,1.472598,-0.687472
649,Navitoclax,LUSC.NCIH2170,2.520252,LUSC,-0.101656,Navitoclax,1.776309,2.029373,0.366588
650,Nilotinib,LUSC.NCIH2170,3.375685,LUSC,3.651065,Nilotinib,3.364192,1.706385,0.006735
651,Niraparib,LUSC.NCIH2170,3.937720,LUSC,3.089727,Niraparib,4.113814,1.516015,-0.116156
652,Nutlin-3a (-),LUSC.NCIH2170,5.608882,LUSC,5.444464,Nutlin-3a (-),4.421065,1.791250,0.663122
653,OF-1,LUSC.NCIH2170,4.332555,LUSC,3.219471,OF-1,4.121389,1.170053,0.180476
654,OSI-027,LUSC.NCIH2170,1.965268,LUSC,1.604154,OSI-027,2.584887,1.493868,-0.414775
655,OTX015,LUSC.NCIH2170,1.726274,LUSC,3.593007,OTX015,2.300635,1.867904,-0.307490
656,Olaparib,LUSC.NCIH2170,4.564075,LUSC,4.264541,Olaparib,4.229661,1.301754,0.256895
657,Osimertinib,LUSC.NCIH2170,0.223707,LUSC,-2.274924,Osimertinib,1.653115,1.279752,-1.116941
658,Oxaliplatin,LUSC.NCIH2170,4.402952,LUSC,3.807721,Oxaliplatin,4.289635,1.783409,0.063540
659,P22077,LUSC.NCIH2170,4.502756,LUSC,5.320855,P22077,4.407320,1.512212,0.063110
660,PCI-34051,LUSC.NCIH2170,4.578303,LUSC,4.507806,PCI-34051,4.396021,1.286151,0.141727
661,PD173074,LUSC.NCIH2170,3.546300,LUSC,2.888292,PD173074,3.763295,1.405445,-0.154396
662,PFI-1,LUSC.NCIH2170,4.086212,LUSC,5.193018,PFI-1,4.054494,1.126123,0.028166
663,PFI3,LUSC.NCIH2170,5.301957,LUSC,5.099137,PFI3,5.397184,0.841197,-0.113204
664,PLX-4720,LUSC.NCIH2170,4.442809,LUSC,3.941708,PLX-4720,4.213301,1.475022,0.155596
665,PRIMA-1MET,LUSC.NCIH2170,5.213646,LUSC,5.751309,PRIMA-1MET,4.419290,1.802017,0.440815
666,PRT062607,LUSC.NCIH2170,2.770544,LUSC,2.542602,PRT062607,3.172207,1.396623,-0.287596
667,Paclitaxel,LUSC.NCIH2170,-3.888216,LUSC,-4.424539,Paclitaxel,-2.855697,2.016710,-0.511982
668,Palbociclib,LUSC.NCIH2170,2.854524,LUSC,3.144239,Palbociclib,3.471142,1.587659,-0.388382
669,Pevonedistat,LUSC.NCIH2170,0.540307,LUSC,-1.597406,Pevonedistat,0.871473,2.147707,-0.154195
670,Picolinici-acid,LUSC.NCIH2170,5.221256,LUSC,5.200169,Picolinici-acid,5.268822,0.806529,-0.058976
671,Pictilisib,LUSC.NCIH2170,0.390672,LUSC,-0.228175,Pictilisib,1.220241,1.263352,-0.656641
672,RO-3306,LUSC.NCIH2170,3.039160,LUSC,2.263182,RO-3306,3.507804,1.618155,-0.289616
673,RVX-208,LUSC.NCIH2170,4.847385,LUSC,4.357286,RVX-208,4.738824,1.076382,0.100857
674,Refametinib,LUSC.NCIH2170,2.051843,LUSC,3.428922,Refametinib,2.272295,1.917609,-0.114962
675,Ribociclib,LUSC.NCIH2170,3.132248,LUSC,3.971137,Ribociclib,3.658547,1.223182,-0.430270
676,Rucaparib,LUSC.NCIH2170,3.877879,LUSC,2.670250,Rucaparib,3.987035,1.062433,-0.102742
677,Ruxolitinib,LUSC.NCIH2170,4.830188,LUSC,4.703466,Ruxolitinib,4.797735,1.162398,0.027919
678,SB216763,LUSC.NCIH2170,5.186221,LUSC,5.475426,SB216763,5.180650,1.038908,0.005362
679,SB590885,LUSC.NCIH2170,4.215509,LUSC,3.415145,SB590885,4.342276,1.355433,-0.093525
680,SGC0946,LUSC.NCIH2170,2.130018,LUSC,1.734392,SGC0946,2.104319,0.798566,0.032181
681,SN-38,LUSC.NCIH2170,-3.198722,LUSC,-5.059042,SN-38,-2.169489,3.597159,-0.286124
682,Sabutoclax,LUSC.NCIH2170,0.362184,LUSC,0.900077,Sabutoclax,-0.348779,1.269565,0.560005
683,Savolitinib,LUSC.NCIH2170,2.316133,LUSC,2.012438,Savolitinib,2.740489,1.190454,-0.356466
684,Selumetinib,LUSC.NCIH2170,2.997562,LUSC,5.656592,Selumetinib,3.574889,1.855068,-0.311216
685,Sepantronium bromide,LUSC.NCIH2170,-2.575042,LUSC,-3.663828,Sepantronium bromide,-4.169654,1.627967,0.979511
686,Serdemetan,LUSC.NCIH2170,3.519706,LUSC,3.413761,Serdemetan,3.750761,1.276441,-0.181015
687,Sorafenib,LUSC.NCIH2170,2.551965,LUSC,3.051977,Sorafenib,2.545221,1.215386,0.005549
688,Staurosporine,LUSC.NCIH2170,-3.004616,LUSC,-4.138804,Staurosporine,-2.794054,1.384635,-0.152070
689,Talazoparib,LUSC.NCIH2170,3.581334,LUSC,-0.669159,Talazoparib,2.767285,2.214847,0.367542
690,Tamoxifen,LUSC.NCIH2170,3.769303,LUSC,4.365352,Tamoxifen,3.976104,1.224334,-0.168909
691,Tanespimycin,LUSC.NCIH2170,-1.112669,LUSC,-2.950654,Tanespimycin,-0.081091,1.587668,-0.649744
692,Taselisib,LUSC.NCIH2170,0.288902,LUSC,0.609259,Taselisib,1.767096,1.694162,-0.872522
693,Telomerase Inhibitor IX,LUSC.NCIH2170,1.085302,LUSC,0.444472,Telomerase Inhibitor IX,0.654709,1.233162,0.349178
694,Temozolomide,LUSC.NCIH2170,6.603435,LUSC,4.829815,Temozolomide,6.264369,1.303074,0.260205
695,Trametinib,LUSC.NCIH2170,-1.718105,LUSC,3.924432,Trametinib,0.217486,2.257873,-0.857263
696,Ulixertinib,LUSC.NCIH2170,1.510420,LUSC,3.801924,Ulixertinib,2.547238,1.503594,-0.689560
697,Uprosertib,LUSC.NCIH2170,2.291532,LUSC,2.026297,Uprosertib,2.863995,1.707317,-0.335300
698,VE-822,LUSC.NCIH2170,2.648623,LUSC,0.692166,VE-822,3.131455,1.791876,-0.269456
699,Veliparib,LUSC.NCIH2170,5.104039,LUSC,5.400731,Veliparib,5.263978,0.912873,-0.175204
700,Venetoclax,LUSC.NCIH2170,3.135687,LUSC,3.435150,Venetoclax,2.374326,2.075205,0.366885
701,Vismodegib,LUSC.NCIH2170,4.968596,LUSC,5.529170,Vismodegib,4.949888,0.982005,0.019051
702,Vorinostat,LUSC.NCIH2170,1.503217,LUSC,0.946208,Vorinostat,1.487515,1.090544,0.014398
703,WEHI-539,LUSC.NCIH2170,4.736404,LUSC,0.796005,WEHI-539,3.678485,1.717039,0.616130
704,WIKI4,LUSC.NCIH2170,4.038231,LUSC,4.716590,WIKI4,3.734385,0.961632,0.315969
705,WZ4003,LUSC.NCIH2170,3.893013,LUSC,3.975304,WZ4003,4.157618,1.375173,-0.192416
706,Wnt-C59,LUSC.NCIH2170,4.199944,LUSC,5.227703,Wnt-C59,4.338048,1.095405,-0.126076
707,XAV939,LUSC.NCIH2170,4.162808,LUSC,3.717925,XAV939,4.288410,0.991368,-0.126696
708,YK-4-279,LUSC.NCIH2170,1.688608,LUSC,0.524238,YK-4-279,2.247231,1.651518,-0.338248
709,ZM447439,LUSC.NCIH2170,2.493104,LUSC,0.924494,ZM447439,2.576872,1.706010,-0.049102
710,5-Fluorouracil,SCLC.NCIH146,4.486487,SCLC,3.657896,5-Fluorouracil,4.392229,1.719760,0.054809
711,ABT737,SCLC.NCIH146,0.860783,SCLC,-2.237680,ABT737,1.875342,2.053694,-0.494017
712,AGI-5198,SCLC.NCIH146,4.421701,SCLC,3.624073,AGI-5198,4.704103,0.907583,-0.311158
713,AGI-6780,SCLC.NCIH146,4.489536,SCLC,3.974842,AGI-6780,4.344912,1.086023,0.133168
714,AGK2,SCLC.NCIH146,3.299008,SCLC,3.014805,AGK2,3.264510,0.926755,0.037225
715,AZ960,SCLC.NCIH146,0.863212,SCLC,2.230332,AZ960,1.895669,1.724101,-0.598838
716,AZD3759,SCLC.NCIH146,2.677835,SCLC,3.341725,AZD3759,2.512182,1.084536,0.152741
717,AZD4547,SCLC.NCIH146,3.120528,SCLC,3.663788,AZD4547,3.088286,1.600252,0.020148
718,AZD5363,SCLC.NCIH146,3.506167,SCLC,4.644727,AZD5363,2.847820,1.441898,0.456584
