,drug,cell_line,IC50,OncotreeCode,prediction
7105,Pevonedistat,COLO684,-0.028364,UCEC,-0.131193
7106,Picolinici-acid,COLO684,5.866534,UCEC,4.693349
7107,Pictilisib,COLO684,0.279232,UCEC,1.242149
7108,Podophyllotoxin bromide,COLO684,-0.886477,UCEC,-1.045877
7109,Pyridostatin,COLO684,2.626421,UCEC,2.464865
7110,RO-3306,COLO684,2.895735,UCEC,1.899971
7111,RVX-208,COLO684,4.697181,UCEC,4.074043
7112,Rapamycin,COLO684,-2.616046,UCEC,-1.43117
7113,Refametinib,COLO684,2.981247,UCEC,3.390625
7114,Ribociclib,COLO684,4.579259,UCEC,2.854088
7115,Romidepsin,COLO684,-5.71052,UCEC,-5.517688
7116,Rucaparib,COLO684,3.492979,UCEC,2.934693
7117,Ruxolitinib,COLO684,5.076265,UCEC,4.560222
7118,SB216763,COLO684,6.002752,UCEC,5.214868
7119,SB590885,COLO684,5.363851,UCEC,3.07294
7120,SCH772984,COLO684,4.617865,UCEC,3.603801
7121,SGC-CBP30,COLO684,3.938816,UCEC,3.706492
7122,SGC0946,COLO684,3.001153,UCEC,1.801852
7123,SN-38,COLO684,-2.321589,UCEC,-4.726973
7124,Sabutoclax,COLO684,-2.048539,UCEC,-0.725294
7125,Sapitinib,COLO684,6.036042,UCEC,4.453035
7126,Savolitinib,COLO684,3.382159,UCEC,2.167647
7127,Schweinfurthin A,COLO684,-0.409147,UCEC,-1.268319
7128,Selumetinib,COLO684,5.367559,UCEC,4.695605
7129,Sepantronium bromide,COLO684,-6.432513,UCEC,-4.160843
7130,Serdemetan,COLO684,3.852674,UCEC,2.739692
7131,Sinularin,COLO684,2.695872,UCEC,2.943093
7132,Sorafenib,COLO684,2.46143,UCEC,1.930928
7133,Staurosporine,COLO684,-1.007866,UCEC,-2.407247
7134,TW 37,COLO684,1.238896,UCEC,0.164774
7135,Talazoparib,COLO684,4.394923,UCEC,-0.039758
7136,Tamoxifen,COLO684,2.77813,UCEC,3.666986
7137,Tanespimycin,COLO684,-0.025958,UCEC,-0.042309
7138,Taselisib,COLO684,1.246702,UCEC,1.799771
7139,Telomerase Inhibitor IX,COLO684,-0.536243,UCEC,0.010969
7140,Temozolomide,COLO684,6.737394,UCEC,5.652624
7141,Temsirolimus,COLO684,0.012158,UCEC,0.95871
7142,Teniposide,COLO684,2.496287,UCEC,-0.487865
7143,Topotecan,COLO684,1.274607,UCEC,-1.356369
7144,Trametinib,COLO684,2.812236,UCEC,2.038627
7145,UMI-77,COLO684,2.035079,UCEC,2.484048
7146,UNC0379,COLO684,3.729124,UCEC,2.701027
7147,UNC0638,COLO684,4.10154,UCEC,3.26693
7148,Ulixertinib,COLO684,2.992629,UCEC,2.826425
7149,Uprosertib,COLO684,0.941233,UCEC,1.384903
7150,VE-822,COLO684,3.774561,UCEC,1.630449
7151,VE821,COLO684,4.32221,UCEC,2.70166
7152,VX-11e,COLO684,2.858787,UCEC,2.821766
7153,Veliparib,COLO684,5.388518,UCEC,4.367149
7154,Venetoclax,COLO684,3.811456,UCEC,2.194972
7155,Vinblastine,COLO684,-3.309745,UCEC,-4.206779
7156,Vincristine,COLO684,-2.489006,UCEC,-1.623888
7157,Vinorelbine,COLO684,-2.954719,UCEC,-3.165823
7158,Vismodegib,COLO684,4.962841,UCEC,4.470312
7159,Vorinostat,COLO684,1.865851,UCEC,0.545524
7160,WEHI-539,COLO684,5.280987,UCEC,1.136094
7161,WIKI4,COLO684,5.188481,UCEC,2.981328
7162,WZ4003,COLO684,2.31365,UCEC,3.412363
7163,Wee1 Inhibitor,COLO684,1.425451,UCEC,1.01793
7164,Wnt-C59,COLO684,3.036799,UCEC,3.938004
7165,XAV939,COLO684,4.149884,UCEC,3.616401
7166,YK-4-279,COLO684,2.621142,UCEC,1.062208
7167,ZM447439,COLO684,3.961747,UCEC,0.959389
7168,Zoledronate,COLO684,4.421412,UCEC,3.333556
7169,alpha-lipoic acid,COLO684,7.388589,UCEC,6.74472
7170,glutathione,COLO684,9.991444,UCEC,9.305666
7171,5-Fluorouracil,MFE296,6.968622,UCEC,4.020678
7172,5-azacytidine,MFE296,3.059922,UCEC,2.591853
7173,A-366,MFE296,5.039612,UCEC,4.773983
7174,ABT737,MFE296,3.233132,UCEC,2.964017
7175,AGI-5198,MFE296,4.301731,UCEC,4.482894
7176,AGI-6780,MFE296,4.238367,UCEC,3.658181
7177,AGK2,MFE296,3.496056,UCEC,3.089577
7178,AMG-319,MFE296,3.763889,UCEC,4.847331
7179,AT13148,MFE296,4.413813,UCEC,3.887114
7180,AZ6102,MFE296,3.708363,UCEC,2.871372
7181,AZ960,MFE296,4.03174,UCEC,2.0859
7182,AZD1208,MFE296,5.681525,UCEC,5.288582
7183,AZD1332,MFE296,4.964675,UCEC,4.602954
7184,AZD2014,MFE296,3.157722,UCEC,2.24019
7185,AZD3759,MFE296,2.742281,UCEC,2.980191
7186,AZD4547,MFE296,1.828435,UCEC,2.951373
7187,AZD5153,MFE296,4.212167,UCEC,2.071471
7188,AZD5363,MFE296,2.709502,UCEC,2.263462
7189,AZD5438,MFE296,2.204567,UCEC,2.286697
7190,AZD5582,MFE296,4.431101,UCEC,2.122617
7191,AZD5991,MFE296,4.376123,UCEC,2.174574
7192,AZD6738,MFE296,3.041707,UCEC,2.335797
7193,AZD7762,MFE296,1.177058,UCEC,0.217129
7194,AZD8055,MFE296,2.763974,UCEC,-0.117667
7195,AZD8186,MFE296,4.674342,UCEC,3.057832
7196,Acetalax,MFE296,0.283086,UCEC,2.63898
7197,Afatinib,MFE296,3.636634,UCEC,2.640984
7198,Afuresertib,MFE296,1.485186,UCEC,1.631136
7199,Alisertib,MFE296,3.042469,UCEC,2.186739
7200,Alpelisib,MFE296,4.957321,UCEC,3.801265
7201,Avagacestat,MFE296,5.948366,UCEC,4.653799
7202,Axitinib,MFE296,2.543814,UCEC,2.908192
7203,BI-2536,MFE296,-0.598473,UCEC,-1.463985
7204,BIBR-1532,MFE296,4.726597,UCEC,4.982651
7205,BMS-345541,MFE296,3.690225,UCEC,3.28403
7206,BMS-536924,MFE296,3.073585,UCEC,2.880379
7207,BMS-754807,MFE296,5.429263,UCEC,3.276263
7208,Bleomycin,MFE296,2.437543,UCEC,2.333723
7209,Bleomycin (50 uM),MFE296,4.642915,UCEC,2.613644
7210,Bortezomib,MFE296,-3.580802,UCEC,-4.433143
7211,Bosutinib,MFE296,3.683218,UCEC,3.154389
7212,Bromosporine,MFE296,3.59495,UCEC,2.650249
7213,Buparlisib,MFE296,1.902229,UCEC,0.912461
7214,CCT007093,MFE296,4.72872,UCEC,4.697384
7215,CPI-637,MFE296,4.776156,UCEC,4.082317
7216,CZC24832,MFE296,4.607539,UCEC,5.157483
7217,Camptothecin,MFE296,-2.009829,UCEC,-2.162762
7218,Carmustine,MFE296,6.721077,UCEC,5.671487
7219,Cediranib,MFE296,3.648407,UCEC,2.718447
7220,Cisplatin,MFE296,4.933667,UCEC,2.85931
7221,Crizotinib,MFE296,4.941282,UCEC,2.933431
7222,Cyclophosphamide,MFE296,5.690188,UCEC,4.988381
7223,Cytarabine,MFE296,4.034681,UCEC,1.770591
7224,Dabrafenib,MFE296,4.57136,UCEC,4.811481
7225,Dacarbazine,MFE296,5.339972,UCEC,5.178489
7226,Dactinomycin,MFE296,-2.480705,UCEC,-3.834205
7227,Dactolisib,MFE296,1.383423,UCEC,-1.779181
7228,Dasatinib,MFE296,3.184363,UCEC,3.242595
7229,Dihydrorotenone,MFE296,-3.915843,UCEC,-0.287137
7230,Dinaciclib,MFE296,-0.366712,UCEC,-2.880472
7231,Docetaxel,MFE296,0.076384,UCEC,-3.770824
7232,Doramapimod,MFE296,5.62015,UCEC,4.537726
7233,EHT-1864,MFE296,2.252828,UCEC,2.998886
7234,EPZ004777,MFE296,5.212885,UCEC,5.003039
7235,EPZ5676,MFE296,5.260998,UCEC,5.349856
7236,Elephantin,MFE296,5.622687,UCEC,3.762571
7237,Entinostat,MFE296,3.445063,UCEC,2.91196
7238,Entospletinib,MFE296,4.741715,UCEC,3.820048
7239,Epirubicin,MFE296,0.522833,UCEC,-0.84216
7240,Erlotinib,MFE296,2.777094,UCEC,3.709817
7241,Fludarabine,MFE296,6.256179,UCEC,4.806156
7242,Foretinib,MFE296,1.543957,UCEC,1.126567
7243,Fulvestrant,MFE296,3.577112,UCEC,3.15833
7244,GDC0810,MFE296,5.493553,UCEC,4.701286
7245,GNE-317,MFE296,2.831852,UCEC,0.892037
7246,GSK-LSD1,MFE296,2.911189,UCEC,2.548331
7247,GSK1904529A,MFE296,4.965145,UCEC,3.794203
7248,GSK2110183B,MFE296,4.353255,UCEC,2.510041
7249,GSK2578215A,MFE296,5.690902,UCEC,4.553219
7250,GSK2606414,MFE296,4.247152,UCEC,3.544608
7251,GSK2801,MFE296,4.739471,UCEC,4.803399
7252,GSK2830371,MFE296,5.304647,UCEC,5.221218
7253,GSK343,MFE296,4.388248,UCEC,3.676563
7254,GSK591,MFE296,5.290027,UCEC,4.664145
7255,GW441756,MFE296,3.927547,UCEC,3.263389
7256,Gallibiscoquinazole,MFE296,2.209979,UCEC,2.455354
7257,Gefitinib,MFE296,3.962454,UCEC,3.780886
7258,Gemcitabine,MFE296,2.275647,UCEC,-0.779372
7259,I-BET-762,MFE296,4.969368,UCEC,3.909012
7260,I-BRD9,MFE296,5.681779,UCEC,4.201956
7261,ICL-SIRT078,MFE296,5.499502,UCEC,3.97339
7262,IWP-2,MFE296,2.608916,UCEC,2.650846
7263,Ibrutinib,MFE296,5.570381,UCEC,4.978071
7264,Ipatasertib,MFE296,2.842443,UCEC,2.339844
7265,Irinotecan,MFE296,2.822112,UCEC,2.516885
7266,JNK Inhibitor VIII,MFE296,5.575113,UCEC,4.934872
7267,JQ1,MFE296,5.003214,UCEC,2.647895
7268,KRAS (G12C) Inhibitor-12,MFE296,5.818919,UCEC,4.516274
7269,KU-55933,MFE296,4.866854,UCEC,4.669256
7270,L-Oxonoreleagnine,MFE296,3.89228,UCEC,3.484286
7271,LCL161,MFE296,4.282333,UCEC,4.397847
7272,LGK974,MFE296,2.994275,UCEC,3.549412
7273,LJI308,MFE296,5.69512,UCEC,5.149034
7274,LMP744,MFE296,3.84692,UCEC,0.572777
7275,LY2109761,MFE296,4.290888,UCEC,4.920878
7276,Lapatinib,MFE296,5.954996,UCEC,3.749678
7277,Leflunomide,MFE296,5.084109,UCEC,4.759212
7278,Lenalidomide,MFE296,5.686626,UCEC,5.241462
7279,Lestaurtinib,MFE296,2.830257,UCEC,0.533195
7280,Linsitinib,MFE296,5.023837,UCEC,4.206971
7281,Luminespib,MFE296,-0.388266,UCEC,-2.282176
7282,MG-132,MFE296,-0.553592,UCEC,-1.31914
7283,MIM1,MFE296,4.073843,UCEC,3.514915
7284,MIRA-1,MFE296,5.432258,UCEC,5.080689
7285,MK-1775,MFE296,2.492263,UCEC,1.161989
7286,MK-2206,MFE296,4.119775,UCEC,2.568825
7287,MK-8776,MFE296,1.621677,UCEC,3.702783
7288,ML323,MFE296,3.881045,UCEC,3.865526
7289,MN-64,MFE296,4.0211,UCEC,4.753241
7290,Methotrexate,MFE296,1.188907,UCEC,0.756332
7291,Mirin,MFE296,4.79514,UCEC,4.307808
7292,Mitoxantrone,MFE296,2.126175,UCEC,0.66396
7293,Motesanib,MFE296,5.69512,UCEC,5.462266
7294,Mycophenolic acid,MFE296,3.631359,UCEC,2.04416
7295,N-acetyl cysteine,MFE296,10.143958,UCEC,10.07361
7296,NU7441,MFE296,2.924045,UCEC,2.869377
7297,NVP-ADW742,MFE296,4.52184,UCEC,3.476823
7298,Navitoclax,MFE296,1.628077,UCEC,2.704313
7299,Nelarabine,MFE296,6.268864,UCEC,5.678156
7300,Nilotinib,MFE296,4.680533,UCEC,2.918953
7301,Niraparib,MFE296,4.806624,UCEC,4.45943
7302,Nutlin-3a (-),MFE296,4.650307,UCEC,4.681519
7303,OF-1,MFE296,1.49408,UCEC,3.444156
7304,OSI-027,MFE296,1.27867,UCEC,2.929598
7305,OTX015,MFE296,5.411288,UCEC,3.381821
7306,Obatoclax Mesylate,MFE296,0.124927,UCEC,1.035196
7307,Olaparib,MFE296,4.160576,UCEC,4.301509
7308,Osimertinib,MFE296,2.029236,UCEC,2.151899
7309,Oxaliplatin,MFE296,5.083403,UCEC,3.988907
7310,P22077,MFE296,3.615395,UCEC,4.043605
7311,PCI-34051,MFE296,4.775658,UCEC,4.17867
7312,PD0325901,MFE296,3.74844,UCEC,3.458228
7313,PD173074,MFE296,3.779592,UCEC,3.643719
7314,PFI-1,MFE296,4.171738,UCEC,4.121116
7315,PFI3,MFE296,5.492031,UCEC,5.264394
7316,PLX-4720,MFE296,5.425583,UCEC,4.853074
7317,POMHEX,MFE296,1.217698,UCEC,1.221551
7318,PRIMA-1MET,MFE296,5.453602,UCEC,4.162042
7319,PRT062607,MFE296,5.670567,UCEC,4.292592
7320,Paclitaxel,MFE296,-0.094029,UCEC,-3.043081
7321,Palbociclib,MFE296,4.567998,UCEC,4.002074
7322,Pevonedistat,MFE296,-0.220013,UCEC,0.595028
7323,Picolinici-acid,MFE296,5.222258,UCEC,4.854643
7324,Pictilisib,MFE296,2.694909,UCEC,1.131221
7325,Podophyllotoxin bromide,MFE296,2.444298,UCEC,-0.595499
7326,Pyridostatin,MFE296,2.975204,UCEC,2.896591
7327,RO-3306,MFE296,5.478433,UCEC,3.414317
7328,RVX-208,MFE296,4.549903,UCEC,4.831103
7329,Rapamycin,MFE296,0.158956,UCEC,-2.162362
7330,Refametinib,MFE296,3.772086,UCEC,3.946685
7331,Remodelin,MFE296,3.833999,UCEC,4.227526
7332,Ribociclib,MFE296,4.331094,UCEC,4.248735
7333,Romidepsin,MFE296,-4.637336,UCEC,-5.506294
7334,Rucaparib,MFE296,3.782205,UCEC,4.357452
7335,Ruxolitinib,MFE296,4.235549,UCEC,4.967854
7336,SB216763,MFE296,5.053871,UCEC,5.192613
7337,SB590885,MFE296,4.436457,UCEC,4.090573
7338,SCH772984,MFE296,3.075337,UCEC,3.918276
7339,SGC-CBP30,MFE296,3.695905,UCEC,4.255355
7340,SGC0946,MFE296,2.447684,UCEC,2.126917
7341,SN-38,MFE296,-4.583057,UCEC,-1.999321
7342,Sabutoclax,MFE296,0.346924,UCEC,-0.654811
7343,Sapitinib,MFE296,4.60245,UCEC,4.900767
7344,Savolitinib,MFE296,1.105928,UCEC,2.786924
7345,Schweinfurthin A,MFE296,3.392535,UCEC,1.653022
7346,Selumetinib,MFE296,4.689335,UCEC,4.958868
7347,Sepantronium bromide,MFE296,-2.757468,UCEC,-5.271115
7348,Serdemetan,MFE296,3.635013,UCEC,3.934171
7349,Sinularin,MFE296,3.86261,UCEC,3.400898
7350,Sorafenib,MFE296,2.324782,UCEC,2.470219
7351,Staurosporine,MFE296,-1.192898,UCEC,-2.452486
7352,Talazoparib,MFE296,3.696216,UCEC,3.416254
7353,Tamoxifen,MFE296,3.265739,UCEC,3.547742
7354,Tanespimycin,MFE296,0.695647,UCEC,-0.83393
7355,Taselisib,MFE296,3.018689,UCEC,1.579115
7356,Telomerase Inhibitor IX,MFE296,1.304711,UCEC,0.212316
7357,Temozolomide,MFE296,6.095018,UCEC,5.993112
7358,Temsirolimus,MFE296,3.130095,UCEC,0.655777
7359,Teniposide,MFE296,1.595579,UCEC,0.325062
7360,Topotecan,MFE296,4.290569,UCEC,0.747915
7361,Trametinib,MFE296,2.338163,UCEC,2.190434
7362,UMI-77,MFE296,4.605382,UCEC,2.721251
7363,UNC0379,MFE296,4.211168,UCEC,3.856181
7364,UNC0638,MFE296,4.863757,UCEC,4.434909
7365,Ulixertinib,MFE296,3.588978,UCEC,3.053023
7366,Uprosertib,MFE296,1.565976,UCEC,1.712335
7367,VE-822,MFE296,2.945628,UCEC,3.22608
7368,VE821,MFE296,5.57855,UCEC,4.051897
7369,VX-11e,MFE296,4.892633,UCEC,3.518156
7370,Veliparib,MFE296,5.692509,UCEC,4.967951
7371,Venetoclax,MFE296,3.210502,UCEC,2.738074
7372,Vinblastine,MFE296,-3.324045,UCEC,-3.759161
7373,Vincristine,MFE296,2.085556,UCEC,-2.501275
7374,Vinorelbine,MFE296,-1.89616,UCEC,-3.317471
7375,Vismodegib,MFE296,5.668489,UCEC,4.562526
7376,Vorinostat,MFE296,2.924044,UCEC,1.495502
7377,WEHI-539,MFE296,3.836949,UCEC,3.985069
7378,WIKI4,MFE296,3.597892,UCEC,3.524026
7379,WZ4003,MFE296,3.323814,UCEC,4.462832
7380,Wee1 Inhibitor,MFE296,3.063845,UCEC,2.20873
7381,Wnt-C59,MFE296,4.255234,UCEC,3.494239
7382,XAV939,MFE296,3.500827,UCEC,4.29069
7383,YK-4-279,MFE296,3.05404,UCEC,2.305158
7384,ZM447439,MFE296,5.681769,UCEC,3.190381
7385,Zoledronate,MFE296,3.758793,UCEC,3.191186
7386,alpha-lipoic acid,MFE296,8.140862,UCEC,6.942991
7387,glutathione,MFE296,9.053842,UCEC,8.929214
7388,5-Fluorouracil,TOV21G,3.496207,CCOV,2.900423
7389,5-azacytidine,TOV21G,1.909509,CCOV,1.833015
7390,A-366,TOV21G,5.051404,CCOV,4.779469
7391,ABT737,TOV21G,3.182042,CCOV,2.534565
7392,AGI-5198,TOV21G,3.993675,CCOV,4.488395
7393,AGI-6780,TOV21G,5.326332,CCOV,3.943162
7394,AGK2,TOV21G,2.771742,CCOV,3.081641
7395,AMG-319,TOV21G,5.8369,CCOV,4.639853
7396,AT13148,TOV21G,1.598558,CCOV,2.283065
7397,AZ6102,TOV21G,1.573551,CCOV,2.18687
7398,AZ960,TOV21G,1.798983,CCOV,0.927143
7399,AZD1208,TOV21G,5.525396,CCOV,5.16273
7400,AZD1332,TOV21G,2.574578,CCOV,2.401193
7401,AZD2014,TOV21G,0.356023,CCOV,1.63131
7402,AZD3759,TOV21G,2.707476,CCOV,2.631286
7403,AZD4547,TOV21G,4.245287,CCOV,2.701166
7404,AZD5153,TOV21G,-0.2012,CCOV,0.36542
7405,AZD5363,TOV21G,0.959574,CCOV,1.985691
7406,AZD5438,TOV21G,0.925971,CCOV,2.13344
7407,AZD5582,TOV21G,-2.532766,CCOV,3.162762
7408,AZD5991,TOV21G,6.154849,CCOV,3.86598
7409,AZD6738,TOV21G,1.085046,CCOV,1.446556
7410,AZD7762,TOV21G,-0.244262,CCOV,0.268693
7411,AZD8055,TOV21G,-0.459656,CCOV,-0.696512
7412,AZD8186,TOV21G,3.134498,CCOV,2.656249
7413,Acetalax,TOV21G,4.923955,CCOV,4.540848
7414,Afatinib,TOV21G,1.097343,CCOV,1.873376
7415,Afuresertib,TOV21G,0.188998,CCOV,1.801572
7416,Alisertib,TOV21G,0.147202,CCOV,0.654844
7417,Alpelisib,TOV21G,5.035126,CCOV,3.521776
7418,Avagacestat,TOV21G,5.649066,CCOV,4.46872
7419,Axitinib,TOV21G,4.020065,CCOV,2.989536
7420,BI-2536,TOV21G,-1.338605,CCOV,-1.473706
7421,BIBR-1532,TOV21G,5.209179,CCOV,4.78765
7422,BMS-345541,TOV21G,3.459509,CCOV,3.166658
7423,BMS-536924,TOV21G,2.047642,CCOV,1.88153
7424,BMS-754807,TOV21G,1.495343,CCOV,2.071842
7425,Bleomycin,TOV21G,1.794366,CCOV,2.271172
7426,Bleomycin (50 uM),TOV21G,3.055269,CCOV,2.137488
7427,Bortezomib,TOV21G,-5.847356,CCOV,-4.351776
7428,Bosutinib,TOV21G,2.2392,CCOV,2.49971
7429,Bromosporine,TOV21G,2.747884,CCOV,1.920603
7430,Buparlisib,TOV21G,1.915799,CCOV,0.882105
7431,CCT007093,TOV21G,5.575509,CCOV,5.016859
7432,CPI-637,TOV21G,4.913318,CCOV,3.804513
7433,CZC24832,TOV21G,5.703407,CCOV,5.148504
7434,Camptothecin,TOV21G,-1.549413,CCOV,-3.061046
7435,Carmustine,TOV21G,5.794266,CCOV,5.815958
7436,Cediranib,TOV21G,2.628755,CCOV,2.425289
7437,Cisplatin,TOV21G,2.364378,CCOV,1.956654
7438,Crizotinib,TOV21G,3.004354,CCOV,2.134335
7439,Cyclophosphamide,TOV21G,4.616771,CCOV,4.84152
7440,Cytarabine,TOV21G,0.937466,CCOV,0.891362
7441,Dacarbazine,TOV21G,4.397961,CCOV,5.336076
7442,Dactinomycin,TOV21G,-4.781781,CCOV,-3.558058
7443,Dactolisib,TOV21G,-1.956166,CCOV,-2.168137
7444,Dasatinib,TOV21G,-2.113615,CCOV,0.102239
7445,Dihydrorotenone,TOV21G,2.231796,CCOV,1.496898
7446,Dinaciclib,TOV21G,-3.62712,CCOV,-2.759894
7447,Docetaxel,TOV21G,-3.612229,CCOV,-3.894932
7448,Doramapimod,TOV21G,5.674752,CCOV,4.599761
7449,EHT-1864,TOV21G,5.235573,CCOV,3.266466
7450,EPZ004777,TOV21G,4.902451,CCOV,4.75942
7451,EPZ5676,TOV21G,5.759707,CCOV,5.206219
7452,Elephantin,TOV21G,1.872775,CCOV,2.440747
7453,Entinostat,TOV21G,2.364178,CCOV,2.268745
7454,Entospletinib,TOV21G,1.918805,CCOV,3.326797
7455,Epirubicin,TOV21G,-1.259099,CCOV,-1.24157
7456,Erlotinib,TOV21G,1.704132,CCOV,2.879407
7457,Fludarabine,TOV21G,5.030666,CCOV,3.454221
7458,Foretinib,TOV21G,0.764808,CCOV,0.812992
7459,Fulvestrant,TOV21G,4.077697,CCOV,3.601104
7460,GDC0810,TOV21G,5.074827,CCOV,4.831249
7461,GNE-317,TOV21G,0.434708,CCOV,-0.185101
7462,GSK-LSD1,TOV21G,2.916415,CCOV,2.537693
7463,GSK1904529A,TOV21G,4.308281,CCOV,4.377247
7464,GSK2110183B,TOV21G,-0.020413,CCOV,2.259378
7465,GSK2578215A,TOV21G,5.445069,CCOV,4.404477
7466,GSK2606414,TOV21G,2.899051,CCOV,3.10861
7467,GSK2801,TOV21G,5.226861,CCOV,4.895451
7468,GSK2830371,TOV21G,6.029147,CCOV,5.398559
7469,GSK343,TOV21G,4.017775,CCOV,3.750313
7470,GSK591,TOV21G,4.422174,CCOV,4.609534
7471,GW441756,TOV21G,3.967917,CCOV,3.0241
7472,Gallibiscoquinazole,TOV21G,3.572479,CCOV,2.53836
7473,Gefitinib,TOV21G,4.091424,CCOV,3.110537
7474,Gemcitabine,TOV21G,0.18367,CCOV,-3.263494
7475,I-BET-762,TOV21G,3.710945,CCOV,2.64555
7476,I-BRD9,TOV21G,3.851895,CCOV,3.967593
7477,ICL-SIRT078,TOV21G,4.278917,CCOV,3.935611
7478,IWP-2,TOV21G,3.465416,CCOV,2.539026
7479,Ibrutinib,TOV21G,4.50343,CCOV,4.809282
7480,Ipatasertib,TOV21G,1.624995,CCOV,2.65244
7481,Irinotecan,TOV21G,3.134951,CCOV,1.351289
7482,JNK Inhibitor VIII,TOV21G,5.161333,CCOV,5.156884
7483,JQ1,TOV21G,2.294252,CCOV,1.490679
7484,KRAS (G12C) Inhibitor-12,TOV21G,3.918653,CCOV,4.327302
7485,KU-55933,TOV21G,5.580926,CCOV,4.954942
7486,L-Oxonoreleagnine,TOV21G,4.305084,CCOV,3.252121
7487,LCL161,TOV21G,2.327392,CCOV,4.743882
7488,LGK974,TOV21G,5.029408,CCOV,3.978583
7489,LJI308,TOV21G,5.5703,CCOV,4.906449
7490,LMP744,TOV21G,-0.383213,CCOV,-0.562563
7491,LY2109761,TOV21G,6.133199,CCOV,4.780056
7492,Lapatinib,TOV21G,4.740184,CCOV,3.768805
7493,Leflunomide,TOV21G,5.989504,CCOV,4.837333
7494,Lenalidomide,TOV21G,5.654135,CCOV,5.241727
7495,Lestaurtinib,TOV21G,0.818166,CCOV,-0.52772
7496,Linsitinib,TOV21G,6.312212,CCOV,3.816159
7497,Luminespib,TOV21G,-3.6813,CCOV,-2.443263
7498,MG-132,TOV21G,-2.432797,CCOV,-1.075807
7499,MIM1,TOV21G,4.467492,CCOV,3.512085
7500,MIRA-1,TOV21G,4.578229,CCOV,4.79141
7501,MK-1775,TOV21G,-0.139587,CCOV,0.875079
7502,MK-2206,TOV21G,3.985583,CCOV,2.373934
7503,MK-8776,TOV21G,2.684554,CCOV,2.508239
7504,ML323,TOV21G,5.012404,CCOV,4.536785
7505,MN-64,TOV21G,5.074773,CCOV,4.664663
7506,Methotrexate,TOV21G,2.605286,CCOV,0.800232
7507,Mirin,TOV21G,4.758882,CCOV,4.588189
7508,Mitoxantrone,TOV21G,0.422219,CCOV,0.057659
7509,Motesanib,TOV21G,6.154849,CCOV,5.670998
7510,Mycophenolic acid,TOV21G,0.03955,CCOV,1.316185
7511,N-acetyl cysteine,TOV21G,10.714096,CCOV,10.084673
7512,NU7441,TOV21G,4.636091,CCOV,1.987967
7513,NVP-ADW742,TOV21G,3.314683,CCOV,2.656
7514,Navitoclax,TOV21G,2.651703,CCOV,2.376933
7515,Nelarabine,TOV21G,6.727799,CCOV,5.585259
7516,Nilotinib,TOV21G,4.652567,CCOV,3.159475
7517,Niraparib,TOV21G,3.137684,CCOV,3.867579
7518,Nutlin-3a (-),TOV21G,2.67693,CCOV,3.114721
7519,OF-1,TOV21G,6.024755,CCOV,3.919175
7520,OSI-027,TOV21G,1.00109,CCOV,2.631666
7521,OTX015,TOV21G,1.532032,CCOV,1.195945
7522,Obatoclax Mesylate,TOV21G,-0.165849,CCOV,0.565671
7523,Olaparib,TOV21G,4.767592,CCOV,3.662309
7524,Osimertinib,TOV21G,1.839792,CCOV,1.957603
7525,Oxaliplatin,TOV21G,2.0717,CCOV,3.626564
7526,P22077,TOV21G,3.038822,CCOV,4.534956
7527,PCI-34051,TOV21G,3.396147,CCOV,4.145008
7528,PD0325901,TOV21G,1.512661,CCOV,1.792953
7529,PD173074,TOV21G,2.941605,CCOV,3.532965
7530,PFI-1,TOV21G,4.215763,CCOV,4.046774
7531,PFI3,TOV21G,5.733119,CCOV,4.90466
7532,PLX-4720,TOV21G,2.563821,CCOV,4.260597
7533,POMHEX,TOV21G,1.851084,CCOV,1.358776
7534,PRIMA-1MET,TOV21G,1.841456,CCOV,3.587442
7535,PRT062607,TOV21G,2.888594,CCOV,2.699586
7536,Paclitaxel,TOV21G,-2.242871,CCOV,-2.857469
7537,Palbociclib,TOV21G,3.758125,CCOV,3.273937
7538,Pevonedistat,TOV21G,-1.585445,CCOV,0.15772
7539,Picolinici-acid,TOV21G,5.758643,CCOV,4.815036
7540,Pictilisib,TOV21G,1.76229,CCOV,0.888253
7541,Podophyllotoxin bromide,TOV21G,-1.326889,CCOV,-0.588366
7542,Pyridostatin,TOV21G,3.19945,CCOV,3.48133
7543,RO-3306,TOV21G,4.168999,CCOV,3.087442
7544,RVX-208,TOV21G,5.250279,CCOV,4.38953
7545,Rapamycin,TOV21G,-4.621388,CCOV,-1.492918
7546,Refametinib,TOV21G,1.821727,CCOV,2.527978
7547,Remodelin,TOV21G,6.243874,CCOV,4.749104
7548,Ribociclib,TOV21G,4.109501,CCOV,3.85076
7549,Romidepsin,TOV21G,-5.844056,CCOV,-4.58907
7550,Rucaparib,TOV21G,3.580173,CCOV,3.598599
7551,Ruxolitinib,TOV21G,4.928853,CCOV,4.705476
7552,SB216763,TOV21G,4.423942,CCOV,4.997007
7553,SB590885,TOV21G,5.078969,CCOV,4.056187
7554,SCH772984,TOV21G,2.318789,CCOV,3.106397
7555,SGC-CBP30,TOV21G,5.057509,CCOV,4.09132
7556,SGC0946,TOV21G,1.811122,CCOV,1.77335
7557,SN-38,TOV21G,-2.512846,CCOV,-3.393176
7558,Sabutoclax,TOV21G,0.125296,CCOV,-0.603639
7559,Sapitinib,TOV21G,2.541005,CCOV,4.709809
7560,Savolitinib,TOV21G,2.642287,CCOV,2.358279
