,drug,cell_line,OncotreeCode,IC50,prediction
5484,OF-1,KYSE510,ESCC,3.466274852,3.304337
5485,PRT062607,KYSE510,ESCC,2.356981245,3.793378
5486,Refametinib,KYSE510,ESCC,4.3106887,3.323272
5487,SL0101,KYSE510,ESCC,4.983974806,4.472178
5488,Tozasertib,KYSE510,ESCC,3.540241021,2.95186
5489,Uprosertib,KYSE510,ESCC,3.350675044,2.898138
5490,WZ4003,KYSE510,ESCC,2.868272882,4.857664
5491,BMS-345541,KYSE520,ESCC,4.133127411,4.90192
5492,Carmustine,KYSE520,ESCC,7.492615737,7.325205
5493,Cytarabine,KYSE520,ESCC,6.012724692,4.852772
5494,Dihydrorotenone,KYSE520,ESCC,2.981353181,2.451778
5495,Gallibiscoquinazole,KYSE520,ESCC,3.681139555,3.700312
5496,Irinotecan,KYSE520,ESCC,5.777406004,5.911127
5497,JNK Inhibitor VIII,KYSE520,ESCC,5.936167303,6.377079
5498,KU-55933,KYSE520,ESCC,7.009218127,5.862512
5499,LMP744,KYSE520,ESCC,4.511604293,2.747388
5500,LY2109761,KYSE520,ESCC,5.905151786,5.882607
5501,MK-8776,KYSE520,ESCC,4.723418635,4.003417
5502,Nilotinib,KYSE520,ESCC,5.496325036,6.187106
5503,Pictilisib,KYSE520,ESCC,0.796638325,0.56785
5504,RO-3306,KYSE520,ESCC,6.634346713,5.673586
5505,Tanespimycin,KYSE520,ESCC,-0.831257188,-0.567932
5506,Trametinib,KYSE520,ESCC,-0.258093149,-0.223154
5507,Ulixertinib,KYSE520,ESCC,3.282932729,2.783245
5508,VE821,KYSE520,ESCC,6.306308303,6.201903
5509,Vinblastine,KYSE520,ESCC,-1.974657965,-0.88095
5510,AGK2,KYSE70,ESCC,4.350988288,3.624231
5511,AZD3759,KYSE70,ESCC,3.026992026,3.16944
5512,Entospletinib,KYSE70,ESCC,5.179385348,5.258458
5513,Fulvestrant,KYSE70,ESCC,4.790446471,4.139691
5514,GNE-317,KYSE70,ESCC,1.341752296,1.826779
5515,GSK2606414,KYSE70,ESCC,4.715349844,5.003254
5516,MIRA-1,KYSE70,ESCC,7.226436269,6.337226
5517,PFI-1,KYSE70,ESCC,5.075004867,4.593489
5518,POMHEX,KYSE70,ESCC,5.242489998,2.17403
5519,Picolinici-acid,KYSE70,ESCC,6.39071088,5.848319
5520,Rapamycin,KYSE70,ESCC,1.010129191,-0.277072
5521,Refametinib,KYSE70,ESCC,3.790908037,3.603841
5522,Ruxolitinib,KYSE70,ESCC,6.086901751,5.143259
5523,SGC-CBP30,KYSE70,ESCC,5.352388382,4.504193
5524,SN-38,KYSE70,ESCC,4.981098371,4.711973
5525,UMI-77,KYSE70,ESCC,2.526785724,4.282154
5526,Vismodegib,KYSE70,ESCC,5.739272423,5.781985
5527,WEHI-539,KYSE70,ESCC,5.117909336,4.61469
5528,Wnt-C59,KYSE70,ESCC,5.867889348,5.081756
5529,5-azacytidine,L1236,HL,2.302758134,2.308704
5530,AZD5582,L1236,HL,1.093911286,1.509106
5531,Acetalax,L1236,HL,5.412759183,5.472773
5532,BMS-345541,L1236,HL,1.928439053,2.232301
5533,Daporinad,L1236,HL,-4.019993856,-6.039116
5534,Dinaciclib,L1236,HL,-3.869309989,-3.669247
5535,Erlotinib,L1236,HL,2.797573143,2.470439
5536,GSK2578215A,L1236,HL,4.467181479,4.005272
5537,IWP-2,L1236,HL,2.563867811,2.174331
5538,Luminespib,L1236,HL,-3.946198077,-3.701605
5539,MK-2206,L1236,HL,2.359992692,1.721335
5540,MN-64,L1236,HL,2.898803091,3.929994
5541,Podophyllotoxin bromide,L1236,HL,-0.937664797,-1.700138
5542,Sabutoclax,L1236,HL,-1.588380874,-1.214828
5543,UMI-77,L1236,HL,2.086909529,1.630244
5544,VX-11e,L1236,HL,2.777858085,2.658409
5545,Veliparib,L1236,HL,4.799562754,5.014685
5546,Venetoclax,L1236,HL,2.509950091,0.812591
5547,Vorinostat,L1236,HL,-0.256137654,0.59094
5548,AGK2,L363,PCM,1.739216387,2.453488
5549,AZD2014,L363,PCM,0.380344734,0.721766
5550,Acetalax,L363,PCM,5.234201575,5.227141
5551,BI-2536,L363,PCM,-4.181943479,-3.847651
5552,Cediranib,L363,PCM,2.031632274,1.674748
5553,Doramapimod,L363,PCM,4.039873402,3.891201
5554,GSK2801,L363,PCM,3.068692149,3.909622
5555,GSK591,L363,PCM,4.408394177,3.629495
5556,KU-55933,L363,PCM,4.421538801,3.602841
5557,MIM1,L363,PCM,2.757965784,3.051783
5558,N-acetyl cysteine,L363,PCM,9.25219907,9.594564
5559,Nilotinib,L363,PCM,1.52389875,1.566068
5560,Nutlin-3a (-),L363,PCM,3.949905916,4.206231
5561,Obatoclax Mesylate,L363,PCM,0.882215187,0.007172
5562,Palbociclib,L363,PCM,2.480463938,2.662574
5563,SGC-CBP30,L363,PCM,2.611301878,3.413526
5564,Sepantronium bromide,L363,PCM,-5.615039504,-5.316111
5565,Taselisib,L363,PCM,0.421277111,0.10254
5566,Vinorelbine,L363,PCM,-4.907684233,-5.220523
5567,AT13148,L428,HL,4.850486351,3.304768
5568,AZD5991,L428,HL,4.640526985,1.086006
5569,Bortezomib,L428,HL,-5.324124367,-5.445136
5570,Buparlisib,L428,HL,0.334680826,0.680278
5571,Cisplatin,L428,HL,1.324089388,1.709752
5572,Dabrafenib,L428,HL,4.212890972,3.688637
5573,Dactinomycin,L428,HL,-3.627860647,-4.103561
5574,GSK-LSD1,L428,HL,0.881176397,2.362597
5575,GSK343,L428,HL,2.572914235,2.801942
5576,I-BET-762,L428,HL,2.874012463,2.384915
5577,Luminespib,L428,HL,-2.774521262,-2.749485
5578,Mitoxantrone,L428,HL,-1.772839025,0.559852
5579,OF-1,L428,HL,4.583447501,3.892334
5580,OSI-027,L428,HL,3.79376187,1.842685
5581,OTX015,L428,HL,1.894138546,1.264175
5582,Romidepsin,L428,HL,-5.152582524,-5.277127
5583,Savolitinib,L428,HL,0.977972166,1.8346
5584,Talazoparib,L428,HL,1.777079418,3.91692
5585,Vinblastine,L428,HL,-5.577980782,-4.480483
5586,AZD5363,L540,HL,4.592590223,3.52542
5587,Alisertib,L540,HL,0.583961257,-1.061687
5588,BMS-536924,L540,HL,1.318654192,2.07708
5589,Bleomycin (50 uM),L540,HL,2.338876089,1.931384
5590,Bromosporine,L540,HL,0.164652085,0.90365
5591,Daporinad,L540,HL,-4.258878075,-6.076055
5592,Dinaciclib,L540,HL,-4.695174177,-3.931047
5593,Entospletinib,L540,HL,3.886636738,2.959415
5594,Epirubicin,L540,HL,-2.309255483,-3.09102
5595,Fulvestrant,L540,HL,2.147717084,2.752374
5596,GSK1904529A,L540,HL,2.742350715,3.439581
5597,KRAS (G12C) Inhibitor-12,L540,HL,1.566059666,2.656375
5598,MIM1,L540,HL,3.223572117,2.657396
5599,N-acetyl cysteine,L540,HL,9.951020254,9.645805
5600,Osimertinib,L540,HL,0.319496078,1.670731
5601,Palbociclib,L540,HL,2.77568046,2.073742
5602,Trametinib,L540,HL,3.067358233,1.422754
5603,Vorinostat,L540,HL,0.77132737,0.641744
5604,Zoledronate,L540,HL,3.186908942,2.937981
5605,Afatinib,LAMA84,CML,0.937092035,1.074874
5606,Cisplatin,LAMA84,CML,1.330546148,1.002698
5607,Dasatinib,LAMA84,CML,-8.280412049,-6.959291
5608,Dihydrorotenone,LAMA84,CML,0.979489374,-0.793049
5609,Doramapimod,LAMA84,CML,3.48555863,4.661183
5610,EPZ5676,LAMA84,CML,4.687593205,4.765944
5611,Entospletinib,LAMA84,CML,1.822784495,2.656175
5612,GSK591,LAMA84,CML,2.556024988,3.407228
5613,MIRA-1,LAMA84,CML,4.074805202,3.837215
5614,Methotrexate,LAMA84,CML,-3.450254617,-2.820328
5615,Mirin,LAMA84,CML,4.519339268,3.774753
5616,Nelarabine,LAMA84,CML,4.655436853,4.219542
5617,OTX015,LAMA84,CML,-0.928230146,0.916253
5618,PFI3,LAMA84,CML,4.379830434,4.380861
5619,Rapamycin,LAMA84,CML,-3.447897294,-2.752299
5620,Romidepsin,LAMA84,CML,-6.188205838,-5.646011
5621,SB590885,LAMA84,CML,3.825007515,3.427045
5622,Sepantronium bromide,LAMA84,CML,-3.90993043,-4.35254
5623,Teniposide,LAMA84,CML,-1.578937121,-1.444662
5624,A-366,LCLC103H,LCLC,4.431076351,4.905934
5625,AGI-5198,LCLC103H,LCLC,5.958144122,5.204031
5626,AZD6738,LCLC103H,LCLC,4.165824032,2.358065
5627,Afatinib,LCLC103H,LCLC,2.324635699,2.001496
5628,Crizotinib,LCLC103H,LCLC,2.874590745,2.934637
5629,Dasatinib,LCLC103H,LCLC,1.056281564,0.086169
5630,EPZ004777,LCLC103H,LCLC,6.060620421,5.363803
5631,Elephantin,LCLC103H,LCLC,3.37814996,3.223064
5632,Epirubicin,LCLC103H,LCLC,0.053468717,-0.912338
5633,Foretinib,LCLC103H,LCLC,1.767768368,1.321192
5634,LGK974,LCLC103H,LCLC,4.173085176,4.585466
5635,Motesanib,LCLC103H,LCLC,6.124977653,6.080218
5636,Navitoclax,LCLC103H,LCLC,3.3792754,3.892321
5637,Olaparib,LCLC103H,LCLC,5.463799529,4.707748
5638,PLX-4720,LCLC103H,LCLC,3.890578916,5.151423
5639,Pictilisib,LCLC103H,LCLC,1.758880683,1.446431
5640,Rapamycin,LCLC103H,LCLC,0.256526886,-2.158203
5641,Sapitinib,LCLC103H,LCLC,6.168068548,5.269639
5642,ZM447439,LCLC103H,LCLC,2.442053292,3.047469
5643,AZ960,LCLC97TM1,LCLC,1.601785604,1.45048
5644,AZD5438,LCLC97TM1,LCLC,1.665465588,1.23063
5645,AZD8055,LCLC97TM1,LCLC,1.075389986,0.380697
5646,BMS-345541,LCLC97TM1,LCLC,2.914033506,2.328437
5647,Bosutinib,LCLC97TM1,LCLC,2.300494126,3.174124
5648,Carmustine,LCLC97TM1,LCLC,5.876907694,6.04089
5649,Dabrafenib,LCLC97TM1,LCLC,4.675618317,4.188518
5650,Epirubicin,LCLC97TM1,LCLC,-0.160711416,-0.817433
5651,Mirin,LCLC97TM1,LCLC,4.480949382,4.379861
5652,Osimertinib,LCLC97TM1,LCLC,3.145242451,1.520945
5653,Pyridostatin,LCLC97TM1,LCLC,5.402670982,3.160294
5654,RVX-208,LCLC97TM1,LCLC,5.001095345,4.502525
5655,Ruxolitinib,LCLC97TM1,LCLC,4.683447407,5.058457
5656,SB590885,LCLC97TM1,LCLC,3.161473839,4.616412
5657,SGC0946,LCLC97TM1,LCLC,1.475286415,2.158566
5658,Serdemetan,LCLC97TM1,LCLC,4.117783004,3.681455
5659,Sinularin,LCLC97TM1,LCLC,2.960055316,3.624901
5660,Sorafenib,LCLC97TM1,LCLC,1.808208141,2.363176
5661,glutathione,LCLC97TM1,LCLC,9.014183974,9.546593
5662,5-Fluorouracil,LK2,LUSC,4.530405394,5.277463
5663,Dactinomycin,LK2,LUSC,-2.49187757,-3.863148
5664,Entinostat,LK2,LUSC,3.979061893,2.166948
5665,Erlotinib,LK2,LUSC,4.219998355,3.513304
5666,Foretinib,LK2,LUSC,0.36801289,-0.30883
5667,JNK Inhibitor VIII,LK2,LUSC,4.742466761,5.436765
5668,KU-55933,LK2,LUSC,5.901376849,5.490635
5669,LGK974,LK2,LUSC,3.616541848,3.002588
5670,Lestaurtinib,LK2,LUSC,-2.008387984,-0.278741
5671,OF-1,LK2,LUSC,3.477208732,2.844207
5672,Podophyllotoxin bromide,LK2,LUSC,-1.889174399,-1.255762
5673,Ribociclib,LK2,LUSC,4.493537331,4.352637
5674,Sapitinib,LK2,LUSC,5.887290582,5.092893
5675,Sinularin,LK2,LUSC,3.173169234,3.818813
5676,Tanespimycin,LK2,LUSC,-0.351967714,-0.380075
5677,Taselisib,LK2,LUSC,4.005423378,1.986114
5678,Vinorelbine,LK2,LUSC,-5.227474887,-3.843894
5679,Zoledronate,LK2,LUSC,4.122041267,4.07654
5680,glutathione,LK2,LUSC,9.040701785,9.377962
5681,5-azacytidine,LN18,GB,2.816257036,3.040721
5682,A-366,LN18,GB,4.741600857,4.842397
5683,AT13148,LN18,GB,1.733653362,3.268927
5684,AZ960,LN18,GB,2.168644661,1.594893
5685,AZD1332,LN18,GB,4.084880615,2.496031
5686,AZD3759,LN18,GB,3.566463818,2.772039
5687,AZD5363,LN18,GB,2.587588474,2.70995
5688,Axitinib,LN18,GB,3.004692266,2.693235
5689,Dihydrorotenone,LN18,GB,0.362874833,0.557519
5690,Elephantin,LN18,GB,3.903221167,4.513968
5691,Gallibiscoquinazole,LN18,GB,1.220071669,2.707567
5692,JQ1,LN18,GB,3.136161022,3.201074
5693,Lenalidomide,LN18,GB,5.553299277,5.098707
5694,Lestaurtinib,LN18,GB,0.822870488,0.20544
5695,MIM1,LN18,GB,3.348559489,2.891324
5696,MN-64,LN18,GB,5.427517932,4.549232
5697,Mitoxantrone,LN18,GB,1.350675568,0.712527
5698,Remodelin,LN18,GB,6.23308525,4.817389
5699,Sorafenib,LN18,GB,1.742566082,2.426075
5700,AZD4547,LN229,GB,2.166550411,3.845836
5701,Cediranib,LN229,GB,4.050159518,2.790839
5702,EHT-1864,LN229,GB,3.818407595,4.226077
5703,GSK2110183B,LN229,GB,3.397266114,4.785312
5704,GSK591,LN229,GB,4.407020627,5.114331
5705,Gefitinib,LN229,GB,3.073512179,3.623171
5706,Gemcitabine,LN229,GB,5.059986658,4.714988
5707,LCL161,LN229,GB,4.811055661,5.271847
5708,LMP744,LN229,GB,4.767177902,3.828713
5709,Linsitinib,LN229,GB,4.456092182,5.091346
5710,ML323,LN229,GB,5.672802921,5.378036
5711,Mycophenolic acid,LN229,GB,3.528306648,3.473867
5712,PD0325901,LN229,GB,1.511611258,1.634777
5713,Podophyllotoxin bromide,LN229,GB,1.953223887,1.991138
5714,Ruxolitinib,LN229,GB,3.89001317,5.305018
5715,Teniposide,LN229,GB,3.800172601,3.813581
5716,Trametinib,LN229,GB,0.319365052,-0.084399
5717,Vincristine,LN229,GB,1.485923132,1.519053
5718,YK-4-279,LN229,GB,3.83324772,3.908854
5719,ABT737,LNCAPCLONEFGC,PRAD,1.23428339,2.008489
5720,AT13148,LNCAPCLONEFGC,PRAD,0.685097274,2.479885
5721,Acetalax,LNCAPCLONEFGC,PRAD,3.408750856,3.788955
5722,Alisertib,LNCAPCLONEFGC,PRAD,4.081386639,1.967442
5723,CCT007093,LNCAPCLONEFGC,PRAD,5.656488631,4.709854
5724,Dabrafenib,LNCAPCLONEFGC,PRAD,4.170793297,4.131526
5725,Dihydrorotenone,LNCAPCLONEFGC,PRAD,0.860363355,0.68049
5726,Dinaciclib,LNCAPCLONEFGC,PRAD,-2.388798616,-3.237672
5727,Docetaxel,LNCAPCLONEFGC,PRAD,-4.059037245,-4.919648
5728,EHT-1864,LNCAPCLONEFGC,PRAD,2.80176261,3.005684
5729,Erlotinib,LNCAPCLONEFGC,PRAD,4.368337888,2.385299
5730,GSK2578215A,LNCAPCLONEFGC,PRAD,3.443517816,3.975838
5731,GSK591,LNCAPCLONEFGC,PRAD,4.274922808,4.10996
5732,Gefitinib,LNCAPCLONEFGC,PRAD,4.043316358,2.971884
5733,Lapatinib,LNCAPCLONEFGC,PRAD,2.574753672,2.125983
5734,Osimertinib,LNCAPCLONEFGC,PRAD,0.392143397,1.447381
5735,Temsirolimus,LNCAPCLONEFGC,PRAD,-4.999850158,-2.410154
5736,Vincristine,LNCAPCLONEFGC,PRAD,-3.117504382,-3.943054
5737,Vorinostat,LNCAPCLONEFGC,PRAD,0.419363147,0.761165
5738,A-366,LOUCY,ATLL,4.780738403,3.912494
5739,AZD3759,LOUCY,ATLL,2.181890888,2.261697
5740,GDC0810,LOUCY,ATLL,3.089462497,4.185031
5741,GSK1904529A,LOUCY,ATLL,1.664844917,3.089858
5742,GSK2801,LOUCY,ATLL,4.262872562,3.904896
5743,GSK2830371,LOUCY,ATLL,3.763511159,4.341008
5744,GSK591,LOUCY,ATLL,4.489385139,3.803454
5745,I-BET-762,LOUCY,ATLL,1.326693135,0.757274
5746,Methotrexate,LOUCY,ATLL,0.26542205,-2.5612
5747,OTX015,LOUCY,ATLL,0.287560387,-0.321651
5748,Olaparib,LOUCY,ATLL,3.705577795,3.651719
5749,P22077,LOUCY,ATLL,4.266405736,2.68564
5750,SB216763,LOUCY,ATLL,5.161957869,4.496824
5751,SGC-CBP30,LOUCY,ATLL,4.080444599,3.586295
5752,Sabutoclax,LOUCY,ATLL,-1.401358881,-1.930143
5753,Staurosporine,LOUCY,ATLL,-2.807510082,-3.71267
5754,Taselisib,LOUCY,ATLL,-0.073877479,1.094893
5755,Veliparib,LOUCY,ATLL,4.137482322,4.301594
5756,Vismodegib,LOUCY,ATLL,3.10952755,3.756833
5757,AMG-319,LOUNH91,LUSC,5.204849755,5.243207
5758,AZD2014,LOUNH91,LUSC,2.111593403,2.183965
5759,AZD5991,LOUNH91,LUSC,5.998242262,5.89399
5760,Avagacestat,LOUNH91,LUSC,5.785115305,5.487812
5761,Cediranib,LOUNH91,LUSC,1.334600919,2.159068
5762,Dabrafenib,LOUNH91,LUSC,4.023820948,5.332602
5763,Entospletinib,LOUNH91,LUSC,2.346848851,3.867051
5764,GSK343,LOUNH91,LUSC,4.664166568,3.529597
5765,Gefitinib,LOUNH91,LUSC,1.415429362,1.188467
5766,Gemcitabine,LOUNH91,LUSC,-1.227410445,-2.639621
5767,Lestaurtinib,LOUNH91,LUSC,-0.350670759,0.373576
5768,Rapamycin,LOUNH91,LUSC,-1.809004121,-2.027458
5769,SCH772984,LOUNH91,LUSC,2.710979712,3.568683
5770,Sinularin,LOUNH91,LUSC,3.920464684,4.214801
5771,Teniposide,LOUNH91,LUSC,0.136818518,-0.056685
5772,Venetoclax,LOUNH91,LUSC,4.036299677,2.720078
5773,WEHI-539,LOUNH91,LUSC,2.686583779,4.545853
5774,Wee1 Inhibitor,LOUNH91,LUSC,2.511982502,2.334314
5775,YK-4-279,LOUNH91,LUSC,1.657770033,2.531349
5776,AZ6102,LOVO,COAD,2.040488145,1.544683
5777,AZD1332,LOVO,COAD,3.638944601,3.749118
5778,AZD5991,LOVO,COAD,4.274984351,4.998417
5779,Bosutinib,LOVO,COAD,2.411803838,1.150904
5780,Crizotinib,LOVO,COAD,0.968264753,1.75674
5781,Doramapimod,LOVO,COAD,6.075680165,5.436002
5782,Erlotinib,LOVO,COAD,1.009026261,1.243532
5783,GSK2110183B,LOVO,COAD,0.646768796,0.941107
5784,GW441756,LOVO,COAD,4.515693688,3.348548
5785,Leflunomide,LOVO,COAD,5.394428538,5.046787
5786,MK-2206,LOVO,COAD,0.12374881,1.529744
5787,Navitoclax,LOVO,COAD,1.869958465,1.579967
5788,Nilotinib,LOVO,COAD,4.120670197,3.373163
5789,PCI-34051,LOVO,COAD,3.957197421,4.480126
5790,SN-38,LOVO,COAD,-2.869852447,-3.137222
5791,Sinularin,LOVO,COAD,4.770359731,3.377518
5792,Taselisib,LOVO,COAD,0.838154448,-0.39407
5793,Wnt-C59,LOVO,COAD,4.060516961,4.87627
5794,XAV939,LOVO,COAD,5.503469248,5.125464
5795,alpha-lipoic acid,LOVO,COAD,8.602459634,8.372793
5796,5-azacytidine,LOXIMVI,MEL,1.764266918,2.202521
5797,AZ960,LOXIMVI,MEL,0.142430352,1.177421
5798,AZD5363,LOXIMVI,MEL,1.526765502,2.612987
5799,AZD5438,LOXIMVI,MEL,0.772756082,0.896798
5800,AZD6738,LOXIMVI,MEL,2.063066643,0.600285
5801,Cediranib,LOXIMVI,MEL,1.216837626,1.769921
5802,Docetaxel,LOXIMVI,MEL,-4.872395983,-5.633533
5803,Doramapimod,LOXIMVI,MEL,5.410701168,5.021722
5804,Epirubicin,LOXIMVI,MEL,-2.561211035,-2.573123
5805,GDC0810,LOXIMVI,MEL,5.390338064,4.879483
5806,GSK2606414,LOXIMVI,MEL,3.602929251,2.560141
5807,KU-55933,LOXIMVI,MEL,5.410701168,4.331634
5808,L-Oxonoreleagnine,LOXIMVI,MEL,3.009256089,3.415229
5809,MG-132,LOXIMVI,MEL,-1.48753697,-1.766866
5810,NU7441,LOXIMVI,MEL,2.564493092,2.129145
5811,POMHEX,LOXIMVI,MEL,0.883942826,0.876884
5812,Palbociclib,LOXIMVI,MEL,2.174369021,1.152637
5813,TW 37,LOXIMVI,MEL,0.505481024,0.071754
5814,Wee1 Inhibitor,LOXIMVI,MEL,1.681238756,0.953499
5815,AZD1332,LP1,PCM,6.018455115,4.905786
5816,BMS-754807,LP1,PCM,2.445496875,3.169275
5817,CZC24832,LP1,PCM,5.162845371,4.913567
5818,Dactinomycin,LP1,PCM,-2.784084759,-3.478598
5819,Dasatinib,LP1,PCM,2.822873051,2.971177
5820,Dinaciclib,LP1,PCM,-3.996297423,-3.354161
5821,Fludarabine,LP1,PCM,5.757406671,4.887947
5822,GSK2578215A,LP1,PCM,4.584772816,4.273654
5823,MK-8776,LP1,PCM,3.500579505,3.875811
5824,NVP-ADW742,LP1,PCM,3.161317784,4.277207
5825,OSI-027,LP1,PCM,5.465396887,1.56363
5826,Oxaliplatin,LP1,PCM,5.842183971,5.136256
5827,PF-4708671,LP1,PCM,2.295054125,3.283309
5828,Ruxolitinib,LP1,PCM,4.878505155,5.012719
5829,Sapitinib,LP1,PCM,4.661234392,4.642936
5830,Teniposide,LP1,PCM,3.832780604,1.742513
5831,Vismodegib,LP1,PCM,3.994305415,4.463573
5832,YK-4-279,LP1,PCM,1.380182383,2.29133
5833,Zoledronate,LP1,PCM,3.322016429,3.283967
5834,5-Fluorouracil,LS1034,COAD,4.099052981,5.167713
5835,AMG-319,LS1034,COAD,5.700094564,5.328702
5836,AZD1332,LS1034,COAD,5.590347719,5.051774
5837,AZD5363,LS1034,COAD,5.323640035,4.402065
5838,AZD7762,LS1034,COAD,1.717932974,0.826067
5839,Docetaxel,LS1034,COAD,-0.253429567,0.134321
5840,Doramapimod,LS1034,COAD,4.736733299,5.589608
5841,EPZ004777,LS1034,COAD,5.769390609,5.464761
5842,Entinostat,LS1034,COAD,5.164636234,3.062795
5843,GSK591,LS1034,COAD,5.05702597,5.183539
5844,IWP-2,LS1034,COAD,3.36157514,3.003964
5845,Luminespib,LS1034,COAD,-0.635898623,-0.063177
5846,MG-132,LS1034,COAD,-0.314817365,-1.105045
5847,MIRA-1,LS1034,COAD,5.992821705,5.442486
5848,N-acetyl cysteine,LS1034,COAD,9.833651435,10.111145
5849,Nutlin-3a (-),LS1034,COAD,4.978280009,5.235294
5850,PFI3,LS1034,COAD,5.422528045,5.36465
5851,Picolinici-acid,LS1034,COAD,5.431684444,5.375746
5852,Telomerase Inhibitor IX,LS1034,COAD,1.36059742,1.646312
5853,Temsirolimus,LS1034,COAD,3.177040112,2.758952
5854,AGI-6780,LS123,COAD,6.153817627,5.89247
5855,AZD8055,LS123,COAD,-1.044306627,-0.117973
5856,EPZ5676,LS123,COAD,7.183569725,6.927818
5857,Entinostat,LS123,COAD,3.901691234,4.601439
5858,Fludarabine,LS123,COAD,7.207128546,6.428915
5859,GSK2606414,LS123,COAD,4.947474436,5.403517
5860,ICL-SIRT078,LS123,COAD,6.450794824,5.956927
5861,IWP-2,LS123,COAD,4.869280395,4.066603
5862,LCL161,LS123,COAD,6.723990362,6.004049
5863,Luminespib,LS123,COAD,-0.562003991,-1.396735
5864,Mitoxantrone,LS123,COAD,3.984082601,3.945068
5865,Navitoclax,LS123,COAD,0.73819724,1.43117
5866,Nelarabine,LS123,COAD,6.562960811,7.265341
5867,PFI-1,LS123,COAD,5.393121087,4.881122
5868,PFI3,LS123,COAD,7.010956298,6.395159
5869,Podophyllotoxin bromide,LS123,COAD,2.334537556,2.355823
5870,Pyridostatin,LS123,COAD,4.989928598,5.071955
5871,Refametinib,LS123,COAD,1.681260103,1.190075
5872,VE-822,LS123,COAD,6.56889167,6.099455
5873,glutathione,LS123,COAD,9.307147534,10.640636
5874,AZD2014,LS180,COAD,1.805112711,2.07812
5875,Afuresertib,LS180,COAD,2.05686358,2.328982
5876,Avagacestat,LS180,COAD,6.459803429,5.259967
5877,Dactinomycin,LS180,COAD,-4.456721678,-3.234118
5878,Entospletinib,LS180,COAD,3.905935967,5.107267
5879,Epirubicin,LS180,COAD,-0.650653841,-0.722362
5880,GSK2606414,LS180,COAD,5.667536567,4.683309
5881,Gallibiscoquinazole,LS180,COAD,3.898383109,2.886952
5882,KU-55933,LS180,COAD,6.200059248,5.561952
5883,L-Oxonoreleagnine,LS180,COAD,4.605478821,3.875196
5884,LGK974,LS180,COAD,4.466968751,4.618937
5885,NU7441,LS180,COAD,2.792055522,3.617506
5886,Osimertinib,LS180,COAD,1.856093802,0.210365
5887,PLX-4720,LS180,COAD,6.201589002,5.352386
5888,Picolinici-acid,LS180,COAD,5.061134008,5.565981
5889,RO-3306,LS180,COAD,3.905931855,3.904656
5890,Serdemetan,LS180,COAD,3.463668932,4.72751
5891,Sorafenib,LS180,COAD,3.49775627,2.917249
5892,Ulixertinib,LS180,COAD,1.547458422,1.51248
5893,WEHI-539,LS180,COAD,6.305147782,5.276821
5894,AGI-6780,LS411N,COAD,4.623164297,5.135249
5895,AZD5438,LS411N,COAD,2.1372543,2.708644
5896,BMS-536924,LS411N,COAD,0.53088661,1.541013
5897,Bleomycin,LS411N,COAD,4.068845069,6.202326
5898,Camptothecin,LS411N,COAD,-0.268272528,-0.92244
5899,Dabrafenib,LS411N,COAD,2.112487792,3.620783
5900,Dactinomycin,LS411N,COAD,-4.522251406,-2.740812
5901,Elephantin,LS411N,COAD,3.211614353,4.213814
5902,JQ1,LS411N,COAD,1.978290953,1.772151
5903,KU-55933,LS411N,COAD,6.18817858,5.770998
5904,Leflunomide,LS411N,COAD,6.16028573,5.323616
5905,MN-64,LS411N,COAD,5.280112557,5.291142
5906,PCI-34051,LS411N,COAD,5.679840587,5.057216
5907,PFI3,LS411N,COAD,6.005621309,5.7995
5908,Picolinici-acid,LS411N,COAD,6.217629282,5.752877
5909,Rapamycin,LS411N,COAD,-3.651459891,-1.516466
5910,Sinularin,LS411N,COAD,4.027807691,3.958753
5911,Sorafenib,LS411N,COAD,1.304588945,3.521064
5912,Trametinib,LS411N,COAD,-3.515369426,-3.809256
5913,A-366,LS513,COAD,3.638544896,4.729185
5914,AZ6102,LS513,COAD,0.798364767,1.940114
5915,AZD4547,LS513,COAD,3.998129897,3.787725
5916,AZD5991,LS513,COAD,6.149584241,5.644336
5917,Alpelisib,LS513,COAD,3.180764555,1.330358
5918,Daporinad,LS513,COAD,-3.855834614,-4.282908
5919,GSK2606414,LS513,COAD,3.552130793,4.284479
5920,GW441756,LS513,COAD,3.981600772,3.14659
5921,LY2109761,LS513,COAD,4.923139911,4.998486
5922,Lestaurtinib,LS513,COAD,0.02444073,-0.649923
5923,Motesanib,LS513,COAD,5.77530862,5.622985
5924,RO-3306,LS513,COAD,2.570261252,2.892846
5925,Sabutoclax,LS513,COAD,-0.200939335,-0.822766
5926,Trametinib,LS513,COAD,-5.071960108,-4.498589
5927,XAV939,LS513,COAD,4.566112751,4.695625
5928,BX795,LU134A,SCLC,2.207997967,1.933402
5929,Bortezomib,LU134A,SCLC,-4.725525887,-4.782086
5930,Bosutinib,LU134A,SCLC,3.640493905,2.515546
5931,Elesclomol,LU134A,SCLC,-4.188788389,-2.509099
5932,GDC0810,LU134A,SCLC,4.686639864,4.991306
5933,GSK591,LU134A,SCLC,3.544835767,3.652661
5934,Gemcitabine,LU134A,SCLC,-3.715637014,-2.582381
5935,IWP-2,LU134A,SCLC,2.739837928,2.408181
5936,Leflunomide,LU134A,SCLC,5.251583857,4.961688
5937,NVP-ADW742,LU134A,SCLC,0.688145192,1.425097
