drug,cell_line,IC50
Bleomycin (50 uM),NCIH1792,1.300271
Bortezomib,NCIH1792,-3.267527
Bosutinib,NCIH1792,1.383985
Bromosporine,NCIH1792,1.947351
Buparlisib,NCIH1792,0.401147
CCT007093,NCIH1792,5.118998
CPI-637,NCIH1792,4.016117
CZC24832,NCIH1792,5.082039
Carmustine,NCIH1792,6.317284
Cediranib,NCIH1792,1.588811
Cisplatin,NCIH1792,2.311382
Crizotinib,NCIH1792,1.580749
Cyclophosphamide,NCIH1792,4.575273
Cytarabine,NCIH1792,1.479262
Dabrafenib,NCIH1792,4.243932
Dacarbazine,NCIH1792,5.774125
Dactinomycin,NCIH1792,-4.475157
Dactolisib,NCIH1792,-2.929073
Daporinad,NCIH1792,-3.92637
Dasatinib,NCIH1792,0.111032
Dihydrorotenone,NCIH1792,1.232513
Dinaciclib,NCIH1792,-3.65506
Doramapimod,NCIH1792,4.096304
EHT-1864,NCIH1792,3.826417
EPZ004777,NCIH1792,4.793387
EPZ5676,NCIH1792,4.902024
Elephantin,NCIH1792,3.350782
Entinostat,NCIH1792,1.398482
Entospletinib,NCIH1792,2.613203
Epirubicin,NCIH1792,-0.697996
Erlotinib,NCIH1792,2.59719
Fludarabine,NCIH1792,5.381542
Foretinib,NCIH1792,0.519766
Fulvestrant,NCIH1792,3.651372
GDC0810,NCIH1792,4.374445
GNE-317,NCIH1792,-0.938783
GSK-LSD1,NCIH1792,1.515791
GSK2110183B,NCIH1792,3.612659
GSK2578215A,NCIH1792,4.826697
GSK2606414,NCIH1792,3.174216
GSK2801,NCIH1792,4.812956
GSK2830371,NCIH1792,5.239133
GSK343,NCIH1792,3.091883
GSK591,NCIH1792,4.989829
Gallibiscoquinazole,NCIH1792,2.263683
Gefitinib,NCIH1792,3.085703
Gemcitabine,NCIH1792,-3.162931
I-BET-762,NCIH1792,2.666929
ICL-SIRT078,NCIH1792,3.587946
IWP-2,NCIH1792,2.717374
Ibrutinib,NCIH1792,5.189711
Ipatasertib,NCIH1792,4.096671
Irinotecan,NCIH1792,1.995182
JNK Inhibitor VIII,NCIH1792,4.618574
JQ1,NCIH1792,1.334491
KU-55933,NCIH1792,4.368132
L-Oxonoreleagnine,NCIH1792,3.41962
LCL161,NCIH1792,4.817703
LGK974,NCIH1792,4.114861
LJI308,NCIH1792,5.238779
LMP744,NCIH1792,-1.383498
LY2109761,NCIH1792,5.193599
Lapatinib,NCIH1792,2.728978
Leflunomide,NCIH1792,4.58062
Lenalidomide,NCIH1792,5.134888
Lestaurtinib,NCIH1792,0.031133
Linsitinib,NCIH1792,2.87557
Luminespib,NCIH1792,-3.979968
MG-132,NCIH1792,-0.540861
MIM1,NCIH1792,3.97106
MIRA-1,NCIH1792,4.417667
MK-2206,NCIH1792,3.022863
MK-8776,NCIH1792,2.979312
ML323,NCIH1792,4.203628
MN-64,NCIH1792,3.865626
Mirin,NCIH1792,5.083111
Mitoxantrone,NCIH1792,-1.6664
Motesanib,NCIH1792,5.239133
Mycophenolic acid,NCIH1792,1.22747
N-acetyl cysteine,NCIH1792,9.232615
NVP-ADW742,NCIH1792,1.774563
Navitoclax,NCIH1792,2.356927
Nelarabine,NCIH1792,5.470858
Nilotinib,NCIH1792,3.548985
Niraparib,NCIH1792,3.044247
Nutlin-3a (-),NCIH1792,5.038086
OF-1,NCIH1792,3.950707
OSI-027,NCIH1792,1.105806
Obatoclax Mesylate,NCIH1792,0.712879
Olaparib,NCIH1792,4.343315
Osimertinib,NCIH1792,2.198875
Oxaliplatin,NCIH1792,3.89222
P22077,NCIH1792,5.063779
PCI-34051,NCIH1792,3.653302
PD173074,NCIH1792,3.078702
PFI-1,NCIH1792,3.660147
PFI3,NCIH1792,4.844865
POMHEX,NCIH1792,2.241077
PRIMA-1MET,NCIH1792,5.566335
PRT062607,NCIH1792,1.401551
Paclitaxel,NCIH1792,-4.7887
Palbociclib,NCIH1792,1.942869
Pevonedistat,NCIH1792,1.247938
Pictilisib,NCIH1792,0.600958
Podophyllotoxin bromide,NCIH1792,-2.607071
Pyridostatin,NCIH1792,2.530196
RO-3306,NCIH1792,2.491365
RVX-208,NCIH1792,4.280783
Rapamycin,NCIH1792,-1.619534
Refametinib,NCIH1792,-0.003846
Ribociclib,NCIH1792,3.527105
Romidepsin,NCIH1792,-5.314257
Rucaparib,NCIH1792,3.309591
Ruxolitinib,NCIH1792,3.947757
SB216763,NCIH1792,4.489083
SB590885,NCIH1792,3.011764
SCH772984,NCIH1792,1.57334
SGC-CBP30,NCIH1792,3.849679
SGC0946,NCIH1792,1.703478
SN-38,NCIH1792,2.982996
Sabutoclax,NCIH1792,-1.482689
Savolitinib,NCIH1792,2.735889
Schweinfurthin A,NCIH1792,-1.137996
Selumetinib,NCIH1792,3.567987
Sepantronium bromide,NCIH1792,-3.46073
Serdemetan,NCIH1792,2.946417
Sinularin,NCIH1792,3.756849
Sorafenib,NCIH1792,2.358224
Staurosporine,NCIH1792,-4.189361
TW 37,NCIH1792,1.405563
Talazoparib,NCIH1792,2.270145
Tamoxifen,NCIH1792,3.632158
Tanespimycin,NCIH1792,-2.393654
Taselisib,NCIH1792,1.740453
Telomerase Inhibitor IX,NCIH1792,0.252507
Temozolomide,NCIH1792,6.426506
Temsirolimus,NCIH1792,-0.327623
Teniposide,NCIH1792,-0.396717
Topotecan,NCIH1792,-0.565006
Trametinib,NCIH1792,-2.338983
UMI-77,NCIH1792,1.744769
UNC0379,NCIH1792,2.914034
UNC0638,NCIH1792,3.499984
Ulixertinib,NCIH1792,1.21481
Uprosertib,NCIH1792,4.030376
VE-822,NCIH1792,0.924526
VE821,NCIH1792,4.057156
VX-11e,NCIH1792,1.131871
Veliparib,NCIH1792,5.095316
Venetoclax,NCIH1792,2.144531
Vinblastine,NCIH1792,-5.885447
Vincristine,NCIH1792,-4.359509
Vismodegib,NCIH1792,5.135932
Vorinostat,NCIH1792,1.879149
WEHI-539,NCIH1792,4.45916
WIKI4,NCIH1792,4.186477
WZ4003,NCIH1792,2.253799
Wee1 Inhibitor,NCIH1792,1.639956
Wnt-C59,NCIH1792,4.129324
YK-4-279,NCIH1792,1.008983
ZM447439,NCIH1792,1.894606
Zoledronate,NCIH1792,3.619539
alpha-lipoic acid,NCIH1792,6.784268
glutathione,NCIH1792,9.075612
5-Fluorouracil,NCIH1793,7.762684
5-azacytidine,NCIH1793,5.597028
ABT737,NCIH1793,3.969508
AGI-5198,NCIH1793,5.92788
AGI-6780,NCIH1793,5.015413
AMG-319,NCIH1793,6.384398
AT13148,NCIH1793,4.593455
AZ6102,NCIH1793,3.885827
AZ960,NCIH1793,3.727776
AZD1332,NCIH1793,4.543237
AZD2014,NCIH1793,0.975706
AZD3759,NCIH1793,4.490499
AZD4547,NCIH1793,4.19106
AZD5153,NCIH1793,4.02623
AZD5363,NCIH1793,5.471025
AZD5438,NCIH1793,5.176195
AZD5582,NCIH1793,4.502788
AZD5991,NCIH1793,7.420063
AZD6738,NCIH1793,3.088976
AZD8055,NCIH1793,0.316283
AZD8186,NCIH1793,3.68307
Acetalax,NCIH1793,8.420328
Afatinib,NCIH1793,3.458241
Alisertib,NCIH1793,3.802329
Alpelisib,NCIH1793,4.932421
Avagacestat,NCIH1793,6.305094
Axitinib,NCIH1793,6.652557
BI-2536,NCIH1793,3.982243
BMS-345541,NCIH1793,4.965067
BMS-536924,NCIH1793,2.194709
Bleomycin,NCIH1793,5.258024
Bleomycin (50 uM),NCIH1793,6.034546
Bortezomib,NCIH1793,-0.697855
Bosutinib,NCIH1793,4.015889
Bromosporine,NCIH1793,5.112756
Buparlisib,NCIH1793,0.636215
CCT007093,NCIH1793,6.796024
CPI-637,NCIH1793,4.487194
CZC24832,NCIH1793,6.533476
Carmustine,NCIH1793,8.15766
Cediranib,NCIH1793,3.63172
Cisplatin,NCIH1793,6.67413
Crizotinib,NCIH1793,6.820332
Cyclophosphamide,NCIH1793,6.943721
Cytarabine,NCIH1793,5.742597
Dabrafenib,NCIH1793,7.123358
Dacarbazine,NCIH1793,7.626935
Dactinomycin,NCIH1793,-1.36239
Dactolisib,NCIH1793,-2.473441
Dasatinib,NCIH1793,2.911925
Dihydrorotenone,NCIH1793,-0.420096
Dinaciclib,NCIH1793,-0.680445
Docetaxel,NCIH1793,-1.703917
EHT-1864,NCIH1793,6.310854
EPZ004777,NCIH1793,6.431099
EPZ5676,NCIH1793,7.207649
Elephantin,NCIH1793,5.4698
Entinostat,NCIH1793,7.420063
Entospletinib,NCIH1793,2.637796
Epirubicin,NCIH1793,0.89438
Erlotinib,NCIH1793,4.379195
Fludarabine,NCIH1793,7.67462
Foretinib,NCIH1793,3.13737
Fulvestrant,NCIH1793,5.643736
GDC0810,NCIH1793,6.491852
GNE-317,NCIH1793,-1.16503
GSK-LSD1,NCIH1793,3.872718
GSK1904529A,NCIH1793,5.263678
GSK2578215A,NCIH1793,5.766193
GSK2606414,NCIH1793,6.523442
GSK2801,NCIH1793,5.379782
GSK2830371,NCIH1793,7.411415
GSK343,NCIH1793,5.161684
GSK591,NCIH1793,6.0167
GW441756,NCIH1793,4.825449
Gefitinib,NCIH1793,4.355905
Gemcitabine,NCIH1793,0.475966
I-BET-762,NCIH1793,5.803069
I-BRD9,NCIH1793,5.119186
IWP-2,NCIH1793,4.331598
Ibrutinib,NCIH1793,4.819299
Ipatasertib,NCIH1793,5.303221
Irinotecan,NCIH1793,6.71462
JNK Inhibitor VIII,NCIH1793,4.808599
JQ1,NCIH1793,5.640815
KRAS (G12C) Inhibitor-12,NCIH1793,6.367576
KU-55933,NCIH1793,6.473175
L-Oxonoreleagnine,NCIH1793,3.985316
LCL161,NCIH1793,6.738388
LGK974,NCIH1793,5.758112
LJI308,NCIH1793,6.677428
LMP744,NCIH1793,1.727354
LY2109761,NCIH1793,6.536971
Lapatinib,NCIH1793,5.393839
Leflunomide,NCIH1793,6.486929
Lenalidomide,NCIH1793,7.420063
Lestaurtinib,NCIH1793,3.609439
Linsitinib,NCIH1793,5.004225
Luminespib,NCIH1793,2.264327
MG-132,NCIH1793,1.362223
MIM1,NCIH1793,5.561546
MK-1775,NCIH1793,2.00145
MK-8776,NCIH1793,4.717258
ML323,NCIH1793,5.950091
MN-64,NCIH1793,6.271985
Mirin,NCIH1793,9.481508
Mitoxantrone,NCIH1793,2.353099
Mycophenolic acid,NCIH1793,4.318742
N-acetyl cysteine,NCIH1793,12.391117
NVP-ADW742,NCIH1793,4.323253
Navitoclax,NCIH1793,3.472978
Nelarabine,NCIH1793,6.107456
Nilotinib,NCIH1793,4.718896
Niraparib,NCIH1793,6.563964
Nutlin-3a (-),NCIH1793,6.638691
OF-1,NCIH1793,3.665331
OSI-027,NCIH1793,1.149836
OTX015,NCIH1793,4.417696
Obatoclax Mesylate,NCIH1793,3.346071
Olaparib,NCIH1793,6.641344
Osimertinib,NCIH1793,3.708593
Oxaliplatin,NCIH1793,7.076083
P22077,NCIH1793,4.690507
PCI-34051,NCIH1793,6.670092
PD173074,NCIH1793,6.070585
PFI-1,NCIH1793,7.037243
PLX-4720,NCIH1793,5.540102
POMHEX,NCIH1793,3.45251
PRIMA-1MET,NCIH1793,7.084573
PRT062607,NCIH1793,4.116322
Paclitaxel,NCIH1793,0.674122
Palbociclib,NCIH1793,6.047136
Pevonedistat,NCIH1793,3.231296
Picolinici-acid,NCIH1793,7.025088
Pictilisib,NCIH1793,1.280849
Podophyllotoxin bromide,NCIH1793,0.302673
Pyridostatin,NCIH1793,6.796235
RO-3306,NCIH1793,6.455013
RVX-208,NCIH1793,5.133032
Rapamycin,NCIH1793,-3.909415
Refametinib,NCIH1793,4.315668
Remodelin,NCIH1793,6.118466
Ribociclib,NCIH1793,5.913595
Romidepsin,NCIH1793,-1.654929
Rucaparib,NCIH1793,6.652648
Ruxolitinib,NCIH1793,6.467714
SB216763,NCIH1793,6.879471
SB590885,NCIH1793,6.550006
SCH772984,NCIH1793,5.531961
SGC-CBP30,NCIH1793,4.587567
SGC0946,NCIH1793,3.856189
SN-38,NCIH1793,5.425635
Sapitinib,NCIH1793,5.030401
Savolitinib,NCIH1793,3.790714
Schweinfurthin A,NCIH1793,4.601199
Sepantronium bromide,NCIH1793,-5.486485
Serdemetan,NCIH1793,7.220156
Sinularin,NCIH1793,4.317489
Sorafenib,NCIH1793,3.612134
Staurosporine,NCIH1793,0.237064
Talazoparib,NCIH1793,6.547059
Tamoxifen,NCIH1793,4.850863
Tanespimycin,NCIH1793,3.219092
Taselisib,NCIH1793,3.105799
Telomerase Inhibitor IX,NCIH1793,3.325647
Temozolomide,NCIH1793,8.305081
Temsirolimus,NCIH1793,1.171673
Teniposide,NCIH1793,2.37025
Topotecan,NCIH1793,2.405242
Trametinib,NCIH1793,2.481015
UMI-77,NCIH1793,4.078647
UNC0379,NCIH1793,4.735747
UNC0638,NCIH1793,6.457675
Ulixertinib,NCIH1793,4.601714
Uprosertib,NCIH1793,5.414345
VE-822,NCIH1793,6.543864
VE821,NCIH1793,5.419462
VX-11e,NCIH1793,4.711178
Veliparib,NCIH1793,7.068377
Venetoclax,NCIH1793,2.954022
Vinblastine,NCIH1793,-1.499995
Vincristine,NCIH1793,-0.331743
Vinorelbine,NCIH1793,-1.904082
Vismodegib,NCIH1793,6.298817
Vorinostat,NCIH1793,5.387303
WEHI-539,NCIH1793,5.496841
WIKI4,NCIH1793,5.188194
WZ4003,NCIH1793,6.7614
Wee1 Inhibitor,NCIH1793,3.17642
Wnt-C59,NCIH1793,6.00374
YK-4-279,NCIH1793,3.886594
ZM447439,NCIH1793,6.301781
Zoledronate,NCIH1793,5.729226
alpha-lipoic acid,NCIH1793,9.145165
glutathione,NCIH1793,10.76217
ABT737,NCIH1836,0.434997
AGI-5198,NCIH1836,6.151558
AGI-6780,NCIH1836,6.137136
AMG-319,NCIH1836,6.653205
AT13148,NCIH1836,4.037764
AZ6102,NCIH1836,5.190288
AZ960,NCIH1836,3.24344
AZD3759,NCIH1836,3.971878
AZD5363,NCIH1836,4.908102
AZD5582,NCIH1836,2.241946
AZD6482,NCIH1836,5.96075
AZD6738,NCIH1836,2.605926
AZD7762,NCIH1836,1.787338
AZD8186,NCIH1836,5.072302
Afatinib,NCIH1836,2.637478
Afuresertib,NCIH1836,4.69033
Alisertib,NCIH1836,3.632161
Alpelisib,NCIH1836,3.880021
Avagacestat,NCIH1836,6.653425
Axitinib,NCIH1836,3.612983
BI-2536,NCIH1836,3.404198
BIBR-1532,NCIH1836,5.785606
BMS-345541,NCIH1836,4.997237
BMS-536924,NCIH1836,3.661326
Bicalutamide,NCIH1836,4.84939
Bortezomib,NCIH1836,-0.745765
Bosutinib,NCIH1836,4.997648
CCT-018159,NCIH1836,6.941747
CCT007093,NCIH1836,6.531085
CHIR-99021,NCIH1836,6.999837
CZC24832,NCIH1836,6.828879
Camptothecin,NCIH1836,1.064241
Cediranib,NCIH1836,5.314774
Crizotinib,NCIH1836,4.057658
Dabrafenib,NCIH1836,5.098729
Dactinomycin,NCIH1836,-2.438791
Dactolisib,NCIH1836,1.357167
Dasatinib,NCIH1836,4.743874
Dinaciclib,NCIH1836,-0.789008
Docetaxel,NCIH1836,-2.907485
Doramapimod,NCIH1836,4.716431
EHT-1864,NCIH1836,4.777711
EPZ004777,NCIH1836,3.894392
EPZ5676,NCIH1836,5.237664
Elesclomol,NCIH1836,1.210323
Entinostat,NCIH1836,0.589946
Entospletinib,NCIH1836,5.205549
Epirubicin,NCIH1836,2.193899
Erlotinib,NCIH1836,6.915784
Foretinib,NCIH1836,2.662566
Fulvestrant,NCIH1836,4.662393
GDC0810,NCIH1836,6.456123
GNE-317,NCIH1836,3.148818
GSK1904529A,NCIH1836,5.147788
GSK2578215A,NCIH1836,5.767324
GSK2606414,NCIH1836,5.404927
GSK343,NCIH1836,4.697251
GSK591,NCIH1836,5.303793
GW441756,NCIH1836,5.385815
Gefitinib,NCIH1836,4.678837
Gemcitabine,NCIH1836,3.815285
I-BRD9,NCIH1836,5.156066
IOX2,NCIH1836,3.620778
IWP-2,NCIH1836,3.754954
Ibrutinib,NCIH1836,6.144992
Ipatasertib,NCIH1836,5.307001
Irinotecan,NCIH1836,3.345746
JNK Inhibitor VIII,NCIH1836,6.639826
JQ1,NCIH1836,5.40393
KRAS (G12C) Inhibitor-12,NCIH1836,6.617893
KU-55933,NCIH1836,6.969447
LCL161,NCIH1836,6.377059
LGK974,NCIH1836,5.392308
LJI308,NCIH1836,4.230501
LY2109761,NCIH1836,5.68435
Lapatinib,NCIH1836,5.525914
Leflunomide,NCIH1836,5.403521
Lenalidomide,NCIH1836,6.231586
Lestaurtinib,NCIH1836,1.166919
Linsitinib,NCIH1836,4.531661
Luminespib,NCIH1836,-0.442698
MG-132,NCIH1836,0.472684
MIRA-1,NCIH1836,6.467125
MK-1775,NCIH1836,1.993043
MK-2206,NCIH1836,3.903557
ML323,NCIH1836,6.769915
MN-64,NCIH1836,5.547671
Methotrexate,NCIH1836,3.264251
Mirin,NCIH1836,5.488706
Motesanib,NCIH1836,6.635195
NVP-ADW742,NCIH1836,3.517141
Navitoclax,NCIH1836,-1.327651
Nilotinib,NCIH1836,4.377086
Niraparib,NCIH1836,6.622807
Nutlin-3a (-),NCIH1836,6.999611
OF-1,NCIH1836,6.750725
OSI-027,NCIH1836,5.700608
OTX015,NCIH1836,6.156074
Olaparib,NCIH1836,6.943133
Osimertinib,NCIH1836,4.382929
P22077,NCIH1836,5.264489
PD0325901,NCIH1836,5.993052
PD173074,NCIH1836,6.268959
PF-4708671,NCIH1836,6.210062
PFI-1,NCIH1836,5.704166
PFI3,NCIH1836,6.990287
PLX-4720,NCIH1836,6.491484
PRIMA-1MET,NCIH1836,5.5912
PRT062607,NCIH1836,3.603902
Palbociclib,NCIH1836,6.385118
Pevonedistat,NCIH1836,4.19726
Picolinici-acid,NCIH1836,5.235958
Pictilisib,NCIH1836,4.156387
Pyridostatin,NCIH1836,4.758576
RO-3306,NCIH1836,4.663984
RVX-208,NCIH1836,6.679164
Rapamycin,NCIH1836,-1.585467
Ribociclib,NCIH1836,5.406017
Rucaparib,NCIH1836,5.494604
SB216763,NCIH1836,6.543341
SB505124,NCIH1836,2.36055
SB590885,NCIH1836,6.279068
SCH772984,NCIH1836,6.192166
SGC0946,NCIH1836,1.546876
SL0101,NCIH1836,5.412996
SN-38,NCIH1836,-0.34256
Sabutoclax,NCIH1836,1.77214
Sapitinib,NCIH1836,4.414605
Savolitinib,NCIH1836,4.645376
Selumetinib,NCIH1836,5.281991
Sepantronium bromide,NCIH1836,-2.554285
Serdemetan,NCIH1836,5.465091
Sorafenib,NCIH1836,3.958278
Staurosporine,NCIH1836,-0.043999
Talazoparib,NCIH1836,5.00672
Tamoxifen,NCIH1836,6.461321
Tanespimycin,NCIH1836,3.82687
Taselisib,NCIH1836,3.808287
Telomerase Inhibitor IX,NCIH1836,1.667938
Temozolomide,NCIH1836,7.072771
Temsirolimus,NCIH1836,4.421883
Tozasertib,NCIH1836,2.377579
Trametinib,NCIH1836,4.443099
Tretinoin,NCIH1836,6.601006
Ulixertinib,NCIH1836,4.593668
Uprosertib,NCIH1836,5.854293
VE-822,NCIH1836,2.864801
VE821,NCIH1836,5.15411
VX-11e,NCIH1836,3.521975
Veliparib,NCIH1836,6.999837
Venetoclax,NCIH1836,2.382816
Vinorelbine,NCIH1836,-1.598483
Vismodegib,NCIH1836,5.979788
Vorinostat,NCIH1836,1.380237
WEHI-539,NCIH1836,0.279925
WIKI4,NCIH1836,6.183972
WZ4003,NCIH1836,6.548693
Wee1 Inhibitor,NCIH1836,2.355192
Wnt-C59,NCIH1836,5.405459
XAV939,NCIH1836,5.467258
YK-4-279,NCIH1836,2.96628
ZM447439,NCIH1836,4.921037
5-Fluorouracil,NCIH1838,6.462981
5-azacytidine,NCIH1838,3.965381
A-366,NCIH1838,6.878787
ABT737,NCIH1838,2.947755
AGI-5198,NCIH1838,7.05221
AGK2,NCIH1838,4.329645
AMG-319,NCIH1838,6.725267
AT13148,NCIH1838,2.644565
AZ6102,NCIH1838,2.970171
AZD3759,NCIH1838,4.101
AZD4547,NCIH1838,5.714195
AZD5363,NCIH1838,4.688947
AZD6738,NCIH1838,3.846818
AZD7762,NCIH1838,1.521486
AZD8055,NCIH1838,2.435126
AZD8186,NCIH1838,4.561272
Afatinib,NCIH1838,2.448474
Afuresertib,NCIH1838,4.690808
Alisertib,NCIH1838,3.15214
Alpelisib,NCIH1838,5.293546
Avagacestat,NCIH1838,5.972912
Axitinib,NCIH1838,5.26875
BI-2536,NCIH1838,3.980139
BMS-536924,NCIH1838,2.19509
Bleomycin (50 uM),NCIH1838,5.901748
Bortezomib,NCIH1838,-1.182575
Bosutinib,NCIH1838,2.734853
Buparlisib,NCIH1838,4.26471
CCT007093,NCIH1838,5.416879
CPI-637,NCIH1838,6.776758
Camptothecin,NCIH1838,0.699026
Cisplatin,NCIH1838,5.892236
Crizotinib,NCIH1838,4.674453
Cyclophosphamide,NCIH1838,6.858834
Cytarabine,NCIH1838,4.939161
Dabrafenib,NCIH1838,5.039212
Dactolisib,NCIH1838,1.626833
Dasatinib,NCIH1838,0.752173
Docetaxel,NCIH1838,-0.675963
Doramapimod,NCIH1838,7.062083
EPZ004777,NCIH1838,6.983974
EPZ5676,NCIH1838,5.621258
Erlotinib,NCIH1838,4.27422
Foretinib,NCIH1838,3.009558
Fulvestrant,NCIH1838,4.374284
GDC0810,NCIH1838,6.724628
GNE-317,NCIH1838,2.021344
GSK1904529A,NCIH1838,6.359825
GSK2578215A,NCIH1838,5.396485
GSK2830371,NCIH1838,6.741943
GSK343,NCIH1838,5.538597
GSK591,NCIH1838,6.132211
GW441756,NCIH1838,4.920462
Gefitinib,NCIH1838,3.050479
Gemcitabine,NCIH1838,4.790035
I-BRD9,NCIH1838,6.421415
ICL-SIRT078,NCIH1838,6.242436
Ipatasertib,NCIH1838,4.348322
JNK Inhibitor VIII,NCIH1838,5.649078
JQ1,NCIH1838,2.92205
KU-55933,NCIH1838,7.062551
LGK974,NCIH1838,6.977631
LJI308,NCIH1838,6.460532
Lapatinib,NCIH1838,5.328384
Lenalidomide,NCIH1838,6.098166
Lestaurtinib,NCIH1838,1.126158
Luminespib,NCIH1838,3.920294
MG-132,NCIH1838,-0.010725
MIM1,NCIH1838,6.695421
MIRA-1,NCIH1838,6.650385
MK-1775,NCIH1838,3.30874
MK-2206,NCIH1838,3.311833
MK-8776,NCIH1838,5.594736
Methotrexate,NCIH1838,-1.413393
Motesanib,NCIH1838,5.829936
Mycophenolic acid,NCIH1838,3.214838
N-acetyl cysteine,NCIH1838,10.941173
NU7441,NCIH1838,3.413886
NVP-ADW742,NCIH1838,3.9394
Navitoclax,NCIH1838,2.895696
Nilotinib,NCIH1838,5.140513
Nutlin-3a (-),NCIH1838,6.589997
OSI-027,NCIH1838,5.829616
Obatoclax Mesylate,NCIH1838,1.800153
Olaparib,NCIH1838,6.576896
Osimertinib,NCIH1838,3.465414
P22077,NCIH1838,5.416531
PD0325901,NCIH1838,2.873025
PD173074,NCIH1838,6.913316
PLX-4720,NCIH1838,5.961674
POMHEX,NCIH1838,2.882244
Palbociclib,NCIH1838,6.216885
Pevonedistat,NCIH1838,3.771256
Pictilisib,NCIH1838,2.585575
Pyridostatin,NCIH1838,4.57923
RO-3306,NCIH1838,5.292649
Rapamycin,NCIH1838,-1.641015
Refametinib,NCIH1838,4.21303
Remodelin,NCIH1838,6.569903
Ribociclib,NCIH1838,5.722042
Rucaparib,NCIH1838,6.305214
SB216763,NCIH1838,6.871711
SB590885,NCIH1838,6.369403
SCH772984,NCIH1838,5.942946
SGC0946,NCIH1838,3.541634
SN-38,NCIH1838,5.035936
Savolitinib,NCIH1838,4.470491
Selumetinib,NCIH1838,6.518276
Sepantronium bromide,NCIH1838,-4.182534
Serdemetan,NCIH1838,6.411085
Sorafenib,NCIH1838,5.000739
Staurosporine,NCIH1838,-1.686723
Talazoparib,NCIH1838,5.543296
Tamoxifen,NCIH1838,6.747633
Tanespimycin,NCIH1838,1.966475
Taselisib,NCIH1838,3.124822
Telomerase Inhibitor IX,NCIH1838,2.87672
Temozolomide,NCIH1838,7.94017
Temsirolimus,NCIH1838,4.107089
Trametinib,NCIH1838,2.125091
UMI-77,NCIH1838,4.217171
UNC0379,NCIH1838,6.526729
UNC0638,NCIH1838,5.747277
Ulixertinib,NCIH1838,6.236298
Uprosertib,NCIH1838,2.429414
VE821,NCIH1838,5.475734
VX-11e,NCIH1838,3.53801
Veliparib,NCIH1838,6.827986
Venetoclax,NCIH1838,4.696373
Vinblastine,NCIH1838,-0.605283
Vinorelbine,NCIH1838,2.208057
WEHI-539,NCIH1838,5.037431
WIKI4,NCIH1838,4.437205
Wee1 Inhibitor,NCIH1838,4.456726
YK-4-279,NCIH1838,6.682846
ZM447439,NCIH1838,3.377119
glutathione,NCIH1838,11.216268
5-azacytidine,NCIH1869,3.340553
A-366,NCIH1869,5.956351
ABT737,NCIH1869,1.26702
AGI-6780,NCIH1869,4.747027
AGK2,NCIH1869,4.576659
AMG-319,NCIH1869,6.321254
AT13148,NCIH1869,6.260211
AZ6102,NCIH1869,3.915312
AZD1208,NCIH1869,6.065948
AZD1332,NCIH1869,5.678564
AZD2014,NCIH1869,2.183027
AZD3759,NCIH1869,1.369493
AZD4547,NCIH1869,3.832449
AZD5153,NCIH1869,2.774331
AZD5363,NCIH1869,3.603686
AZD5438,NCIH1869,3.431165
AZD5582,NCIH1869,2.284847
AZD5991,NCIH1869,5.207908
AZD6738,NCIH1869,3.554559
AZD7762,NCIH1869,1.876224
AZD8186,NCIH1869,2.747076
Acetalax,NCIH1869,4.479954
Afatinib,NCIH1869,1.362791
Afuresertib,NCIH1869,3.463304
Alisertib,NCIH1869,5.259373
Axitinib,NCIH1869,4.939947
BIBR-1532,NCIH1869,6.155255
BMS-345541,NCIH1869,4.232583
Bleomycin,NCIH1869,4.259763
Bortezomib,NCIH1869,-6.094727
Bromosporine,NCIH1869,3.050769
Buparlisib,NCIH1869,2.346596
CPI-637,NCIH1869,5.719222
CZC24832,NCIH1869,6.201703
Camptothecin,NCIH1869,0.001065
Cediranib,NCIH1869,2.179327
Cisplatin,NCIH1869,5.494319
Crizotinib,NCIH1869,4.132203
Cytarabine,NCIH1869,3.823486
Dabrafenib,NCIH1869,5.281204
Dacarbazine,NCIH1869,6.056269
Dactinomycin,NCIH1869,-1.857143
Dactolisib,NCIH1869,-0.43294
Daporinad,NCIH1869,-2.332039
Dasatinib,NCIH1869,2.520821
Dihydrorotenone,NCIH1869,3.35709
Dinaciclib,NCIH1869,-1.985207
Docetaxel,NCIH1869,-0.838616
EPZ004777,NCIH1869,6.088774
EPZ5676,NCIH1869,6.734894
Elephantin,NCIH1869,3.598064
Entinostat,NCIH1869,3.050995
Entospletinib,NCIH1869,3.944478
Epirubicin,NCIH1869,0.691038
Erlotinib,NCIH1869,0.500964
Fludarabine,NCIH1869,6.513919
Foretinib,NCIH1869,1.917613
GDC0810,NCIH1869,5.911358
GNE-317,NCIH1869,1.147389
GSK-LSD1,NCIH1869,3.522164
GSK1904529A,NCIH1869,5.726044
GSK2110183B,NCIH1869,3.911606
GSK2606414,NCIH1869,6.387212
GSK2801,NCIH1869,5.190939
GSK343,NCIH1869,4.71473
GSK591,NCIH1869,5.266656
Gallibiscoquinazole,NCIH1869,3.183554
Gefitinib,NCIH1869,1.039617
Gemcitabine,NCIH1869,3.803974
I-BET-762,NCIH1869,5.110628
I-BRD9,NCIH1869,5.748087
ICL-SIRT078,NCIH1869,5.13311
IWP-2,NCIH1869,4.000294
Ibrutinib,NCIH1869,5.236267
Ipatasertib,NCIH1869,4.916526
Irinotecan,NCIH1869,4.355477
