,cell_line,drug,IC50,prediction,OncotreeCode,pca_1,pca_2,pca_1>0.002
626,NCIH2170,Gefitinib,0.811124,2.129622,LUSC,-0.000761,0.000042,0
627,NCIH2170,Gemcitabine,-4.8144,0.596632,LUSC,-0.000598,0.00016,0
628,NCIH2170,I-BET-762,4.006008,3.375486,LUSC,-0.00075,-0.000243,0
629,NCIH2170,I-BRD9,4.427187,4.521978,LUSC,-0.000202,-0.000169,0
630,NCIH2170,IWP-2,3.289133,2.742603,LUSC,-0.000568,-0.000211,0
631,NCIH2170,Ibrutinib,-0.518875,3.475321,LUSC,-0.000288,-0.000319,0
632,NCIH2170,Ipatasertib,2.487374,2.643735,LUSC,-0.000306,-0.000179,0
633,NCIH2170,Irinotecan,1.565138,2.246101,LUSC,0.000285,-0.000259,0
634,NCIH2170,JNK Inhibitor VIII,5.140805,5.373974,LUSC,-0.000604,0.000231,0
635,NCIH2170,JQ1,2.380914,1.498758,LUSC,-0.000342,-0.000332,0
636,NCIH2170,KRAS (G12C) Inhibitor-12,3.619618,4.400928,LUSC,-0.000502,0.000078,0
637,NCIH2170,KU-55933,5.392904,4.946816,LUSC,-0.000623,0.000247,0
638,NCIH2170,LCL161,4.128568,4.734909,LUSC,-0.000279,-0.000322,0
639,NCIH2170,LGK974,4.519156,3.988363,LUSC,-0.000439,-0.000034,0
640,NCIH2170,LY2109761,5.493128,5.187875,LUSC,-0.000652,0.000036,0
641,NCIH2170,Lapatinib,-0.917778,1.876518,LUSC,0.000353,-0.000364,0
642,NCIH2170,Leflunomide,5.208265,4.988904,LUSC,-0.000608,0.000074,0
643,NCIH2170,Lenalidomide,4.198693,5.259735,LUSC,-0.000584,0.000136,0
644,NCIH2170,Lestaurtinib,-0.999885,0.16747,LUSC,0.000011,-0.000175,0
645,NCIH2170,Linsitinib,3.120855,3.303089,LUSC,-0.000146,-0.000273,0
646,NCIH2170,Luminespib,-2.387012,-2.240577,LUSC,-0.000108,-0.000266,0
647,NCIH2170,MG-132,-1.406502,-1.200027,LUSC,-0.000385,-0.000004,0
648,NCIH2170,MIRA-1,5.245766,5.600941,LUSC,-0.000605,0.000398,0
649,NCIH2170,MK-1775,-0.607562,-0.105722,LUSC,-0.00029,-0.000356,0
650,NCIH2170,MK-2206,2.823202,2.337891,LUSC,-0.000364,-0.000093,0
651,NCIH2170,ML323,5.126829,4.336823,LUSC,-0.000667,-0.00016,0
652,NCIH2170,MN-64,4.325707,4.386149,LUSC,-0.000686,0.000234,0
653,NCIH2170,Mirin,4.73035,4.421782,LUSC,-0.00066,0.000263,0
654,NCIH2170,Motesanib,4.072035,5.747171,LUSC,-0.000666,0.000072,0
655,NCIH2170,NU7441,1.633591,2.845095,LUSC,-0.00063,0.00002,0
656,NCIH2170,NVP-ADW742,3.065545,1.869888,LUSC,-0.000403,-0.000326,0
657,NCIH2170,Navitoclax,-0.101656,2.520252,LUSC,0.004786,0.000021,1
658,NCIH2170,Nilotinib,3.651065,3.375685,LUSC,0.000358,-0.000325,0
659,NCIH2170,Niraparib,3.089727,3.93772,LUSC,-0.000592,0.000131,0
660,NCIH2170,Nutlin-3a (-),5.444464,5.608882,LUSC,0.000348,-0.00024,0
661,NCIH2170,OF-1,3.219471,4.332555,LUSC,-0.000634,-0.000053,0
662,NCIH2170,OSI-027,1.604154,1.965268,LUSC,-0.000394,0.000011,0
663,NCIH2170,OTX015,3.593007,1.726274,LUSC,-0.000455,-0.000369,0
664,NCIH2170,Olaparib,4.264541,4.564075,LUSC,-0.000338,-0.000274,0
665,NCIH2170,Osimertinib,-2.274924,0.223707,LUSC,-0.000234,-0.000281,0
666,NCIH2170,Oxaliplatin,3.807721,4.402952,LUSC,-0.000703,0.000326,0
667,NCIH2170,P22077,5.320855,4.502756,LUSC,-0.000473,0.000065,0
668,NCIH2170,PCI-34051,4.507806,4.578303,LUSC,-0.000588,0.000034,0
669,NCIH2170,PD0325901,4.560798,0.419477,LUSC,-0.000638,-0.00002,0
670,NCIH2170,PD173074,2.888292,3.5463,LUSC,-0.000034,-0.000097,0
671,NCIH2170,PFI-1,5.193018,4.086212,LUSC,-0.000679,-0.000027,0
672,NCIH2170,PFI3,5.099137,5.301957,LUSC,-0.000642,0.000031,0
673,NCIH2170,PLX-4720,3.941708,4.442809,LUSC,-0.000657,-0.000026,0
674,NCIH2170,PRIMA-1MET,5.751309,5.213646,LUSC,-0.000597,0.000427,0
675,NCIH2170,PRT062607,2.542602,2.770544,LUSC,-0.000629,0.00018,0
676,NCIH2170,Paclitaxel,-4.424539,-3.888216,LUSC,0.004725,-0.000134,1
677,NCIH2170,Palbociclib,3.144239,2.854524,LUSC,-0.000329,-0.0002,0
678,NCIH2170,Pevonedistat,-1.597406,0.540307,LUSC,-0.000481,-0.000243,0
679,NCIH2170,Picolinici-acid,5.200169,5.221256,LUSC,-0.000606,0.000352,0
680,NCIH2170,Pictilisib,-0.228175,0.390672,LUSC,-0.00005,-0.000115,0
681,NCIH2170,RO-3306,2.263182,3.03916,LUSC,-0.00054,0.000252,0
682,NCIH2170,RVX-208,4.357286,4.847385,LUSC,-0.000681,-0.000051,0
683,NCIH2170,Refametinib,3.428922,2.051843,LUSC,-0.000168,-0.00013,0
684,NCIH2170,Ribociclib,3.971137,3.132248,LUSC,-0.000634,-0.000278,0
685,NCIH2170,Rucaparib,2.67025,3.877879,LUSC,-0.000585,0.00018,0
686,NCIH2170,Ruxolitinib,4.703466,4.830188,LUSC,-0.000603,-0.00001,0
687,NCIH2170,SB216763,5.475426,5.186221,LUSC,-0.000777,0.000074,0
688,NCIH2170,SB590885,3.415145,4.215509,LUSC,-0.000235,-0.000306,0
689,NCIH2170,SCH772984,4.444555,0.873394,LUSC,0.000448,-0.000213,0
690,NCIH2170,SGC0946,1.734392,2.130018,LUSC,0.00018,-0.000178,0
691,NCIH2170,SN-38,-5.059042,-3.198722,LUSC,-0.000636,-0.000181,0
692,NCIH2170,Sabutoclax,0.900077,0.362184,LUSC,0.00316,0.000089,1
693,NCIH2170,Savolitinib,2.012438,2.316133,LUSC,-0.000686,0.000089,0
694,NCIH2170,Selumetinib,5.656592,2.997562,LUSC,-0.000811,-0.000023,0
695,NCIH2170,Sepantronium bromide,-3.663828,-2.575042,LUSC,-0.000681,-0.000037,0
696,NCIH2170,Serdemetan,3.413761,3.519706,LUSC,-0.000624,0.000073,0
697,NCIH2170,Sorafenib,3.051977,2.551965,LUSC,-0.000173,-0.000234,0
698,NCIH2170,Staurosporine,-4.138804,-3.004616,LUSC,-0.000037,-0.000243,0
699,NCIH2170,Talazoparib,-0.669159,3.581334,LUSC,-0.000601,-0.00021,0
700,NCIH2170,Tamoxifen,4.365352,3.769303,LUSC,-0.000645,0.000197,0
701,NCIH2170,Tanespimycin,-2.950654,-1.112669,LUSC,0.000254,-0.000326,0
702,NCIH2170,Taselisib,0.609259,0.288902,LUSC,-0.000234,-0.000234,0
703,NCIH2170,Telomerase Inhibitor IX,0.444472,1.085302,LUSC,-0.000645,0.000031,0
704,NCIH2170,Temozolomide,4.829815,6.603435,LUSC,-0.000732,0.000328,0
705,NCIH2170,Trametinib,3.924432,-1.718105,LUSC,0.000315,-0.000286,0
706,NCIH2170,Ulixertinib,3.801924,1.51042,LUSC,-0.000585,-0.00004,0
707,NCIH2170,Uprosertib,2.026297,2.291532,LUSC,-0.000664,-0.000032,0
708,NCIH2170,VE-822,0.692166,2.648623,LUSC,-0.000173,-0.000207,0
709,NCIH2170,Veliparib,5.400731,5.104039,LUSC,-0.000543,0.000137,0
710,NCIH2170,Venetoclax,3.43515,3.135687,LUSC,0.004559,0.000176,1
711,NCIH2170,Vismodegib,5.52917,4.968596,LUSC,-0.000581,-0.000083,0
712,NCIH2170,Vorinostat,0.946208,1.503217,LUSC,-0.000529,0.000505,0
713,NCIH2170,WEHI-539,0.796005,4.736404,LUSC,0.000129,-0.000301,0
714,NCIH2170,WIKI4,4.71659,4.038231,LUSC,-0.000205,-0.00029,0
715,NCIH2170,WZ4003,3.975304,3.893013,LUSC,-0.00024,-0.000259,0
716,NCIH2170,Wnt-C59,5.227703,4.199944,LUSC,-0.000689,-0.000085,0
717,NCIH2170,XAV939,3.717925,4.162808,LUSC,-0.000488,0.000048,0
718,NCIH2170,YK-4-279,0.524238,1.688608,LUSC,-0.000653,0.000217,0
719,NCIH2170,ZM447439,0.924494,2.493104,LUSC,-0.000171,-0.000224,0
720,NCIH146,5-Fluorouracil,3.657896,4.486487,SCLC,-0.000683,0.00189,0
721,NCIH146,ABT737,-2.23768,0.860783,SCLC,0.004014,0.000996,1
722,NCIH146,AGI-5198,3.624073,4.421701,SCLC,-0.000499,0.001248,0
723,NCIH146,AGI-6780,3.974842,4.489536,SCLC,0.000006,0.001018,0
724,NCIH146,AGK2,3.014805,3.299008,SCLC,-0.000247,0.001244,0
725,NCIH146,AZ960,2.230332,0.863212,SCLC,-0.000817,0.001281,0
726,NCIH146,AZD3759,3.341725,2.677835,SCLC,-0.000269,0.001251,0
727,NCIH146,AZD4547,3.663788,3.120528,SCLC,-0.000293,0.001075,0
728,NCIH146,AZD5363,4.644727,3.506167,SCLC,-0.000624,0.001165,0
729,NCIH146,AZD5582,2.012681,2.487355,SCLC,0.004399,0.001011,1
730,NCIH146,AZD6738,2.421189,2.044087,SCLC,-0.000531,0.001108,0
731,NCIH146,AZD7762,0.550611,0.737007,SCLC,-0.000559,0.001641,0
732,NCIH146,AZD8186,5.082524,3.624047,SCLC,-0.000164,0.001039,0
733,NCIH146,Afatinib,1.078987,1.664077,SCLC,-0.00019,0.000975,0
734,NCIH146,Afuresertib,3.442519,3.228387,SCLC,-0.000715,0.001394,0
735,NCIH146,Alpelisib,3.622992,3.50189,SCLC,-0.000148,0.001044,0
736,NCIH146,Avagacestat,3.572423,4.834453,SCLC,0.000036,0.001035,0
737,NCIH146,Axitinib,2.424052,2.325808,SCLC,-0.000498,0.00128,0
738,NCIH146,BMS-345541,2.03284,2.656025,SCLC,-0.000539,0.001563,0
739,NCIH146,BMS-536924,3.871981,2.525285,SCLC,-0.000293,0.000993,0
740,NCIH146,BMS-754807,3.873944,1.761607,SCLC,-0.000084,0.001108,0
741,NCIH146,Bortezomib,-4.924829,-5.312144,SCLC,-0.000497,0.001505,0
742,NCIH146,Bosutinib,3.075422,3.147962,SCLC,-0.000251,0.001113,0
743,NCIH146,Buparlisib,1.764563,1.41487,SCLC,-0.000787,0.001413,0
744,NCIH146,CCT007093,4.947767,4.999837,SCLC,-0.000632,0.001804,0
745,NCIH146,CZC24832,5.846322,5.277308,SCLC,-0.000571,0.001258,0
746,NCIH146,Camptothecin,-2.960427,-3.325945,SCLC,-0.000758,0.001296,0
747,NCIH146,Cediranib,1.825081,2.179598,SCLC,-0.000308,0.001056,0
748,NCIH146,Crizotinib,3.10733,2.681533,SCLC,-0.000669,0.001143,0
749,NCIH146,Cyclophosphamide,5.331158,5.390098,SCLC,-0.000637,0.001671,0
750,NCIH146,Dactinomycin,-4.176434,-3.623767,SCLC,0.005105,0.001182,1
751,NCIH146,Dactolisib,-2.148024,-1.210854,SCLC,0.000019,0.001132,0
752,NCIH146,Dasatinib,3.237857,2.882808,SCLC,-0.000321,0.001015,0
753,NCIH146,Dinaciclib,-3.76297,-2.671085,SCLC,-0.000654,0.001538,0
754,NCIH146,Docetaxel,-2.909871,-3.840769,SCLC,0.00401,0.001024,1
755,NCIH146,Doramapimod,2.533555,5.078083,SCLC,-0.000255,0.001036,0
756,NCIH146,EHT-1864,2.872611,3.518944,SCLC,-0.000076,0.001004,0
757,NCIH146,EPZ004777,3.938753,5.174673,SCLC,0.000105,0.00111,0
758,NCIH146,EPZ5676,4.947133,5.670189,SCLC,0.000652,0.001047,0
759,NCIH146,Entinostat,-1.810497,0.789331,SCLC,-0.000666,0.001326,0
760,NCIH146,Entospletinib,4.134874,4.053681,SCLC,-0.000255,0.001043,0
761,NCIH146,Epirubicin,-0.147009,-0.059834,SCLC,0.000406,0.001116,0
762,NCIH146,Erlotinib,3.32368,3.758097,SCLC,-0.000488,0.001565,0
763,NCIH146,Fulvestrant,2.554232,3.395684,SCLC,0.000005,0.001037,0
764,NCIH146,GDC0810,5.514699,4.903144,SCLC,0.000085,0.001145,0
765,NCIH146,GSK1904529A,2.84951,4.527468,SCLC,0.004305,0.000747,1
766,NCIH146,GSK2578215A,5.60846,4.976129,SCLC,-0.000558,0.001387,0
767,NCIH146,GSK2606414,3.525753,3.935765,SCLC,-0.00011,0.00096,0
768,NCIH146,GSK343,3.22688,3.071759,SCLC,0.000575,0.001028,0
769,NCIH146,GW441756,4.267804,3.371924,SCLC,-0.000587,0.001407,0
770,NCIH146,Gefitinib,3.800289,3.513101,SCLC,-0.000778,0.001483,0
771,NCIH146,Gemcitabine,-2.358643,-0.498601,SCLC,-0.000705,0.001683,0
772,NCIH146,I-BET-762,2.517626,3.151597,SCLC,-0.000643,0.001258,0
773,NCIH146,I-BRD9,3.658144,4.454453,SCLC,-0.000019,0.001085,0
774,NCIH146,IWP-2,3.598757,2.5985,SCLC,-0.00016,0.000998,0
775,NCIH146,Ibrutinib,4.064785,4.633093,SCLC,0.000016,0.001046,0
776,NCIH146,Ipatasertib,4.652238,3.841408,SCLC,-0.000606,0.001446,0
777,NCIH146,Irinotecan,0.893964,1.823938,SCLC,0.000566,0.000882,0
778,NCIH146,JNK Inhibitor VIII,4.194727,5.12785,SCLC,-0.000619,0.001634,0
779,NCIH146,JQ1,0.279394,1.699986,SCLC,-0.000271,0.001015,0
780,NCIH146,KRAS (G12C) Inhibitor-12,4.500784,4.508848,SCLC,-0.0005,0.001365,0
781,NCIH146,KU-55933,5.87682,5.091634,SCLC,-0.000509,0.001527,0
782,NCIH146,LCL161,5.310848,4.7042,SCLC,0.000035,0.001215,0
783,NCIH146,LGK974,4.833762,4.544142,SCLC,-0.000306,0.001215,0
784,NCIH146,LY2109761,4.909134,5.1854,SCLC,-0.000349,0.00113,0
785,NCIH146,Lapatinib,2.548869,3.67045,SCLC,0.000659,0.000914,0
786,NCIH146,Leflunomide,5.265076,4.941987,SCLC,-0.000607,0.00144,0
787,NCIH146,Lenalidomide,5.076853,5.231288,SCLC,-0.000505,0.001553,0
788,NCIH146,Lestaurtinib,-0.025453,0.817756,SCLC,-0.000182,0.001109,0
789,NCIH146,Linsitinib,4.177161,3.915212,SCLC,-0.000142,0.000979,0
790,NCIH146,Luminespib,-2.499019,-1.720902,SCLC,-0.000088,0.001094,0
791,NCIH146,MG-132,-1.259203,-1.242304,SCLC,-0.000387,0.001346,0
792,NCIH146,MIRA-1,5.76915,4.7334,SCLC,-0.00054,0.001776,0
793,NCIH146,MK-1775,0.211023,0.465926,SCLC,-0.000145,0.000953,0
794,NCIH146,MK-2206,2.745366,3.254543,SCLC,-0.000167,0.000935,0
795,NCIH146,ML323,4.213697,4.866178,SCLC,-0.000652,0.001237,0
796,NCIH146,MN-64,5.211346,4.717089,SCLC,-0.000514,0.001376,0
797,NCIH146,Mirin,3.664219,4.401388,SCLC,-0.000643,0.001691,0
798,NCIH146,Motesanib,5.717909,5.7218,SCLC,-0.000594,0.001418,0
799,NCIH146,NU7441,2.649539,3.236471,SCLC,-0.000725,0.001438,0
800,NCIH146,NVP-ADW742,2.314921,2.126654,SCLC,-0.000385,0.001019,0
801,NCIH146,Navitoclax,-2.783891,1.215291,SCLC,0.004963,0.000764,1
802,NCIH146,Nilotinib,2.614132,3.76264,SCLC,0.000728,0.000996,0
803,NCIH146,Niraparib,3.532639,3.504692,SCLC,-0.000612,0.001476,0
804,NCIH146,Nutlin-3a (-),4.408538,5.292308,SCLC,0.000533,0.001069,0
805,NCIH146,OF-1,4.031124,4.223232,SCLC,-0.000779,0.001367,0
806,NCIH146,OSI-027,2.036428,2.719342,SCLC,-0.00033,0.00128,0
807,NCIH146,OTX015,0.944283,1.734145,SCLC,-0.000202,0.001005,0
808,NCIH146,Olaparib,3.06168,3.89103,SCLC,-0.000347,0.001096,0
809,NCIH146,Osimertinib,1.603608,1.614983,SCLC,-0.000076,0.001139,0
810,NCIH146,Oxaliplatin,2.40065,3.634294,SCLC,-0.000634,0.001747,0
811,NCIH146,P22077,3.427862,4.389809,SCLC,-0.00049,0.001549,0
812,NCIH146,PCI-34051,2.898774,4.018765,SCLC,-0.000618,0.001541,0
813,NCIH146,PD0325901,3.728177,3.240124,SCLC,-0.000732,0.00144,0
814,NCIH146,PD173074,3.098564,3.805214,SCLC,0.000067,0.001226,0
815,NCIH146,PFI-1,4.122652,3.775791,SCLC,-0.000638,0.001179,0
816,NCIH146,PFI3,5.527107,5.378052,SCLC,-0.000628,0.001475,0
817,NCIH146,PLX-4720,3.483261,4.473942,SCLC,-0.000754,0.001497,0
818,NCIH146,PRIMA-1MET,3.981674,3.185525,SCLC,-0.000603,0.001891,0
819,NCIH146,PRT062607,1.885956,2.950619,SCLC,-0.000657,0.001479,0
820,NCIH146,Paclitaxel,-2.19133,-2.833579,SCLC,0.004629,0.000834,1
821,NCIH146,Palbociclib,3.272229,3.502988,SCLC,-0.000525,0.001204,0
822,NCIH146,Pevonedistat,-0.833203,1.47189,SCLC,-0.00054,0.001136,0
823,NCIH146,Picolinici-acid,4.160279,5.240119,SCLC,-0.000549,0.00149,0
824,NCIH146,Pictilisib,2.345776,2.22606,SCLC,0.000044,0.001003,0
825,NCIH146,RO-3306,1.836807,2.615755,SCLC,-0.000572,0.001554,0
826,NCIH146,RVX-208,5.690839,4.537498,SCLC,-0.000766,0.001187,0
827,NCIH146,Refametinib,4.537933,4.363325,SCLC,0.000008,0.001114,0
828,NCIH146,Ribociclib,3.987825,3.649199,SCLC,-0.000517,0.001251,0
829,NCIH146,Rucaparib,3.10286,3.695348,SCLC,-0.000659,0.001412,0
830,NCIH146,Ruxolitinib,4.510341,4.98773,SCLC,-0.000607,0.001273,0
831,NCIH146,SB216763,5.880987,5.229163,SCLC,-0.000621,0.00118,0
832,NCIH146,SB590885,3.347828,4.416879,SCLC,-0.000166,0.000963,0
833,NCIH146,SCH772984,3.749168,4.024117,SCLC,0.000746,0.001041,0
834,NCIH146,SGC0946,2.014679,2.300582,SCLC,0.000398,0.001232,0
835,NCIH146,SN-38,-2.756189,-4.337453,SCLC,-0.000636,0.001217,0
836,NCIH146,Sabutoclax,0.432447,-0.029576,SCLC,0.003617,0.001156,1
837,NCIH146,Savolitinib,2.864778,2.305203,SCLC,-0.000624,0.001365,0
838,NCIH146,Selumetinib,4.687036,4.860683,SCLC,-0.000703,0.001323,0
839,NCIH146,Sepantronium bromide,-5.646632,-4.427815,SCLC,-0.000618,0.00141,0
840,NCIH146,Serdemetan,3.280936,3.836015,SCLC,-0.000417,0.001377,0
841,NCIH146,Sorafenib,1.23668,2.663722,SCLC,-0.000232,0.001156,0
842,NCIH146,Staurosporine,-1.677532,-2.790763,SCLC,-0.000111,0.001119,0
843,NCIH146,Talazoparib,1.219778,2.223719,SCLC,-0.000659,0.001313,0
844,NCIH146,Tamoxifen,4.364471,4.086915,SCLC,-0.000632,0.001563,0
845,NCIH146,Tanespimycin,0.25692,2.076035,SCLC,0.000359,0.001138,0
846,NCIH146,Taselisib,3.432687,2.763434,SCLC,-0.000089,0.001013,0
847,NCIH146,Telomerase Inhibitor IX,0.39613,0.513447,SCLC,-0.000412,0.001239,0
848,NCIH146,Temozolomide,5.159104,6.480314,SCLC,-0.000663,0.001778,0
849,NCIH146,Trametinib,2.302198,2.456615,SCLC,0.000357,0.000903,0
850,NCIH146,Ulixertinib,2.877064,3.807289,SCLC,-0.000649,0.001415,0
851,NCIH146,Uprosertib,3.521902,3.457149,SCLC,-0.000612,0.001416,0
852,NCIH146,VE-822,4.425436,3.04949,SCLC,-0.000042,0.00106,0
853,NCIH146,Veliparib,5.392121,5.168542,SCLC,-0.000662,0.001694,0
854,NCIH146,Venetoclax,-0.345648,2.782817,SCLC,0.004348,0.000854,1
855,NCIH146,Vismodegib,5.278959,4.980124,SCLC,-0.00049,0.001315,0
856,NCIH146,Vorinostat,-0.000713,1.275632,SCLC,-0.000509,0.001847,0
857,NCIH146,WEHI-539,-1.080451,3.106889,SCLC,0.000667,0.000957,0
858,NCIH146,WIKI4,3.25152,3.657947,SCLC,0.000015,0.001115,0
859,NCIH146,WZ4003,5.703216,4.718355,SCLC,0.000117,0.001145,0
860,NCIH146,Wnt-C59,4.749937,4.477257,SCLC,-0.000683,0.001193,0
861,NCIH146,XAV939,4.010385,3.9546,SCLC,-0.000529,0.001407,0
862,NCIH146,YK-4-279,2.558391,2.167016,SCLC,-0.000602,0.001719,0
863,NCIH146,ZM447439,2.582555,1.569339,SCLC,-0.000055,0.001142,0
864,NCIH1299,5-Fluorouracil,3.664405,4.586978,LCLC,-0.000698,0.000374,0
865,NCIH1299,ABT737,5.057074,2.953014,LCLC,0.004094,0.000111,1
866,NCIH1299,AGI-5198,6.079127,4.809783,LCLC,-0.000227,-0.000777,0
867,NCIH1299,AGI-6780,3.916117,4.624281,LCLC,0.000178,-0.000614,0
868,NCIH1299,AGK2,4.706475,3.504475,LCLC,-0.000419,-0.000557,0
869,NCIH1299,AZ960,1.40766,2.524706,LCLC,-0.00064,-0.000465,0
870,NCIH1299,AZD3759,3.71533,3.11653,LCLC,-0.000296,-0.000442,0
871,NCIH1299,AZD4547,4.525209,3.301559,LCLC,-0.000056,-0.000676,0
872,NCIH1299,AZD5363,4.78573,4.111836,LCLC,-0.000521,-0.000475,0
873,NCIH1299,AZD5582,0.904442,1.848058,LCLC,0.004822,-0.000176,1
874,NCIH1299,AZD6738,3.545464,2.691684,LCLC,-0.000467,-0.000633,0
875,NCIH1299,AZD7762,0.370718,0.656084,LCLC,-0.000515,-0.000176,0
876,NCIH1299,AZD8186,3.883849,4.120697,LCLC,-0.000156,-0.00079,0
877,NCIH1299,Afatinib,2.018097,2.323223,LCLC,-0.000262,-0.000766,0
878,NCIH1299,Afuresertib,4.188932,3.922935,LCLC,-0.000629,-0.000395,0
879,NCIH1299,Alpelisib,3.376081,4.472919,LCLC,-0.000138,-0.000644,0
880,NCIH1299,Avagacestat,4.806916,5.323776,LCLC,-0.000096,-0.000534,0
881,NCIH1299,Axitinib,2.304867,3.842684,LCLC,-0.000472,-0.000274,0
882,NCIH1299,BMS-345541,2.372824,3.604845,LCLC,-0.00045,-0.000254,0
883,NCIH1299,BMS-536924,2.195746,2.548357,LCLC,-0.000084,-0.000693,0
884,NCIH1299,BMS-754807,2.675781,2.818619,LCLC,-0.000111,-0.000658,0
885,NCIH1299,Bortezomib,-4.446316,-5.097132,LCLC,-0.000537,-0.000265,0
886,NCIH1299,Bosutinib,3.646027,3.292506,LCLC,-0.000035,-0.000706,0
887,NCIH1299,Buparlisib,1.267783,1.651498,LCLC,-0.00067,-0.000424,0
888,NCIH1299,CCT007093,5.730331,5.197984,LCLC,-0.000404,-0.000149,0
889,NCIH1299,CZC24832,5.311388,5.501995,LCLC,-0.000482,-0.000471,0
890,NCIH1299,Camptothecin,-1.935191,-2.465704,LCLC,-0.000762,-0.000478,0
891,NCIH1299,Cediranib,4.480668,2.889744,LCLC,-0.000319,-0.000735,0
892,NCIH1299,Crizotinib,2.410131,3.311165,LCLC,-0.000617,-0.000628,0
893,NCIH1299,Cyclophosphamide,6.13003,5.586258,LCLC,-0.000579,0.000049,0
894,NCIH1299,Dactinomycin,-3.403993,-3.684953,LCLC,0.004886,0.000753,1
895,NCIH1299,Dactolisib,-1.73866,-1.296458,LCLC,0.000064,-0.000772,0
896,NCIH1299,Dasatinib,-0.376475,2.007236,LCLC,-0.000331,-0.000664,0
897,NCIH1299,Dinaciclib,-2.920625,-2.7618,LCLC,-0.000608,-0.000057,0
898,NCIH1299,Docetaxel,-3.059773,-4.560567,LCLC,0.004181,-0.00028,1
899,NCIH1299,Doramapimod,6.129233,5.696796,LCLC,-0.00023,-0.00081,0
900,NCIH1299,EHT-1864,4.453499,3.768639,LCLC,-0.000327,-0.000579,0
901,NCIH1299,EPZ004777,5.444387,5.861737,LCLC,-0.000034,-0.000688,0
902,NCIH1299,EPZ5676,5.486898,6.221127,LCLC,0.00039,-0.000764,0
903,NCIH1299,Entinostat,4.471658,2.582189,LCLC,-0.000591,-0.000406,0
904,NCIH1299,Entospletinib,3.659256,4.177385,LCLC,-0.000414,-0.000662,0
905,NCIH1299,Epirubicin,-0.582449,-0.993101,LCLC,0.000445,-0.000672,0
906,NCIH1299,Erlotinib,4.720582,3.641493,LCLC,-0.00054,-0.000277,0
907,NCIH1299,Fulvestrant,3.999446,3.993167,LCLC,0.000138,-0.000802,0
908,NCIH1299,GDC0810,5.951837,5.304786,LCLC,-0.000101,-0.000817,0
909,NCIH1299,GSK1904529A,4.520284,4.476856,LCLC,0.004574,-0.000136,1
910,NCIH1299,GSK2578215A,6.133415,5.393716,LCLC,-0.00039,-0.000513,0
911,NCIH1299,GSK2606414,4.552003,4.092966,LCLC,-0.000177,-0.00077,0
912,NCIH1299,GSK343,3.873278,3.988784,LCLC,0.000299,-0.000784,0
913,NCIH1299,GW441756,4.409559,3.411927,LCLC,-0.000525,-0.00031,0
914,NCIH1299,Gefitinib,3.457808,3.871896,LCLC,-0.000694,-0.000366,0
915,NCIH1299,Gemcitabine,-0.045722,-0.238742,LCLC,-0.000445,-0.000198,0
916,NCIH1299,I-BET-762,2.139464,3.385452,LCLC,-0.000527,-0.000667,0
917,NCIH1299,I-BRD9,3.938031,5.084458,LCLC,0.000059,-0.000662,0
918,NCIH1299,IWP-2,2.632805,3.109147,LCLC,-0.000235,-0.000787,0
919,NCIH1299,Ibrutinib,6.13504,5.455883,LCLC,-0.000072,-0.000853,0
920,NCIH1299,Ipatasertib,5.138786,4.762977,LCLC,-0.000303,-0.000632,0
921,NCIH1299,Irinotecan,3.029664,2.29638,LCLC,0.000335,-0.000681,0
922,NCIH1299,JNK Inhibitor VIII,5.18681,5.54861,LCLC,-0.000518,-0.000105,0
923,NCIH1299,JQ1,0.9488,2.721567,LCLC,-0.000287,-0.000765,0
924,NCIH1299,KRAS (G12C) Inhibitor-12,3.410693,4.889945,LCLC,-0.000406,-0.000358,0
925,NCIH1299,KU-55933,6.129259,5.104806,LCLC,-0.000558,-0.000202,0
926,NCIH1299,LCL161,4.589251,5.009793,LCLC,-0.000208,-0.000758,0
927,NCIH1299,LGK974,4.115643,4.482711,LCLC,-0.000275,-0.000484,0
928,NCIH1299,LY2109761,5.661692,5.304851,LCLC,-0.000504,-0.000449,0
929,NCIH1299,Lapatinib,5.618167,4.368643,LCLC,0.000455,-0.000793,0
930,NCIH1299,Leflunomide,5.068115,5.173721,LCLC,-0.000579,-0.000251,0
931,NCIH1299,Lenalidomide,5.472552,5.585593,LCLC,-0.000541,-0.000217,0
932,NCIH1299,Lestaurtinib,-0.423013,0.349177,LCLC,-0.000065,-0.000566,0
933,NCIH1299,Linsitinib,5.174545,4.629883,LCLC,-0.000093,-0.000758,0
934,NCIH1299,Luminespib,-3.013247,-2.021414,LCLC,-0.000102,-0.000797,0
935,NCIH1299,MG-132,-1.606815,-1.539457,LCLC,-0.000302,-0.000526,0
936,NCIH1299,MIRA-1,5.907918,5.80748,LCLC,-0.000522,0.000158,0
937,NCIH1299,MK-1775,0.209331,0.397674,LCLC,-0.00022,-0.000739,0
938,NCIH1299,MK-2206,3.827394,3.857701,LCLC,-0.000098,-0.000773,0
939,NCIH1299,ML323,4.001355,4.768521,LCLC,-0.000537,-0.00043,0
940,NCIH1299,MN-64,5.936162,4.943532,LCLC,-0.000499,-0.00025,0
941,NCIH1299,Mirin,4.991169,4.876082,LCLC,-0.000668,0.000046,0
942,NCIH1299,Motesanib,6.131382,5.908326,LCLC,-0.000534,-0.000435,0
